# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231218
# Data de termino: 20231231
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
Rio de Janeiro;20231218;44;28;46;0.7540983606557377;1.0454545454545454;240.25;1764;0;0
Rio de Janeiro;20231219;44;23;48;0.75;1.0909090909090908;192.8409090909091;2408;0;0
Rio de Janeiro;20231221;44;28;42;0.7777777777777778;0.9545454545454546;91.5;1441;0;0
Rio de Janeiro;20231220;38;18;36;0.75;0.9473684210526315;85.10526315789474;700;0;0
Rio de Janeiro;20231222;34;23;24;0.6;0.7058823529411765;69.79411764705883;489;0;0
(not set);20231222;32;30;13;0.3939393939393939;0.40625;50.15625;302;0;0
Rio de Janeiro;20231227;29;13;35;0.7777777777777778;1.206896551724138;267.6551724137931;943;0;0
Rio de Janeiro;20231228;29;17;36;0.7058823529411765;1.2413793103448276;161.9655172413793;722;0;0
Rio de Janeiro;20231231;23;18;21;0.5833333333333334;0.9130434782608695;60.30434782608695;376;0;0
Rio de Janeiro;20231225;21;10;19;0.9047619047619048;0.9047619047619048;83.9047619047619;395;0;0
Rio de Janeiro;20231226;21;11;25;0.8333333333333334;1.1904761904761905;91.95238095238095;912;0;0
Rio de Janeiro;20231230;21;13;21;0.6;1;351.23809523809524;731;0;0
Rio de Janeiro;20231223;20;10;28;0.6829268292682927;1.4;344.4;1793;0;0
Sao Paulo;20231222;20;18;8;0.38095238095238093;0.4;23;161;0;0
Rio de Janeiro;20231224;19;11;23;0.71875;1.2105263157894737;140.05263157894737;890;0;0
Rio de Janeiro;20231229;16;8;17;0.5483870967741935;1.0625;203;904;0;0
(not set);20231218;15;12;11;0.7333333333333333;0.7333333333333333;26.666666666666668;84;0;0
Sao Paulo;20231218;15;13;11;0.7333333333333333;0.7333333333333333;29.6;100;0;0
Sao Paulo;20231219;12;11;9;0.6923076923076923;0.75;115.83333333333333;144;0;0
Curitiba;20231222;10;10;3;0.2727272727272727;0.3;57.8;112;0;0
Nova Friburgo;20231219;10;8;9;0.6923076923076923;0.9;123.1;274;0;0
(not set);20231219;9;8;6;0.6666666666666666;0.6666666666666666;30.444444444444443;73;0;0
(not set);20231220;9;4;5;0.5555555555555556;0.5555555555555556;100.66666666666667;136;0;0
Sao Paulo;20231220;9;8;7;0.7777777777777778;0.7777777777777778;45.333333333333336;91;0;0
(not set);20231223;8;5;5;0.625;0.625;23.125;57;0;0
Sao Paulo;20231223;8;8;6;0.75;0.75;73;79;0;0
Recife;20231222;7;7;6;0.8571428571428571;0.8571428571428571;13.714285714285714;34;0;0
