# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240109
# Data de termino: 20240121
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
Rio de Janeiro;20240121;79;56;74;0.7872340425531915;0.9367088607594937;159.77215189873417;2365;0;0
Rio de Janeiro;20240109;53;35;48;0.7619047619047619;0.9056603773584906;78.81132075471699;953;0;0
Rio de Janeiro;20240120;45;17;48;0.7384615384615385;1.0666666666666667;104.17777777777778;1198;0;0
Rio de Janeiro;20240118;43;20;47;0.7966101694915254;1.0930232558139534;143;2019;0;0
Rio de Janeiro;20240111;41;18;43;0.7818181818181819;1.048780487804878;97.21951219512195;994;0;0
Rio de Janeiro;20240112;40;19;41;0.7192982456140351;1.025;161.675;1617;0;0
Rio de Janeiro;20240119;40;16;45;0.75;1.125;141.475;1685;0;0
Rio de Janeiro;20240116;39;18;36;0.75;0.9230769230769231;245.12820512820514;1602;0;0
Rio de Janeiro;20240110;38;23;43;0.7818181818181819;1.131578947368421;69.28947368421052;858;0;0
Rio de Janeiro;20240113;35;19;42;0.8235294117647058;1.2;179.11428571428573;1128;0;0
Rio de Janeiro;20240117;33;16;36;0.7346938775510204;1.0909090909090908;293.7878787878788;2566;0;0
Rio de Janeiro;20240115;29;14;29;0.6744186046511628;1;125.03448275862068;929;0;0
Rio de Janeiro;20240114;23;9;33;0.75;1.434782608695652;205.65217391304347;972;0;0
(not set);20240121;16;13;9;0.47368421052631576;0.5625;40;153;0;0
Sao Paulo;20240121;12;9;7;0.5833333333333334;0.5833333333333334;52.416666666666664;99;0;0
(not set);20240118;11;10;9;0.8181818181818182;0.8181818181818182;30.09090909090909;63;0;0
(not set);20240120;11;10;7;0.6363636363636364;0.6363636363636364;20.818181818181817;87;0;0
Sao Paulo;20240109;10;8;8;0.7272727272727273;0.8;71.8;106;0;0
