# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240401
# Data de termino: 20240407
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;20240403;88;65;35;15.818181818181818;0;0
Estatisticas Fluminense - Principal;20240402;51;42;16;16.03921568627451;0;0
Estatisticas Fluminense - Principal;20240405;44;33;6;118.77272727272727;0;0
Estatisticas Fluminense - Principal;20240407;40;29;14;15.4;0;0
Estatisticas Fluminense - Principal;20240404;38;31;10;32.578947368421055;0;0
Estatisticas Fluminense - Principal;20240406;34;23;6;16.147058823529413;0;0
Estatisticas Fluminense - Principal;20240401;33;27;10;15.545454545454545;0;0
Jogador;20240406;23;11;1;46.91304347826087;0;0
Jogador;20240405;20;12;0;23.7;0;0
Jogador;20240407;20;10;0;55.85;0;0
Jogador;20240402;19;16;1;63.578947368421055;0;0
Jogador;20240403;19;17;1;59.1578947368421;0;0
Adversarios;20240403;15;14;0;24;0;0
Jogador;20240404;14;13;0;75.92857142857143;0;0
Adversarios;20240402;13;13;0;22.53846153846154;0;0
Jogador;20240401;13;12;0;22.23076923076923;0;0
Adversarios;20240407;12;10;0;36.916666666666664;0;0
Especiais Jogadores;20240403;12;7;0;21.166666666666668;0;0
Jogo;20240403;12;10;0;33.416666666666664;0;0
Campeonatos;20240403;11;11;0;18.09090909090909;0;0
Fluminense x Alianza Lima-Peru;20240403;11;9;0;20.363636363636363;0;0
Jogo;20240405;11;10;1;22.181818181818183;0;0
Adversarios;20240405;10;10;0;25.6;0;0
Campeonatos;20240402;10;10;0;11.2;0;0
Especiais Jogadores;20240404;10;8;0;34.3;0;0
Fluminense x Alianza Lima-Peru;20240402;10;9;0;48.9;0;0
Jesus Valenzuela;20240406;10;9;0;15.1;0;0
Jogo;20240402;10;9;0;21.3;0;0
Jogo;20240404;10;9;2;76.7;0;0
Arbitros;20240406;10;10;0;8.5;0;0
Campeonatos;20240404;8;7;0;18.75;0;0
Campeonatos;20240405;8;7;0;64.75;0;0
Jogo;20240407;8;6;0;80.75;0;0
Campeonatos;20240407;7;7;0;39.857142857142854;0;0
Maiores Artilheiros;20240403;7;4;0;49.57142857142857;0;0
(not set);20240403;6;2;0;486.5;0;0
Especiais Campeonatos;20240402;6;6;0;5.5;0;0
Fluminense x Alianza Atletico-Peru;20240403;6;6;5;11.333333333333334;0;0
Fluminense x San Lorenzo-Argentina;20240403;6;6;6;16.166666666666668;0;0
Informacoes Gerais;20240402;6;5;0;14.166666666666666;0;0
Jogo;20240406;6;5;0;21.666666666666668;0;0
Libertadores da America;20240403;6;5;0;26.333333333333332;0;0
Adversarios;20240404;5;4;0;39.8;0;0
Adversarios;20240406;5;5;0;17.4;0;0
Curiosidades e Titulos;20240402;5;4;0;68.4;0;0
Especiais Campeonatos;20240405;5;4;0;31.2;0;0
Especiais Campeonatos;20240407;5;5;0;20;0;0
Especiais Jogadores;20240405;5;5;0;31;0;0
Especiais Jogadores;20240407;5;4;0;41.8;0;0
Fluminense x Alianza Lima-Peru;20240401;5;5;0;19.4;0;0
Gols do Romerito;20240406;5;1;0;28;0;0
Graficos;20240403;5;2;0;89.8;0;0
Informacoes Gerais;20240407;5;5;0;68.6;0;0
Mascotes;20240402;5;5;4;5.6;0;0
Todas as camisas;20240403;5;4;0;10.4;0;0
Adversarios;20240401;4;4;0;28.25;0;0
Andre Moritz 2007;20240403;4;1;0;108.75;0;0
Camisa;20240401;4;4;0;5.5;0;0
Camisa;20240402;4;4;0;8.75;0;0
Camisa;20240403;4;4;0;16;0;0
Distancias Percorridas;20240403;4;2;0;30.25;0;0
Especiais Adversarios;20240402;4;4;0;13.75;0;0
Especiais Campeonatos;20240403;4;4;0;12.5;0;0
Especiais Historicos;20240407;4;3;0;27;0;0
Especiais Jogadores;20240406;4;3;0;10.75;0;0
Especiais Jogos;20240405;4;4;0;39.5;0;0
Estadios;20240403;4;3;0;14.25;0;0
Fluminense 4 X 1 Flamengo;20240402;4;4;4;0;0;0
Fluminense x Colo Colo-Chile;20240406;4;2;0;23;0;0
Fluminense x Junior Barranquilla-Colombia;20240403;4;3;0;15;0;0
Gols do Assis;20240405;4;1;0;126.75;0;0
Graficos;20240402;4;4;0;46.75;0;0
Informacoes Gerais;20240403;4;3;0;5;0;0
Informacoes Gerais;20240405;4;4;0;9.5;0;0
Jhon Arias 2024;20240407;4;4;0;35.25;0;0
Jogo;20240401;4;4;0;49.75;0;0
Jogos Eliminatorios;20240405;4;3;0;0.25;0;0
Jogos Eliminatorios;20240406;4;1;0;0;0;0
Jogos Eliminatorios;20240407;4;1;0;0.25;0;0
Libertadores da America;20240404;4;3;0;8;0;0
Maior Artilheiro em Campeonato;20240403;4;3;0;39.75;0;0
Todas as camisas;20240405;4;2;0;38.25;0;0
Tecnico;20240402;4;4;0;4.75;0;0
Arbitros;20240402;4;4;1;28.75;0;0
(not set);20240402;3;3;0;20;0;0
Alan 2023;20240405;3;1;0;3;0;0
Alianza Lima 1 X 1 Fluminense;20240404;3;3;0;126;0;0
Artilharia Media;20240405;3;1;0;2.6666666666666665;0;0
Boca Juniors 1 X 2 Fluminense;20240405;3;3;0;9;0;0
Botafogo SP 1 X 1 Fluminense;20240402;3;2;2;19;0;0
Brasileiro;20240407;3;3;0;24;0;0
Brasileiro Serie B 1998;20240402;3;3;3;21.666666666666668;0;0
Camisa;20240405;3;2;0;5;0;0
Campeonatos;20240401;3;3;0;23;0;0
Campeonatos;20240406;3;3;0;24.333333333333332;0;0
Carlyle 1952;20240405;3;2;0;14;0;0
Curiosidades e Titulos;20240403;3;3;0;37.666666666666664;0;0
Curiosidades e Titulos;20240405;3;3;0;59.666666666666664;0;0
Especiais Adversarios;20240407;3;3;0;26;0;0
Especiais Campeonatos;20240404;3;2;0;17;0;0
Especiais Historicos;20240402;3;3;0;6.333333333333333;0;0
Especiais Historicos;20240405;3;3;0;34.333333333333336;0;0
Especiais Jogadores;20240402;3;3;0;69;0;0
Especiais Tecnico;20240402;3;2;0;7.333333333333333;0;0
Especiais Tecnico;20240403;3;3;0;8.333333333333334;0;0
Estatisticas por Ano;20240405;3;3;0;1.6666666666666667;0;0
Flamengo 0 X 0 Fluminense;20240403;3;2;0;56.666666666666664;0;0
Fluminense 0 X 0 CRB;20240404;3;3;3;13;0;0
Fluminense x Alianza Lima-Peru;20240404;3;3;0;50;0;0
Fluminense x Alianza Lima-Peru;20240405;3;3;0;60.666666666666664;0;0
Fluminense x Cerro Portenho-Paraguai;20240403;3;3;0;5.333333333333333;0;0
Fluminense x Colo Colo-Chile;20240404;3;3;0;51.333333333333336;0;0
Fluminense x Colo Colo-Chile;20240405;3;3;0;26;0;0
Fluminense x Flamengo-RJ;20240407;3;3;0;16;0;0
Fluminense x Paris Saint Germain-Franca;20240402;3;3;3;34.666666666666664;0;0
Fred 2022;20240406;3;3;0;25;0;0
German Cano 2024;20240401;3;2;1;20.333333333333332;0;0
