# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240610
# Data de termino: 20240616
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
State of Rio de Janeiro;20240611;46;56;103;99
State of Rio de Janeiro;20240614;36;17;54;51
State of Rio de Janeiro;20240615;31;35;63;60
State of Rio de Janeiro;20240610;27;21;45;45
State of Rio de Janeiro;20240612;26;28;54;52
State of Rio de Janeiro;20240613;26;21;47;45
State of Rio de Janeiro;20240616;19;16;41;37
Federal District;20240610;4;0;5;4
State of Sao Paulo;20240611;4;9;11;11
Federal District;20240612;3;2;3;3
Federal District;20240614;2;1;3;3
State of Amazonas;20240610;2;1;3;3
State of Amazonas;20240611;2;0;2;2
State of Amazonas;20240614;2;0;2;2
State of Bahia;20240616;2;1;4;4
State of Espirito Santo;20240613;2;1;2;2
State of Minas Gerais;20240610;2;3;5;5
State of Minas Gerais;20240611;2;5;7;7
State of Minas Gerais;20240612;2;1;4;4
State of Minas Gerais;20240615;2;4;7;7
State of Pernambuco;20240613;2;1;3;3
State of Santa Catarina;20240612;2;2;3;3
State of Sao Paulo;20240610;2;7;9;9
State of Sao Paulo;20240612;2;7;9;8
State of Sao Paulo;20240615;2;12;12;12
Ceara;20240611;1;2;3;3
Federal District;20240611;1;2;3;3
Federal District;20240613;1;2;3;3
Federal District;20240615;1;0;1;1
Federal District;20240616;1;0;1;1
Lisbon;20240612;1;0;1;1
Moscow;20240613;1;0;1;1
Ontario;20240610;1;0;1;1
Setubal;20240610;1;0;1;1
Setubal;20240611;1;0;1;1
State of Alagoas;20240612;1;0;1;1
State of Alagoas;20240613;1;0;1;1
State of Alagoas;20240615;1;0;1;1
State of Amazonas;20240612;1;0;1;1
State of Amazonas;20240613;1;0;1;1
State of Amazonas;20240615;1;0;1;1
State of Amazonas;20240616;1;0;1;1
State of Bahia;20240610;1;1;3;2
State of Bahia;20240611;1;4;5;5
State of Bahia;20240612;1;1;2;2
State of Bahia;20240614;1;1;2;2
State of Bahia;20240615;1;3;4;4
State of Espirito Santo;20240611;1;2;3;3
