# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240325
# Data de termino: 20240331
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;20240327;54;42;13;16.296296296296298;0;0
Estatisticas Fluminense - Principal;20240328;51;41;17;23.07843137254902;0;0
Estatisticas Fluminense - Principal;20240330;50;41;14;15.08;0;0
Estatisticas Fluminense - Principal;20240331;46;38;16;26.08695652173913;0;0
Estatisticas Fluminense - Principal;20240329;45;34;14;16.022222222222222;0;0
Estatisticas Fluminense - Principal;20240325;43;31;10;17.41860465116279;0;0
Estatisticas Fluminense - Principal;20240326;32;25;4;15.9375;0;0
Jogador;20240329;22;12;0;172.8181818181818;0;0
Jogador;20240327;20;18;1;105;0;0
Jogador;20240330;20;17;1;119.05;0;0
Jogador;20240331;20;16;0;79.75;0;0
Jogador;20240328;19;16;1;23.842105263157894;0;0
Jogador;20240325;17;12;0;73.23529411764706;0;0
Jogo;20240328;17;11;0;91.11764705882354;0;0
Informacoes Gerais;20240331;16;14;3;21.8125;0;0
Jogo;20240329;11;7;0;56.72727272727273;0;0
Adversarios;20240326;10;9;0;24.5;0;0
Adversarios;20240328;10;10;0;25.2;0;0
Informacoes Gerais;20240330;10;9;1;18.1;0;0
Jogador;20240326;10;10;0;139;0;0
Jogo;20240327;10;9;0;65.2;0;0
Jogo;20240330;10;9;0;18.9;0;0
Tecnico;20240328;10;10;0;13.9;0;0
Especiais Historicos;20240330;9;7;0;32.77777777777778;0;0
German Cano 2024;20240329;9;7;5;17.555555555555557;0;0
Jogo;20240325;9;7;0;35.44444444444444;0;0
Adversarios;20240327;8;7;0;42.25;0;0
Adversarios;20240330;8;8;0;42.875;0;0
Adversarios;20240331;8;7;0;19.125;0;0
Campeonatos;20240327;8;8;0;12;0;0
Campeonatos;20240330;8;8;0;35.25;0;0
Fernando Diniz 2003;20240327;8;6;0;22.875;0;0
Tec - Fernando Diniz;20240327;8;6;0;5.875;0;0
Campeonatos;20240328;6;6;0;18;0;0
Curiosidades e Titulos;20240330;6;6;0;52.166666666666664;0;0
Graficos;20240330;6;3;0;47.166666666666664;0;0
Jogo;20240326;6;5;0;36.5;0;0
Jogo;20240331;6;6;1;12.166666666666666;0;0
Tecnico;20240327;6;6;0;7.333333333333333;0;0
Adversarios;20240325;5;5;0;34.8;0;0
Adversarios;20240329;5;4;0;16.6;0;0
Camisa;20240325;5;5;0;51.2;0;0
Especiais Adversarios;20240327;5;4;0;34.8;0;0
Especiais Gols e Penalties;20240331;5;5;0;20;0;0
Especiais Jogadores;20240328;5;5;0;65.8;0;0
Graficos;20240327;5;3;0;166;0;0
Paysandu Cricket 3 X 0 Fluminense;20240325;5;2;0;1.2;0;0
Tec - Fernando Diniz;20240328;5;4;0;8.4;0;0
Tecnico;20240329;5;5;0;25.2;0;0
Arbitros;20240326;5;5;2;5.8;0;0
Brasileirao;20240327;4;2;0;12.5;0;0
Camisa;20240329;4;4;0;1.75;0;0
Campeonatos;20240325;4;4;0;6.5;0;0
Campeonatos;20240326;4;4;0;8.75;0;0
Campeonatos;20240331;4;4;0;22.25;0;0
Curiosidades e Titulos;20240325;4;4;0;70.25;0;0
Curiosidades e Titulos;20240327;4;4;0;26.25;0;0
Curiosidades e Titulos;20240331;4;4;0;102;0;0
Especiais Gols e Penalties;20240330;4;4;0;58.75;0;0
Especiais Jogadores;20240329;4;2;0;9.25;0;0
Especiais Jogadores;20240330;4;4;0;17.25;0;0
Especiais Tecnico;20240328;4;4;0;13;0;0
Fluminense 3 X 1 Vitoria BA;20240327;4;3;3;22;0;0
Fluminense x Alianza Lima-Peru;20240327;4;3;0;47.5;0;0
Fluminense x Paris Saint Germain-Franca;20240328;4;4;4;18.75;0;0
Graficos;20240326;4;2;0;66.25;0;0
Informacoes Gerais;20240326;4;3;0;42.75;0;0
Informacoes Gerais;20240328;4;4;0;18.75;0;0
Rio Cricket 1 X 3 Fluminense;20240326;4;1;0;0;0;0
Sao Paulo 1 X 0 Fluminense;20240325;4;2;0;7.75;0;0
Todas as camisas;20240325;4;4;0;14.75;0;0
Treinador com mais jogos;20240328;4;4;0;27.5;0;0
Treinador com mais jogos;20240329;4;3;0;5.75;0;0
(not set);20240327;3;3;0;14.333333333333334;0;0
Alianza Lima 3 X 4 Fluminense;20240331;3;1;0;0;0;0
Assis 1987;20240329;3;2;0;30.333333333333332;0;0
Assistencias;20240327;3;1;0;11.333333333333334;0;0
Curiosidades e Titulos;20240328;3;3;0;40.333333333333336;0;0
Curiosidades e Titulos;20240329;3;3;0;42;0;0
Denilson 1973;20240328;3;2;0;40.666666666666664;0;0
Distribuicao dos publicos;20240327;3;1;0;19;0;0
Especiais Adversarios;20240325;3;3;0;47;0;0
Especiais Campeonatos;20240326;3;3;0;26.666666666666668;0;0
Especiais Historicos;20240325;3;3;0;18;0;0
Especiais Historicos;20240327;3;3;0;14.333333333333334;0;0
Especiais Historicos;20240328;3;3;0;6.666666666666667;0;0
Especiais Historicos;20240331;3;3;0;19.333333333333332;0;0
Especiais Tecnico;20240327;3;2;0;5;0;0
Especiais Tecnico;20240329;3;2;0;34.333333333333336;0;0
Estadios;20240327;3;3;0;25.666666666666668;0;0
Estadios;20240328;3;3;0;16;0;0
Flamengo 1 X 1 Fluminense;20240327;3;3;0;6.333333333333333;0;0
Fluminense 1 X 1 Atletico MG;20240325;3;3;1;13;0;0
Fluminense 1 X 2 Flamengo;20240328;3;3;0;24;0;0
Fluminense 2 X 1 Flamengo;20240325;3;3;1;22;0;0
Fluminense 3 X 0 Penarol;20240328;3;1;0;1.3333333333333333;0;0
Fluminense 3 X 1 Vitoria BA;20240329;3;3;3;28;0;0
Fluminense 4 X 1 Flamengo;20240328;3;3;3;0;0;0
Fluminense 4 X 2 Portuguesa SP;20240330;3;3;2;42.666666666666664;0;0
Fluminense 4 X 2 Portuguesa SP;20240331;3;2;2;16;0;0
Fluminense x Alianza Lima-Peru;20240325;3;2;0;10.333333333333334;0;0
Fluminense x Alianza Lima-Peru;20240330;3;3;0;61.666666666666664;0;0
Fluminense x Alianza Lima-Peru;20240331;3;2;0;404;0;0
Fluminense x Botafogo-RJ;20240330;3;3;0;14.666666666666666;0;0
Fluminense x Cruzeiro-MG;20240328;3;2;0;7.666666666666667;0;0
Fluminense x Flamengo-RJ;20240327;3;3;0;39.333333333333336;0;0
Fluminense x Paris Saint Germain-Franca;20240329;3;2;1;13.666666666666666;0;0
Goleadas em Classicos;20240331;3;3;0;23;0;0
Graficos;20240328;3;2;0;166.33333333333334;0;0
Graficos;20240329;3;2;0;54;0;0
Graficos;20240331;3;1;0;59;0;0
Graficos de Adversarios;20240327;3;1;0;35.666666666666664;0;0
Informacoes Gerais;20240325;3;3;0;10.333333333333334;0;0
Informacoes Gerais;20240327;3;3;0;16;0;0
Libertadores da America;20240327;3;3;0;29.333333333333332;0;0
Maiores Artilheiros;20240328;3;1;0;91;0;0
Marcas Historicas Atuais;20240330;3;3;0;14.666666666666666;0;0
Mariano 2011;20240327;3;2;0;9.666666666666666;0;0
Mascotes;20240330;3;1;0;0.3333333333333333;0;0
PSV Eindhoven 1 X 1 Fluminense;20240328;3;2;1;4.333333333333333;0;0
Rio Cricket 1 X 3 Fluminense;20240327;3;1;0;1.3333333333333333;0;0
S. C. Internacional 0 X 0 Fluminense;20240328;3;1;0;0;0;0
Substituicoes por ano;20240327;3;2;0;26;0;0
Thiago Santos 2024;20240331;3;3;0;13;0;0
Todas as camisas;20240329;3;3;0;16.333333333333332;0;0
Wagner 1998;20240329;3;3;2;4.333333333333333;0;0
Arbitros;20240330;3;3;2;14;0;0
Adversario por ano;20240326;2;1;0;25.5;0;0
Adversarios do mesmo pais em campeonato;20240327;2;1;0;62;0;0
Alexsander 2024;20240329;2;2;0;20.5;0;0
Andres Matonte;20240326;2;2;0;10;0;0
Andre 2024;20240329;2;2;0;28.5;0;0
Ano a ano;20240328;2;2;0;19;0;0
Ano a ano;20240330;2;2;0;6;0;0
Antunes 1966;20240329;2;2;0;58.5;0;0
Armando 1939;20240331;2;0;0;0;0;0
Artilheiros ano a ano;20240327;2;2;0;11.5;0;0
Artilheiros em Campeonato;20240327;2;2;0;45;0;0
Artilheiros por Adversario;20240326;2;1;0;137.5;0;0
Assis 1975;20240327;2;1;0;33;0;0
Bangu 0 X 2 Fluminense;20240327;2;1;0;0;0;0
Bangu 1 X 4 Fluminense;20240328;2;1;0;0;0;0
Boavista 0 X 0 Fluminense;20240328;2;1;0;0;0;0
Bonsucesso 1 X 3 Fluminense;20240327;2;2;0;13.5;0;0
Botafogo 3 X 3 Fluminense;20240331;2;1;0;0;0;0
Brasileiro 1977;20240327;2;2;2;34.5;0;0
Brunel 1975;20240329;2;1;0;0;0;0
Brunel 1975;20240330;2;1;0;7;0;0
Calegari 2023;20240331;2;2;0;20.5;0;0
Camisa;20240327;2;2;0;2;0;0
Camisa ano a ano;20240329;2;2;0;2.5;0;0
Campeonatos;20240329;2;2;0;20;0;0
Canto do Rio 2 X 5 Fluminense;20240331;2;1;0;1.5;0;0
Cartoes por arbitro;20240327;2;1;0;8;0;0
Castilho 1965;20240329;2;2;0;28;0;0
Colocacao em Campeonatos;20240326;2;2;0;46;0;0
Copa Sul Americana 2005;20240327;2;1;0;1.5;0;0
Corinthians 4 X 2 Fluminense;20240328;2;1;0;8;0;0
Cruzeiro 0 X 2 Fluminense;20240328;2;1;0;0;0;0
Cruzeiro 1 X 1 Fluminense;20240329;2;1;0;48.5;0;0
Cruzeiro 2 X 2 Fluminense;20240328;2;1;0;0;0;0
Cruzeiro 3 X 1 Fluminense;20240327;2;1;0;1;0;0
Creditos;20240325;2;2;0;21;0;0
Creditos;20240328;2;2;0;3.5;0;0
Cuiaba 3 X 0 Fluminense;20240331;2;2;0;8;0;0
Curiosidades e Titulos;20240326;2;2;0;33.5;0;0
Cicero 1993;20240326;2;2;2;78;0;0
Danielzinho 2024;20240331;2;2;0;2;0;0
Distancias Percorridas;20240327;2;2;0;9;0;0
Dodo 2008;20240331;2;1;0;0;0;0
Edinho 1989;20240329;2;1;0;0;0;0
Edinho 1989;20240330;2;1;0;0;0;0
Especiais Adversarios;20240326;2;2;0;26.5;0;0
Especiais Adversarios;20240328;2;2;0;11.5;0;0
Especiais Adversarios;20240330;2;2;0;22;0;0
Especiais Brasileirao;20240326;2;2;0;16.5;0;0
Especiais Brasileirao;20240330;2;2;0;18.5;0;0
Especiais Campeonatos;20240327;2;2;0;2;0;0
Especiais Campeonatos;20240328;2;2;0;21;0;0
Especiais Estadios;20240327;2;2;0;7;0;0
Especiais Jogadores;20240327;2;2;0;33;0;0
Especiais Jogadores;20240331;2;2;0;37.5;0;0
Especiais Jogos;20240327;2;2;0;59.5;0;0
Especiais Jogos;20240331;2;2;0;10.5;0;0
Especiais Placares;20240331;2;2;0;9;0;0
Estatisticas por Temporada;20240330;2;2;0;6;0;0
Estrangeiros com mais jogos;20240327;2;1;0;3.5;0;0
Estadios;20240325;2;2;0;35;0;0
Estadios;20240329;2;2;0;14.5;0;0
Evolucao de Adversario;20240329;2;1;0;875.5;0;0
Evolucao de Adversario por saldo;20240327;2;2;0;5.5;0;0
