# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240401
# Data de termino: 20240407
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;2024040323;10;9;4;9.5;0;0
Estatisticas Fluminense - Principal;2024040321;9;9;4;13.555555555555555;0;0
Estatisticas Fluminense - Principal;2024040309;8;8;2;28.5;0;0
Estatisticas Fluminense - Principal;2024040213;7;7;1;14.142857142857142;0;0
Estatisticas Fluminense - Principal;2024040313;7;7;4;16.142857142857142;0;0
Estatisticas Fluminense - Principal;2024040319;7;7;1;21.142857142857142;0;0
Estatisticas Fluminense - Principal;2024040214;6;6;4;19.166666666666668;0;0
Estatisticas Fluminense - Principal;2024040221;6;6;2;11.666666666666666;0;0
Estatisticas Fluminense - Principal;2024040322;6;6;4;5.166666666666667;0;0
Estatisticas Fluminense - Principal;2024040515;6;5;1;215.66666666666666;0;0
Estatisticas Fluminense - Principal;2024040715;6;6;1;11.666666666666666;0;0
Estatisticas Fluminense - Principal;2024040120;5;3;0;12.4;0;0
Estatisticas Fluminense - Principal;2024040211;5;4;0;11.6;0;0
Estatisticas Fluminense - Principal;2024040216;5;4;2;5.6;0;0
Estatisticas Fluminense - Principal;2024040219;5;5;1;8.4;0;0
Estatisticas Fluminense - Principal;2024040311;5;5;1;3.6;0;0
Estatisticas Fluminense - Principal;2024040320;5;5;4;30.8;0;0
Estatisticas Fluminense - Principal;2024040513;5;4;1;29.2;0;0
Camisa;2024040309;4;4;0;16;0;0
Estatisticas Fluminense - Principal;2024040116;4;4;1;9;0;0
Estatisticas Fluminense - Principal;2024040217;4;3;1;10.75;0;0
Estatisticas Fluminense - Principal;2024040310;4;4;3;6.25;0;0
Estatisticas Fluminense - Principal;2024040317;4;4;2;32.25;0;0
Estatisticas Fluminense - Principal;2024040405;4;4;1;23;0;0
Estatisticas Fluminense - Principal;2024040408;4;3;0;4;0;0
Estatisticas Fluminense - Principal;2024040509;4;3;0;29;0;0
Estatisticas Fluminense - Principal;2024040510;4;4;0;105.5;0;0
Estatisticas Fluminense - Principal;2024040518;4;3;0;18.5;0;0
