# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240722
# Data de termino: 20240728
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
State of Rio de Janeiro;20240724;44;32;78;74
State of Rio de Janeiro;20240725;42;33;73;69
State of Rio de Janeiro;20240722;36;19;59;54
State of Rio de Janeiro;20240723;31;21;51;49
State of Rio de Janeiro;20240728;31;30;61;59
State of Rio de Janeiro;20240727;25;14;39;38
State of Rio de Janeiro;20240726;21;19;42;39
State of Sao Paulo;20240728;8;9;16;15
State of Minas Gerais;20240725;7;5;13;13
State of Sao Paulo;20240723;5;6;12;10
Federal District;20240722;4;3;7;7
State of Espirito Santo;20240722;4;4;7;7
State of Sao Paulo;20240725;4;11;14;14
Federal District;20240723;3;3;5;5
Federal District;20240727;3;0;3;3
State of Espirito Santo;20240725;3;1;4;4
State of Minas Gerais;20240723;3;3;6;6
State of Minas Gerais;20240728;3;4;7;7
State of Parana;20240722;3;2;6;5
State of Sao Paulo;20240722;3;5;8;7
State of Sao Paulo;20240724;3;17;20;20
State of Sao Paulo;20240727;3;7;11;9
Ceara;20240724;2;3;5;5
Ceara;20240725;2;1;3;3
Federal District;20240724;2;2;4;4
Federal District;20240725;2;0;2;2
Federal District;20240728;2;1;3;3
State of Bahia;20240725;2;4;5;5
State of Bahia;20240728;2;2;4;4
State of Espirito Santo;20240728;2;1;3;3
State of Goias;20240722;2;0;2;2
State of Minas Gerais;20240722;2;0;4;2
State of Minas Gerais;20240724;2;3;5;5
State of Paraiba;20240727;2;0;2;2
State of Parana;20240724;2;2;4;4
State of Parana;20240725;2;4;6;6
State of Parana;20240728;2;2;4;4
State of Rio Grande do Sul;20240722;2;2;4;4
State of Santa Catarina;20240728;2;1;2;2
Auvergne-Rhone-Alpes;20240728;1;0;1;1
Community of Madrid;20240726;1;0;1;1
Federal District;20240726;1;4;5;5
Ile-de-France;20240728;1;0;1;1
Lisbon;20240722;1;0;1;1
Lisbon;20240724;1;1;2;2
Lisbon;20240725;1;1;2;2
Lisbon;20240728;1;0;1;1
Massachusetts;20240722;1;0;1;1
Massachusetts;20240727;1;0;1;1
Moscow Oblast;20240726;1;0;1;1
Moscow Oblast;20240728;1;0;1;1
Normandy;20240728;1;0;1;1
Nouvelle-Aquitaine;20240728;1;2;2;2
Occitanie;20240728;1;1;1;1
Ohio;20240726;1;0;1;1
Ontario;20240728;1;0;1;1
Oregon;20240726;1;1;2;2
State of Alagoas;20240722;1;0;1;1
State of Alagoas;20240727;1;3;3;3
State of Amazonas;20240723;1;0;1;1
State of Amazonas;20240724;1;0;1;1
State of Amazonas;20240725;1;0;1;1
State of Bahia;20240724;1;2;3;3
State of Espirito Santo;20240723;1;2;2;2
State of Espirito Santo;20240724;1;1;2;2
State of Espirito Santo;20240727;1;0;1;1
State of Goias;20240725;1;2;2;2
State of Goias;20240726;1;1;2;2
State of Goias;20240727;1;1;2;2
State of Goias;20240728;1;1;2;2
State of Mexico;20240725;1;0;1;1
State of Minas Gerais;20240726;1;2;3;3
State of Minas Gerais;20240727;1;4;5;5
State of Para;20240722;1;0;1;1
State of Para;20240723;1;0;1;1
State of Para;20240724;1;1;2;2
State of Para;20240725;1;1;3;2
State of Para;20240726;1;0;1;1
State of Paraiba;20240723;1;0;1;1
State of Paraiba;20240724;1;0;2;1
State of Paraiba;20240725;1;4;5;5
State of Paraiba;20240726;1;0;1;1
State of Paraiba;20240728;1;0;1;1
State of Parana;20240726;1;2;3;3
State of Rio Grande do Norte;20240725;1;0;1;1
State of Rio Grande do Sul;20240723;1;2;3;3
State of Rio Grande do Sul;20240724;1;4;5;5
State of Rio Grande do Sul;20240725;1;3;5;5
State of Santa Catarina;20240724;1;1;2;2
State of Santa Catarina;20240725;1;1;2;2
State of Santa Catarina;20240727;1;2;2;2
Ulyanovsk Oblast;20240723;1;1;1;1
Valencian Community;20240726;1;0;1;1
Western Australia;20240726;1;0;1;1
(not set);20240723;0;1;1;1
(not set);20240727;0;1;1;1
Arizona;20240725;0;1;1;1
Bavaria;20240722;0;0;1;0
Ceara;20240722;0;1;1;1
Ceara;20240723;0;1;1;1
Ceara;20240726;0;2;2;2
Community of Madrid;20240723;0;1;1;1
Florida;20240728;0;1;1;1
Geneva;20240722;0;1;1;1
Hamburg;20240722;0;1;1;1
Hauts-de-France;20240724;0;1;1;1
Hessen;20240726;0;1;1;1
Ile-de-France;20240725;0;1;1;1
Lisbon;20240726;0;1;1;1
Luanda Province;20240725;0;1;1;1
Maldonado Department;20240726;0;1;1;1
Moscow Oblast;20240723;0;1;1;1
New York;20240722;0;1;1;1
Pays de la Loire;20240727;0;1;1;1
Quebec;20240723;0;1;1;1
State of Acre;20240722;0;1;1;1
State of Alagoas;20240723;0;1;1;1
State of Alagoas;20240724;0;1;1;1
State of Alagoas;20240725;0;2;2;2
State of Amazonas;20240722;0;1;1;1
State of Amazonas;20240726;0;1;1;1
State of Bahia;20240722;0;1;2;1
State of Bahia;20240726;0;1;1;1
State of Bahia;20240727;0;3;3;3
State of Espirito Santo;20240726;0;1;1;1
