# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240325
# Data de termino: 20240331
Categoria da plataforma / dispositivo;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
web / mobile;20240331;55;34;54;0.8181818181818182;0.9818181818181818;138.2;999;0;0
web / mobile;20240329;52;41;50;0.746268656716418;0.9615384615384616;222.3846153846154;1389;0;0
web / mobile;20240327;48;36;41;0.6949152542372882;0.8541666666666666;151.625;888;0;0
web / mobile;20240330;48;35;41;0.6612903225806451;0.8541666666666666;175.45833333333334;940;0;0
web / mobile;20240328;46;35;44;0.7333333333333333;0.9565217391304348;86.17391304347827;791;0;0
web / desktop;20240327;40;15;51;0.864406779661017;1.275;199.1;1687;0;0
web / desktop;20240328;38;14;51;0.9107142857142857;1.3421052631578947;257.3157894736842;1818;0;0
web / mobile;20240326;33;18;25;0.625;0.7575757575757576;176.93939393939394;761;0;0
web / mobile;20240325;32;22;32;0.64;1;169.75;721;0;0
web / desktop;20240329;29;10;34;0.723404255319149;1.1724137931034482;389.6551724137931;1456;0;0
web / desktop;20240325;27;11;29;0.7837837837837838;1.0740740740740742;130.2962962962963;684;0;0
web / desktop;20240330;27;9;25;0.6578947368421053;0.9259259259259259;298.7037037037037;1416;0;0
web / desktop;20240331;25;12;27;0.6923076923076923;1.08;250.96;1485;0;0
web / desktop;20240326;21;9;24;0.8571428571428571;1.1428571428571428;263.5238095238095;831;0;0
web / tablet;20240329;1;1;3;0.75;3;330;44;0;0
