# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240318
# Data de termino: 20240324
Categoria da plataforma / dispositivo;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
web / mobile;20240318;70;50;68;0.7472527472527473;0.9714285714285714;139.94285714285715;2043;0;0
web / mobile;20240319;62;35;62;0.7469879518072289;1;164.8548387096774;1356;0;0
web / desktop;20240319;54;25;66;0.8048780487804879;1.2222222222222223;319.5740740740741;2154;0;0
web / desktop;20240318;51;22;52;0.7536231884057971;1.0196078431372548;147.98039215686273;1346;0;0
web / mobile;20240323;49;33;40;0.6349206349206349;0.8163265306122449;232.22448979591837;1319;0;0
web / mobile;20240324;48;34;40;0.7272727272727273;0.8333333333333334;192.41666666666666;918;0;0
web / mobile;20240320;45;35;43;0.7413793103448276;0.9555555555555556;269.6222222222222;1170;0;0
web / desktop;20240320;37;18;48;0.8571428571428571;1.2972972972972974;543.972972972973;3208;0;0
web / mobile;20240322;34;23;31;0.62;0.9117647058823529;128.35294117647058;556;0;0
web / desktop;20240322;33;18;36;0.8372093023255814;1.0909090909090908;223.87878787878788;1094;0;0
web / desktop;20240321;29;14;27;0.6923076923076923;0.9310344827586207;161.17241379310346;1088;0;0
web / mobile;20240321;24;15;28;0.7567567567567568;1.1666666666666667;620.5416666666666;1130;0;0
web / desktop;20240324;18;10;19;0.7916666666666666;1.0555555555555556;256.05555555555554;1191;0;0
web / desktop;20240323;11;5;17;0.8947368421052632;1.5454545454545454;195.54545454545453;244;0;0
web / tablet;20240319;2;1;2;1;1;250;91;0;0
web / tablet;20240323;1;1;1;1;1;20;5;0;0
