# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240212
# Data de termino: 20240218
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;20240215;68;51;16;56.88235294117647;0;0
Estatisticas Fluminense - Principal;20240217;68;54;21;20.029411764705884;0;0
Estatisticas Fluminense - Principal;20240214;59;51;20;34.186440677966104;0;0
Estatisticas Fluminense - Principal;20240216;56;42;15;19.482142857142858;0;0
Estatisticas Fluminense - Principal;20240218;47;39;17;35.234042553191486;0;0
Estatisticas Fluminense - Principal;20240212;31;25;5;54.61290322580645;0;0
Estatisticas Fluminense - Principal;20240213;31;24;3;24.677419354838708;0;0
Fluminense x Vasco-RJ;20240214;21;21;4;36.095238095238095;0;0
Jogador;20240217;20;18;1;16.75;0;0
Consultas Especiais;20240217;19;14;0;5.631578947368421;0;0
Jogador;20240218;19;15;0;89.15789473684211;0;0
Adversarios;20240216;18;14;0;86.38888888888889;0;0
Consultas Especiais;20240215;17;13;0;13.941176470588236;0;0
Jogador;20240215;17;12;0;110.3529411764706;0;0
Jogo;20240215;17;14;0;33.1764705882353;0;0
Adversarios;20240217;16;11;0;48.3125;0;0
Fluminense x Madureira-RJ;20240217;16;13;0;29.25;0;0
Jogo;20240213;16;6;0;116.625;0;0
Jogo;20240214;15;11;1;16.2;0;0
Jogador;20240216;14;12;0;57.42857142857143;0;0
Adversarios;20240213;13;8;0;35.15384615384615;0;0
Adversarios;20240215;13;13;0;20.307692307692307;0;0
Consultas Especiais;20240216;13;9;0;5.615384615384615;0;0
Arbitros;20240215;13;12;0;44.92307692307692;0;0
30 Adversarios que mais jogamos;20240216;12;11;9;19.5;0;0
Adversarios;20240214;12;10;0;60;0;0
Consultas Especiais;20240218;12;11;0;15.416666666666666;0;0
Jogo;20240212;12;8;0;36.833333333333336;0;0
Jogador;20240213;11;10;0;12.909090909090908;0;0
Consultas Especiais;20240214;10;10;0;4;0;0
Especiais Jogadores;20240217;10;9;0;37;0;0
Jogador;20240214;10;10;1;25.6;0;0
Adversarios;20240212;9;5;0;8.555555555555555;0;0
Andres Rojas;20240215;8;7;0;17;0;0
Consultas Especiais;20240212;8;8;0;6.5;0;0
Fluminense x Madureira-RJ;20240216;8;7;0;27.625;0;0
Jogador;20240212;8;7;0;51.5;0;0
Jogo;20240216;8;7;0;84.375;0;0
Jogo;20240217;8;7;0;28.625;0;0
Adversarios;20240218;7;6;0;59.285714285714285;0;0
Campeonatos;20240218;7;7;0;26.857142857142858;0;0
Especiais Jogadores;20240215;7;6;0;27.142857142857142;0;0
Especiais Jogadores;20240216;7;5;0;38.57142857142857;0;0
Jogo;20240218;7;6;0;41.714285714285715;0;0
Arbitros;20240216;7;3;0;286.85714285714283;0;0
Campeonatos;20240216;6;5;0;15.166666666666666;0;0
Consultas Especiais;20240213;6;6;0;4.833333333333333;0;0
Especiais Jogadores;20240218;6;5;0;72.33333333333333;0;0
Fluminense 0 X 0 Vasco;20240215;6;6;0;36.166666666666664;0;0
Fluminense x Vasco-RJ;20240215;6;6;0;26;0;0
Informacoes Gerais;20240215;6;6;0;14.5;0;0
Informacoes Gerais;20240218;6;6;0;13.666666666666666;0;0
Madureira 0 X 1 Fluminense;20240217;6;5;0;18;0;0
Rio Cricket 1 X 2 Fluminense;20240213;6;1;0;0.3333333333333333;0;0
Arbitros;20240214;6;5;0;16;0;0
Campeonatos;20240215;5;5;0;36.4;0;0
Especiais Adversarios;20240217;5;5;0;8;0;0
Especiais Jogadores;20240214;5;5;0;13.4;0;0
Fluminense x Flamengo-RJ;20240216;5;5;0;23.8;0;0
Fluminense x Vasco-RJ;20240212;5;4;0;30;0;0
German Cano 2024;20240214;5;4;2;23.2;0;0
Maiores Artilheiros;20240218;5;3;0;9.2;0;0
Bruno Mota Correa;20240214;4;3;0;6.25;0;0
Camisa;20240218;4;4;0;5;0;0
Campeonatos;20240213;4;4;0;12;0;0
Carioca 1995;20240216;4;3;3;8.5;0;0
