# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231002
# Data de termino: 20231008
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
State of Rio de Janeiro;20231005;52;38;86;85
State of Rio de Janeiro;20231006;42;35;72;71
State of Rio de Janeiro;20231008;29;27;55;54
State of Rio de Janeiro;20231003;28;16;43;42
State of Rio de Janeiro;20231007;27;23;51;47
State of Rio de Janeiro;20231002;23;19;43;42
State of Rio de Janeiro;20231004;18;27;47;43
State of Minas Gerais;20231005;8;12;19;19
Federal District;20231006;6;3;8;8
Federal District;20231005;4;4;8;8
State of Sao Paulo;20231002;4;10;15;14
State of Sao Paulo;20231006;4;7;10;10
State of Sao Paulo;20231008;4;6;10;9
Federal District;20231003;3;0;3;3
Federal District;20231004;3;3;6;5
State of Espirito Santo;20231002;3;2;5;5
State of Espirito Santo;20231004;3;4;7;7
State of Minas Gerais;20231006;3;3;6;6
State of Minas Gerais;20231008;3;3;5;5
State of Rio Grande do Sul;20231005;3;4;7;7
State of Rio Grande do Sul;20231006;3;2;4;4
State of Sao Paulo;20231003;3;11;14;14
State of Sao Paulo;20231005;3;14;20;19
State of Sao Paulo;20231007;3;3;9;8
State of Bahia;20231005;2;2;4;4
State of Ceara;20231003;2;1;2;2
State of Espirito Santo;20231005;2;3;4;4
State of Espirito Santo;20231007;2;3;5;5
State of Rio Grande do Sul;20231002;2;2;5;4
State of Rio Grande do Sul;20231003;2;1;3;3
State of Rio Grande do Sul;20231004;2;5;7;7
State of Sao Paulo;20231004;2;17;19;19
(not set);20231006;1;0;1;1
(not set);20231008;1;1;2;1
Bavaria;20231008;1;0;1;1
Federal District;20231002;1;3;5;4
Federal District;20231007;1;3;4;4
Federal District;20231008;1;0;2;1
Kyiv Oblast;20231003;1;1;1;1
Massachusetts;20231005;1;0;1;1
Massachusetts;20231006;1;0;1;1
Ontario;20231003;1;0;1;1
Porto District;20231004;1;0;1;1
Region of Murcia;20231006;1;0;1;1
Region of Murcia;20231008;1;0;1;1
State of Alagoas;20231005;1;0;1;1
State of Alagoas;20231007;1;0;1;1
State of Alagoas;20231008;1;0;1;1
State of Amazonas;20231005;1;0;1;1
State of Bahia;20231002;1;0;1;1
State of Bahia;20231003;1;1;2;2
State of Bahia;20231006;1;1;1;1
State of Bahia;20231008;1;1;2;2
State of Ceara;20231002;1;0;1;1
State of Ceara;20231004;1;5;6;6
State of Ceara;20231005;1;2;3;3
State of Ceara;20231006;1;2;4;4
State of Espirito Santo;20231003;1;3;3;3
State of Espirito Santo;20231008;1;4;5;5
State of Goias;20231003;1;0;1;1
State of Goias;20231004;1;2;3;3
State of Goias;20231005;1;0;2;2
State of Mato Grosso do Sul;20231007;1;0;1;1
