# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240129
# Data de termino: 20240204
Categoria da plataforma / dispositivo;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
web / mobile;20240201;78;59;64;0.6153846153846154;0.8205128205128205;104.35897435897436;1403;0;0
web / mobile;20240202;70;44;69;0.75;0.9857142857142858;128.74285714285713;1304;0;0
web / mobile;20240204;67;47;63;0.7;0.9402985074626866;138.91044776119404;1445;0;0
web / desktop;20240201;52;21;65;0.7831325301204819;1.25;250.75;1817;0;0
web / desktop;20240202;48;15;64;0.8311688311688312;1.3333333333333333;367.7083333333333;2573;0;0
web / mobile;20240203;46;28;45;0.7627118644067796;0.9782608695652174;122.6304347826087;955;0;0
web / mobile;20240131;42;28;37;0.6727272727272727;0.8809523809523809;110.83333333333333;713;0;0
web / desktop;20240130;41;20;47;0.8703703703703703;1.146341463414634;158.41463414634146;1173;0;0
web / mobile;20240130;41;30;34;0.6296296296296297;0.8292682926829268;264.9756097560976;1659;0;0
web / desktop;20240204;40;14;53;0.7681159420289855;1.325;242.95;1914;0;0
web / desktop;20240131;34;10;53;0.828125;1.5588235294117647;245.38235294117646;2068;0;0
web / desktop;20240203;29;9;39;0.8297872340425532;1.3448275862068966;278.7586206896552;1416;0;0
web / mobile;20240129;18;10;15;0.75;0.8333333333333334;95.83333333333333;342;0;0
web / desktop;20240129;11;6;9;0.75;0.8181818181818182;31.727272727272727;87;0;0
web / tablet;20240130;1;0;1;1;1;350;53;0;0
web / tablet;20240202;1;1;0;0;0;0;3;0;0
web / tablet;20240204;1;1;0;0;0;0;3;0;0
