# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240205
# Data de termino: 20240211
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;20240209;80;60;11;25.1;0;0
Estatisticas Fluminense - Principal;20240208;72;56;19;28.98611111111111;0;0
Estatisticas Fluminense - Principal;20240207;63;47;17;36.42857142857143;0;0
Estatisticas Fluminense - Principal;20240206;62;45;14;29.693548387096776;0;0
Estatisticas Fluminense - Principal;20240205;50;39;15;47.56;0;0
Estatisticas Fluminense - Principal;20240210;50;36;12;18.88;0;0
Estatisticas Fluminense - Principal;20240211;36;23;5;21.22222222222222;0;0
Jogador;20240209;34;31;0;16.794117647058822;0;0
Adversarios;20240209;29;21;0;31.482758620689655;0;0
Consultas Especiais;20240209;28;17;0;9.428571428571429;0;0
Jogador;20240206;27;22;0;25.85185185185185;0;0
Adversarios;20240208;26;20;1;22.307692307692307;0;0
Consultas Especiais;20240208;24;18;0;56.916666666666664;0;0
Jogo;20240207;23;14;0;83.21739130434783;0;0
Adversarios;20240206;22;18;0;14.363636363636363;0;0
Adversarios;20240210;21;15;0;47.57142857142857;0;0
Especiais Jogadores;20240209;20;13;0;17.85;0;0
Jogador;20240205;19;16;0;41.526315789473685;0;0
Jogador;20240207;19;15;0;29.842105263157894;0;0
Jogador;20240210;19;13;1;22.473684210526315;0;0
Adversarios;20240205;17;12;0;62.64705882352941;0;0
Consultas Especiais;20240207;17;14;0;5.294117647058823;0;0
Adversarios;20240207;16;13;0;29.3125;0;0
Jogador;20240208;15;15;0;37.733333333333334;0;0
Jogo;20240208;15;12;0;60.86666666666667;0;0
German Cano 2024;20240209;13;13;2;21;0;0
Jogo;20240209;13;13;0;42;0;0
Consultas Especiais;20240206;12;11;0;16.25;0;0
Consultas Especiais;20240210;12;8;0;8.416666666666666;0;0
Jogador;20240211;12;11;0;44.5;0;0
Jogo;20240206;12;10;0;31.333333333333332;0;0
Jogo;20240211;12;8;0;29.25;0;0
Adversarios;20240211;11;7;0;7.818181818181818;0;0
Especiais Jogadores;20240207;11;7;0;14.909090909090908;0;0
Jogo;20240210;11;7;0;21.727272727272727;0;0
Boavista 2 X 2 Fluminense;20240205;10;6;0;61.9;0;0
Especiais Jogadores;20240208;10;9;0;19.2;0;0
Estadios;20240208;10;9;0;7.2;0;0
Fluminense 1 X 0 Sampaio Correa RJ;20240209;10;9;0;36.6;0;0
Maracana;20240208;10;9;0;11.9;0;0
Especiais Jogadores;20240206;9;8;0;15.333333333333334;0;0
Artilheiros no(a) Maracana;20240209;8;6;0;28.375;0;0
Campeonatos;20240208;8;5;0;16.75;0;0
Consultas Especiais;20240211;8;7;0;5.5;0;0
Especiais Campeonatos;20240209;8;4;0;201.5;0;0
German Cano 2024;20240208;8;6;1;16.625;0;0
Informacoes Gerais;20240209;8;7;0;7.125;0;0
Jogo;20240205;8;6;0;25.125;0;0
Maior Artilheiro em Estadio;20240209;8;6;0;21.75;0;0
Arbitros;20240206;8;7;0;21.125;0;0
Bruno Mota Correa;20240207;7;4;0;5.428571428571429;0;0
Campeonatos;20240205;7;7;0;15.428571428571429;0;0
Especiais Jogadores;20240210;7;3;0;13.571428571428571;0;0
Fluminense x Flamengo-RJ;20240208;7;7;0;26.571428571428573;0;0
Fluminense x Sampaio Correa RJ-RJ;20240209;7;5;0;8.285714285714286;0;0
Fluminense x Vasco-RJ;20240209;7;7;0;19.857142857142858;0;0
Fluminense x Vasco-RJ;20240210;7;6;0;42.57142857142857;0;0
Maiores Artilheiros;20240209;7;6;0;18.714285714285715;0;0
Campeonatos;20240209;6;6;0;8.5;0;0
Consultas Especiais;20240205;6;4;0;4.5;0;0
Especiais Adversarios;20240208;6;5;0;12.833333333333334;0;0
Especiais Estadios;20240208;6;5;0;7.333333333333333;0;0
Fluminense 7 X 1 Juventude;20240206;6;5;4;11.5;0;0
Fluminense x Sampaio Correa-MA;20240207;6;5;0;7.833333333333333;0;0
Informacoes Gerais;20240206;6;6;0;5.333333333333333;0;0
Informacoes Gerais;20240208;6;6;0;7.5;0;0
Bruno Mota Correa;20240206;5;5;0;7.8;0;0
Campeonatos;20240206;5;3;0;7.8;0;0
Campeonatos;20240207;5;5;0;9.8;0;0
Douglas Costa 2024;20240209;5;5;0;9.6;0;0
Especiais Jogadores;20240211;5;4;0;43.4;0;0
Fluminense x Botafogo-RJ;20240210;5;5;0;23.4;0;0
Fluminense x Flamengo-RJ;20240205;5;5;0;47.4;0;0
Fluminense x LDU-Equador;20240206;5;4;0;25.4;0;0
German Cano 2024;20240205;5;5;0;27;0;0
Lista de Adversarios no Carioca;20240209;5;2;0;49;0;0
Lista de adversarios em Campeonato;20240209;5;2;0;11.8;0;0
Tecnico;20240209;5;5;0;8.4;0;0
Camisa;20240209;4;4;0;10.25;0;0
Campeonatos;20240210;4;4;0;5;0;0
Curiosidades e Titulos;20240207;4;4;0;15;0;0
Danielzinho 2024;20240209;4;3;0;15;0;0
Especiais Adversarios;20240209;4;4;0;13.5;0;0
Especiais Campeonatos;20240208;4;3;0;20;0;0
Especiais Estadios;20240209;4;4;0;10.25;0;0
Especiais Gerais;20240206;4;3;0;25.75;0;0
Especiais Jogos;20240209;4;4;0;9;0;0
Especiais Sequencias;20240208;4;2;0;20.5;0;0
Especiais Sequencias;20240209;4;3;0;19.25;0;0
Especiais Tecnico;20240208;4;3;0;12.75;0;0
Estadios;20240211;4;4;1;10.25;0;0
Fluminense 1 X 0 Botafogo;20240211;4;2;0;1.5;0;0
Fluminense 4 X 1 Bangu;20240207;4;3;0;2.25;0;0
Fluminense x Flamengo-RJ;20240206;4;4;0;37.25;0;0
Fluminense x Sampaio Correa-MA;20240206;4;4;0;24.75;0;0
Fluminense x Sampaio Correa-MA;20240208;4;4;0;34.75;0;0
Fluminense x Vasco-RJ;20240208;4;3;1;18;0;0
German Cano 2024;20240206;4;4;0;41.5;0;0
Renato Augusto 2024;20240209;4;4;0;18;0;0
Sequencias em Estadio como mandante;20240208;4;2;0;12.25;0;0
Todas as camisas;20240207;4;3;1;50;0;0
Tecnico;20240208;4;4;0;6;0;0
(not set);20240211;3;2;0;39.666666666666664;0;0
Boavista 2 X 2 Fluminense;20240206;3;3;0;19.666666666666668;0;0
Boavista 2 X 2 Fluminense;20240207;3;1;0;2.3333333333333335;0;0
Brasileiro 2023;20240208;3;2;0;25.666666666666668;0;0
Camisa;20240207;3;3;0;7.333333333333333;0;0
Compara Adversarios;20240208;3;2;0;11.333333333333334;0;0
Compara Estadios;20240208;3;2;0;15;0;0
Curiosidades e Titulos;20240205;3;3;0;103.66666666666667;0;0
Curiosidades e Titulos;20240209;3;3;0;36;0;0
Diogo 2001;20240206;3;3;1;19.333333333333332;0;0
Especiais Gerais;20240207;3;3;0;23;0;0
Especiais Gerais;20240208;3;3;0;22.333333333333332;0;0
Especiais Jogos;20240207;3;3;0;1.6666666666666667;0;0
Especiais Jogos;20240208;3;2;0;16.666666666666668;0;0
Especiais Tecnico;20240206;3;2;0;31;0;0
Especiais Tecnico;20240207;3;3;0;15;0;0
Especiais Tecnico;20240209;3;2;0;15.333333333333334;0;0
Estadios;20240206;3;3;0;10;0;0
Estadios;20240207;3;3;0;11;0;0
Fluminense 2 X 1 Portuguesa;20240211;3;1;0;0;0;0
Fluminense 3 X 0 Nova Iguacu;20240208;3;1;0;0;0;0
Fluminense x Americano RJ-RJ;20240209;3;3;0;35.666666666666664;0;0
Fluminense x Anapolina-GO;20240207;3;2;2;20;0;0
Fluminense x Boavista-RJ;20240205;3;3;0;32.333333333333336;0;0
Fluminense x Botafogo-RJ;20240209;3;3;0;14.666666666666666;0;0
Fluminense x Flamengo-RJ;20240211;3;2;0;13.666666666666666;0;0
Fluminense x LDU-Equador;20240209;3;2;0;73;0;0
Fluminense x LDU-Equador;20240210;3;2;0;5.666666666666667;0;0
Fluminense x Sao Raimundo-AM;20240205;3;3;3;19.666666666666668;0;0
Fluminense x Vasco-RJ;20240206;3;3;0;22;0;0
Fluminense x Vasco-RJ;20240211;3;3;0;37.666666666666664;0;0
Fred 2022;20240209;3;3;0;38.666666666666664;0;0
Graficos;20240208;3;3;0;14.333333333333334;0;0
Graficos;20240209;3;3;0;5.666666666666667;0;0
Graficos;20240210;3;1;0;69;0;0
Graficos;20240211;3;3;0;5;0;0
Informacoes Gerais;20240211;3;3;0;20.666666666666668;0;0
Jair Francisco 1962;20240207;3;2;0;17.666666666666668;0;0
Jogos em Estadio por ano;20240208;3;3;0;18;0;0
Jogos no(a) Maracana em 2023;20240208;3;3;0;16.333333333333332;0;0
Joao Santos 1990;20240210;3;1;0;0;0;0
Keno 2024;20240209;3;2;0;8;0;0
Maior Artilheiro em Campeonato;20240207;3;1;0;28.333333333333332;0;0
Maiores Artilheiros;20240206;3;3;0;57;0;0
Maiores Artilheiros;20240207;3;3;0;57;0;0
Maiores Artilheiros;20240210;3;1;0;8.666666666666666;0;0
Martinelli 2024;20240205;3;3;0;64.33333333333333;0;0
Martinelli 2024;20240206;3;3;0;14.333333333333334;0;0
Melhores Duplas;20240210;3;1;0;34.666666666666664;0;0
Nino 2023;20240210;3;1;0;11.333333333333334;0;0
PSV Eindhoven 1 X 1 Fluminense;20240206;3;2;2;12;0;0
Paulistano 1 X 2 Fluminense;20240210;3;1;0;0.6666666666666666;0;0
Penaltis em 2023;20240205;3;2;0;0.3333333333333333;0;0
Sequencias em Estadio como visitante;20240208;3;2;0;3.3333333333333335;0;0
Sao Paulo Athletic 0 X 3 Fluminense;20240210;3;2;0;6;0;0
Sao Paulo Athletic 0 X 3 Fluminense;20240211;3;1;0;0.3333333333333333;0;0
Thiago Santos 2024;20240208;3;3;1;30.333333333333332;0;0
Todos os Jogos contra Santos-SP;20240210;3;1;0;24;0;0
Tecnico;20240205;3;3;0;7;0;0
Tecnico;20240206;3;3;0;21;0;0
Tecnico;20240207;3;3;0;22;0;0
Vasco 4 X 2 Fluminense;20240210;3;3;0;9.666666666666666;0;0
Arbitros;20240207;3;3;0;10.666666666666666;0;0
Arbitros;20240209;3;3;0;10.666666666666666;0;0
(not set);20240206;2;2;0;73.5;0;0
(not set);20240207;2;2;0;4.5;0;0
15 de Abril;20240208;2;2;0;13.5;0;0
15 de Abril x Abelardo Conduru;20240208;2;1;0;68;0;0
3º lugar;20240211;2;1;0;0;0;0
Alceu Conerado;20240208;2;2;2;8.5;0;0
Americano 0 X 4 Fluminense;20240206;2;1;0;5.5;0;0
America 0 X 1 Fluminense;20240207;2;2;1;23.5;0;0
America 2 X 2 Fluminense;20240211;2;1;0;3;0;0
Andre 2024;20240211;2;1;0;0;0;0
Antonio Carlos 2024;20240209;2;2;0;24.5;0;0
Arena da Amazonia;20240209;2;1;0;14.5;0;0
Artilheiros Estrangeiros;20240209;2;2;0;8.5;0;0
Artilheiros Estrangeiros;20240211;2;1;0;0;0;0
Artilheiros mais velhos;20240207;2;2;0;35;0;0
Artilheiros no(a) Carioca;20240207;2;1;0;20;0;0
Artilheiros no(a) Copa do Brasil;20240207;2;1;0;5.5;0;0
Artilheiros no(a) Libertadores da America;20240207;2;1;0;5;0;0
Artilheiros no(a) Maracana;20240207;2;1;0;10.5;0;0
Assistencias em Ano;20240211;2;1;0;13.5;0;0
Audax 0 X 1 Fluminense;20240210;2;1;0;0;0;0
Batatais 1957;20240207;2;1;0;0;0;0
Boavista 0 X 3 Fluminense;20240206;2;1;0;2.5;0;0
Boavista 2 X 2 Fluminense;20240208;2;2;0;2.5;0;0
Bonsucesso 0 X 4 Fluminense;20240211;2;1;0;1;0;0
Botafogo 1 X 1 Fluminense;20240209;2;2;0;2.5;0;0
Botafogo 1 X 1 Fluminense;20240211;2;1;0;1;0;0
Botafogo SP 1 X 1 Fluminense;20240207;2;2;2;7;0;0
Brasileiro 2023;20240206;2;1;0;1;0;0
Brasileiro 2023;20240210;2;2;0;2;0;0
Brasileiro Serie B 1998;20240206;2;2;1;36;0;0
Brasileiro Serie B 1998;20240209;2;2;0;30;0;0
Bruno Mota Correa;20240210;2;1;0;0;0;0
CRB 2 X 2 Fluminense;20240209;2;2;0;12;0;0
Cabofriense 1 X 1 Fluminense;20240206;2;2;0;2.5;0;0
