# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240115
# Data de termino: 20240121
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;20240121;128;111;68;6.3046875;0;0
Estatisticas Fluminense - Principal;20240118;87;71;34;7.528735632183908;0;0
Estatisticas Fluminense - Principal;20240120;83;67;32;5.819277108433735;0;0
Estatisticas Fluminense - Principal;20240119;68;51;15;5.382352941176471;0;0
Estatisticas Fluminense - Principal;20240117;58;47;14;4.706896551724138;0;0
Estatisticas Fluminense - Principal;20240116;52;45;9;5.115384615384615;0;0
Jogador;20240121;42;32;0;37.023809523809526;0;0
Estatisticas Fluminense - Principal;20240115;38;30;8;6.7368421052631575;0;0
Adversarios;20240121;31;28;2;52.54838709677419;0;0
Jogador;20240118;29;22;0;39.41379310344828;0;0
Jogador;20240120;28;23;0;42.464285714285715;0;0
Adversarios;20240118;22;20;0;43.5;0;0
Estadios;20240121;22;21;0;18.5;0;0
Consultas Especiais;20240121;21;19;0;9.19047619047619;0;0
Consultas Especiais;20240119;20;17;1;6.35;0;0
Consultas Especiais;20240120;20;14;0;4.9;0;0
Consultas Especiais;20240118;19;16;0;5.7368421052631575;0;0
Fluminense x Portuguesa-RJ;20240121;18;14;0;27.833333333333332;0;0
Jogador;20240119;18;15;1;31.166666666666668;0;0
Jogo;20240119;18;18;1;22.5;0;0
Jogo;20240120;18;14;1;17.22222222222222;0;0
Consultas Especiais;20240115;17;11;0;6.529411764705882;0;0
Jogador;20240116;17;14;0;86.58823529411765;0;0
Jogo;20240118;17;16;0;51.94117647058823;0;0
Consultas Especiais;20240117;16;14;0;6.4375;0;0
Jogador;20240117;16;12;0;17.3125;0;0
Campeonatos;20240121;15;12;0;31.2;0;0
Jogo;20240121;15;12;1;48.13333333333333;0;0
Moca Bonita;20240121;15;13;0;31.2;0;0
Adversarios;20240116;14;12;0;142.64285714285714;0;0
Adversarios;20240117;14;13;0;104.21428571428571;0;0
Camisa;20240121;14;14;4;13.857142857142858;0;0
Informacoes Gerais;20240121;12;12;1;21.583333333333332;0;0
Campeonatos;20240117;11;11;0;19.90909090909091;0;0
Consultas Especiais;20240116;11;11;0;7;0;0
Curiosidades e Titulos;20240121;11;11;0;58.36363636363637;0;0
Informacoes Gerais;20240118;11;10;0;17.727272727272727;0;0
Informacoes Gerais;20240119;11;11;0;24.454545454545453;0;0
Jogador;20240115;11;9;0;92;0;0
Volta Redonda 1 X 1 Fluminense;20240119;11;11;0;62.45454545454545;0;0
Adversarios;20240119;10;9;0;13.6;0;0
Adversarios;20240120;10;9;0;27.7;0;0
Campeonatos;20240119;10;10;0;21.3;0;0
Campeonatos;20240120;10;8;0;30.3;0;0
Especiais Gerais;20240119;10;9;0;13.7;0;0
Jogo;20240116;10;9;0;13;0;0
Camisa;20240120;9;9;1;10.777777777777779;0;0
Especiais Jogadores;20240119;9;9;0;33.888888888888886;0;0
Fluminense x Volta Redonda-RJ;20240118;9;8;0;61.333333333333336;0;0
Arbitros;20240121;9;9;1;17.22222222222222;0;0
Especiais Jogadores;20240117;8;7;0;37.25;0;0
