# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240422
# Data de termino: 20240428
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;2024042518;16;16;7;11.625;0;0
Estatisticas Fluminense - Principal;2024042815;13;13;6;24.384615384615383;0;0
Estatisticas Fluminense - Principal;2024042516;12;12;6;19.833333333333332;0;0
Estatisticas Fluminense - Principal;2024042517;11;11;5;10;0;0
Estatisticas Fluminense - Principal;2024042515;10;10;2;13.6;0;0
Estatisticas Fluminense - Principal;2024042519;10;10;3;6.2;0;0
Fluminense x San Lorenzo-Argentina;2024042519;10;10;9;10.8;0;0
Estatisticas Fluminense - Principal;2024042212;9;9;1;9.666666666666666;0;0
Estatisticas Fluminense - Principal;2024042610;9;8;1;8.88888888888889;0;0
Estatisticas Fluminense - Principal;2024042802;9;9;7;49;0;0
Estadios;2024042802;9;9;0;16.444444444444443;0;0
Estatisticas Fluminense - Principal;2024042801;8;8;4;12;0;0
Estatisticas Fluminense - Principal;2024042813;8;7;3;13.75;0;0
Fluminense x San Lorenzo-Argentina;2024042520;8;8;8;3.75;0;0
Estatisticas Fluminense - Principal;2024042209;7;7;3;20.285714285714285;0;0
Estatisticas Fluminense - Principal;2024042311;7;7;3;24.571428571428573;0;0
Estatisticas Fluminense - Principal;2024042409;7;7;5;13.571428571428571;0;0
Estatisticas Fluminense - Principal;2024042520;7;7;5;10.714285714285714;0;0
Estatisticas Fluminense - Principal;2024042613;7;5;1;36.285714285714285;0;0
Estatisticas Fluminense - Principal;2024042811;7;7;4;28.571428571428573;0;0
Estatisticas Fluminense - Principal;2024042814;7;7;3;20.428571428571427;0;0
Estatisticas Fluminense - Principal;2024042219;6;6;1;11.166666666666666;0;0
Estatisticas Fluminense - Principal;2024042220;6;5;1;3.6666666666666665;0;0
Estatisticas Fluminense - Principal;2024042415;6;6;0;21.833333333333332;0;0
Estatisticas Fluminense - Principal;2024042420;6;6;0;11.333333333333334;0;0
Estatisticas Fluminense - Principal;2024042510;6;6;5;40.833333333333336;0;0
Estatisticas Fluminense - Principal;2024042521;6;6;3;22.666666666666668;0;0
Estatisticas Fluminense - Principal;2024042522;6;6;1;17;0;0
Estatisticas Fluminense - Principal;2024042615;6;6;2;85.83333333333333;0;0
Estatisticas Fluminense - Principal;2024042723;6;6;0;20.166666666666668;0;0
Estatisticas Fluminense - Principal;2024042800;6;6;1;37;0;0
Estatisticas Fluminense - Principal;2024042808;6;6;3;25.833333333333332;0;0
Estatisticas Fluminense - Principal;2024042809;6;6;6;80.33333333333333;0;0
Estatisticas Fluminense - Principal;2024042812;6;6;4;37.166666666666664;0;0
Estatisticas Fluminense - Principal;2024042817;6;6;4;32.333333333333336;0;0
Adversarios;2024042516;5;5;0;43.4;0;0
Adversarios;2024042610;5;4;0;39.8;0;0
Estatisticas Fluminense - Principal;2024042213;5;5;3;16;0;0
Estatisticas Fluminense - Principal;2024042215;5;4;0;4.4;0;0
Estatisticas Fluminense - Principal;2024042221;5;5;1;4.4;0;0
Estatisticas Fluminense - Principal;2024042310;5;5;0;10.6;0;0
Estatisticas Fluminense - Principal;2024042410;5;5;0;13.4;0;0
Estatisticas Fluminense - Principal;2024042421;5;5;1;13.6;0;0
Estatisticas Fluminense - Principal;2024042500;5;5;0;5.4;0;0
Estatisticas Fluminense - Principal;2024042502;5;5;4;14;0;0
Estatisticas Fluminense - Principal;2024042507;5;5;4;21.6;0;0
Estatisticas Fluminense - Principal;2024042513;5;5;4;14;0;0
Estatisticas Fluminense - Principal;2024042514;5;5;3;12.8;0;0
Estatisticas Fluminense - Principal;2024042614;5;5;0;104.8;0;0
Estatisticas Fluminense - Principal;2024042616;5;5;0;9.4;0;0
Estatisticas Fluminense - Principal;2024042617;5;4;1;1.8;0;0
Estatisticas Fluminense - Principal;2024042618;5;5;2;27.6;0;0
Estatisticas Fluminense - Principal;2024042621;5;5;0;45.2;0;0
Estatisticas Fluminense - Principal;2024042810;5;5;3;46;0;0
Graficos;2024042802;5;5;0;37.4;0;0
Jogador;2024042212;5;4;0;8;0;0
Jogador;2024042518;5;5;0;22.2;0;0
Curiosidades e Titulos;2024042802;4;4;0;75.5;0;0
Estatisticas Fluminense - Principal;2024042211;4;4;1;17;0;0
Estatisticas Fluminense - Principal;2024042214;4;4;1;5.75;0;0
Estatisticas Fluminense - Principal;2024042313;4;4;0;7.25;0;0
Estatisticas Fluminense - Principal;2024042314;4;4;0;5.25;0;0
Estatisticas Fluminense - Principal;2024042315;4;3;0;2;0;0
Estatisticas Fluminense - Principal;2024042316;4;4;0;12.25;0;0
Estatisticas Fluminense - Principal;2024042319;4;3;1;31.25;0;0
Estatisticas Fluminense - Principal;2024042418;4;4;3;19.5;0;0
Estatisticas Fluminense - Principal;2024042419;4;4;2;13.5;0;0
Estatisticas Fluminense - Principal;2024042508;4;4;1;41.25;0;0
Estatisticas Fluminense - Principal;2024042509;4;4;3;16;0;0
Estatisticas Fluminense - Principal;2024042511;4;4;3;5.75;0;0
Estatisticas Fluminense - Principal;2024042609;4;4;1;6.5;0;0
Estatisticas Fluminense - Principal;2024042612;4;4;1;7;0;0
Estatisticas Fluminense - Principal;2024042620;4;4;0;15.25;0;0
Estatisticas Fluminense - Principal;2024042710;4;4;1;108.5;0;0
Estatisticas Fluminense - Principal;2024042718;4;4;1;60;0;0
Estatisticas Fluminense - Principal;2024042803;4;4;3;44.25;0;0
Estatisticas Fluminense - Principal;2024042820;4;4;1;22.25;0;0
Fluminense x Cerro Portenho-Paraguai;2024042517;4;3;0;5.25;0;0
Fluminense x Cerro Portenho-Paraguai;2024042518;4;3;0;26;0;0
Jogador;2024042209;4;3;0;35.75;0;0
Jogador;2024042216;4;4;0;35;0;0
Jogador;2024042315;4;3;0;9.5;0;0
Jogador;2024042420;4;4;0;34.25;0;0
Jogador;2024042711;4;4;0;198.75;0;0
Jogador;2024042818;4;4;2;20;0;0
Adversarios;2024042319;3;2;1;34.666666666666664;0;0
Adversarios;2024042518;3;3;0;13.333333333333334;0;0
Adversarios;2024042611;3;3;0;87.33333333333333;0;0
Arena Corinthians;2024042808;3;3;0;30.666666666666668;0;0
Brunel 1975;2024042515;3;3;3;33;0;0
Campeonatos;2024042615;3;3;0;19;0;0
Especiais Estadios;2024042802;3;3;0;22.666666666666668;0;0
Especiais Jogadores;2024042216;3;3;0;10.666666666666666;0;0
Estatisticas Fluminense - Principal;2024042200;3;3;1;2.6666666666666665;0;0
Estatisticas Fluminense - Principal;2024042210;3;3;1;0.6666666666666666;0;0
Estatisticas Fluminense - Principal;2024042216;3;3;1;11.666666666666666;0;0
Estatisticas Fluminense - Principal;2024042217;3;2;2;10.333333333333334;0;0
Estatisticas Fluminense - Principal;2024042218;3;2;1;3.3333333333333335;0;0
Estatisticas Fluminense - Principal;2024042308;3;3;0;19.666666666666668;0;0
Estatisticas Fluminense - Principal;2024042309;3;3;1;19;0;0
Estatisticas Fluminense - Principal;2024042312;3;3;0;4;0;0
Estatisticas Fluminense - Principal;2024042318;3;3;3;11;0;0
Estatisticas Fluminense - Principal;2024042408;3;3;1;13;0;0
Estatisticas Fluminense - Principal;2024042412;3;3;1;4.333333333333333;0;0
Estatisticas Fluminense - Principal;2024042414;3;3;0;6.333333333333333;0;0
Estatisticas Fluminense - Principal;2024042512;3;3;3;41.666666666666664;0;0
Estatisticas Fluminense - Principal;2024042605;3;3;0;7;0;0
Estatisticas Fluminense - Principal;2024042611;3;3;0;42.666666666666664;0;0
Estatisticas Fluminense - Principal;2024042700;3;3;0;107.66666666666667;0;0
Estatisticas Fluminense - Principal;2024042708;3;2;1;4.333333333333333;0;0
Estatisticas Fluminense - Principal;2024042709;3;3;1;8;0;0
Estatisticas Fluminense - Principal;2024042712;3;3;0;27;0;0
Estatisticas Fluminense - Principal;2024042715;3;3;1;30.333333333333332;0;0
Estatisticas Fluminense - Principal;2024042720;3;3;1;14;0;0
Estatisticas Fluminense - Principal;2024042722;3;3;1;10.666666666666666;0;0
Estatisticas Fluminense - Principal;2024042806;3;3;2;9.666666666666666;0;0
Estatisticas Fluminense - Principal;2024042816;3;3;3;39;0;0
Estatisticas Fluminense - Principal;2024042822;3;3;2;11.666666666666666;0;0
Estadios;2024042312;3;3;0;24.666666666666668;0;0
Fluminense x Cerro Portenho-Paraguai;2024042421;3;3;0;25.333333333333332;0;0
Fluminense x Cerro Portenho-Paraguai;2024042519;3;3;0;63.333333333333336;0;0
Fluminense x Corinthians-SP;2024042618;3;3;0;43;0;0
Fluminense x Corinthians-SP;2024042801;3;3;0;23.333333333333332;0;0
German Cano 2024;2024042816;3;3;3;18.666666666666668;0;0
Graficos;2024042801;3;3;0;21.666666666666668;0;0
Graficos de Estadios;2024042802;3;3;0;37.666666666666664;0;0
Informacoes Gerais;2024042818;3;3;0;47.333333333333336;0;0
Jogador;2024042220;3;3;1;7;0;0
Jogador;2024042407;3;3;0;24.333333333333332;0;0
Jogador;2024042408;3;3;0;9.666666666666666;0;0
