# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240520
# Data de termino: 20240526
Categoria da plataforma / dispositivo;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Eventos principais;Receita total
web / mobile;20240522;77;54;62;0.6966292134831461;0.8051948051948052;110.27272727272727;1245;0;0
web / mobile;20240523;63;48;54;0.6923076923076923;0.8571428571428571;89.71428571428571;1005;0;0
web / mobile;20240524;61;47;56;0.7272727272727273;0.9180327868852459;98.90163934426229;1123;0;0
web / mobile;20240526;59;41;10;0.11904761904761904;0.1694915254237288;113.98305084745763;1019;0;0
web / desktop;20240523;56;24;69;0.8214285714285714;1.2321428571428572;374.23214285714283;4284;0;0
web / mobile;20240521;54;40;45;0.6081081081081081;0.8333333333333334;74.11111111111111;636;0;0
web / desktop;20240522;51;21;80;0.7920792079207921;1.5686274509803921;381.2352941176471;3718;0;0
web / mobile;20240520;49;42;46;0.7931034482758621;0.9387755102040817;80.55102040816327;593;0;0
web / desktop;20240521;47;16;59;0.8805970149253731;1.2553191489361701;342.51063829787233;2194;0;0
web / mobile;20240525;44;27;40;0.7017543859649122;0.9090909090909091;83.93181818181819;626;0;0
web / desktop;20240520;42;22;52;0.7878787878787878;1.2380952380952381;689.3333333333334;2488;0;0
web / desktop;20240524;38;17;54;0.8307692307692308;1.4210526315789473;481.05263157894734;3506;0;0
web / desktop;20240526;33;15;5;0.09090909090909091;0.15151515151515152;479.6969696969697;2166;0;0
web / desktop;20240525;27;6;34;0.7727272727272727;1.2592592592592593;688.925925925926;1867;0;0
web / tablet;20240526;1;0;0;0;0;70;9;0;0
