# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240422
# Data de termino: 20240428
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;20240425;124;103;63;16.572580645161292;0;0
Estatisticas Fluminense - Principal;20240428;107;94;62;33.401869158878505;0;0
Estatisticas Fluminense - Principal;20240422;76;59;20;11.328947368421053;0;0
Estatisticas Fluminense - Principal;20240426;68;49;13;31.191176470588236;0;0
Estatisticas Fluminense - Principal;20240424;59;48;18;16.508474576271187;0;0
Estatisticas Fluminense - Principal;20240427;54;45;15;34.592592592592595;0;0
Estatisticas Fluminense - Principal;20240423;53;41;11;14.679245283018869;0;0
Fluminense x Cerro Portenho-Paraguai;20240425;32;24;0;37.21875;0;0
Jogador;20240422;32;24;1;21.28125;0;0
Jogador;20240424;27;20;0;73.5925925925926;0;0
Jogador;20240423;26;18;1;22.73076923076923;0;0
Jogador;20240425;25;18;1;22.16;0;0
Estadios;20240428;24;24;0;26.75;0;0
Fluminense x San Lorenzo-Argentina;20240425;24;24;23;7.916666666666667;0;0
Adversarios;20240425;23;20;0;34.17391304347826;0;0
Jogador;20240427;22;16;1;73.54545454545455;0;0
Jogador;20240428;22;21;4;21.363636363636363;0;0
Graficos;20240428;19;19;0;33.8421052631579;0;0
Jogador;20240426;19;14;1;38.526315789473685;0;0
Especiais Estadios;20240428;18;18;0;15.777777777777779;0;0
Jogo;20240422;18;12;0;39.833333333333336;0;0
Jogo;20240426;17;12;0;25.58823529411765;0;0
Adversarios;20240428;16;15;0;19.8125;0;0
Jogo;20240427;16;12;0;77;0;0
Jogo;20240428;16;13;0;48.5;0;0
Adversarios;20240426;15;14;0;54.4;0;0
Geolocalizacao dos Estadios;20240428;15;14;1;10.866666666666667;0;0
Informacoes Gerais;20240428;14;13;0;27;0;0
Adversarios;20240423;13;10;1;17.153846153846153;0;0
Especiais Jogadores;20240422;13;10;0;18.923076923076923;0;0
Jogo;20240424;13;9;0;183.46153846153845;0;0
Jogo;20240425;13;12;0;28.153846153846153;0;0
Esteban Ostojich;20240425;12;8;0;37.083333333333336;0;0
Fluminense x Cerro Portenho-Paraguai;20240424;12;11;0;48.25;0;0
Jogo;20240423;12;8;0;119.58333333333333;0;0
Adversarios;20240422;11;10;0;19.545454545454547;0;0
Adversarios;20240427;11;10;0;21.181818181818183;0;0
Fluminense x Corinthians-SP;20240428;11;10;0;21.09090909090909;0;0
Campeonatos;20240426;10;8;0;19.2;0;0
Curiosidades e Titulos;20240428;10;10;0;41.5;0;0
Fluminense x Corinthians-SP;20240426;10;8;0;29.6;0;0
