# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240513
# Data de termino: 20240519
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total
Adversarios;2024051919;3;3;0;15.333333333333334;0;0
Anderson Daronco;2024051322;3;3;0;47.666666666666664;0;0
Brasileirao Rodada a Rodada;2024051819;3;2;0;14.666666666666666;0;0
Brasileirao pontos por ano;2024051819;3;2;0;2.3333333333333335;0;0
Especiais Adversarios;2024051621;3;3;0;54.666666666666664;0;0
Estatisticas Fluminense - Principal;2024051312;3;3;1;18.333333333333332;0;0
Estatisticas Fluminense - Principal;2024051323;3;3;1;8;0;0
Estatisticas Fluminense - Principal;2024051413;3;3;0;8;0;0
Estatisticas Fluminense - Principal;2024051416;3;3;0;7.333333333333333;0;0
Estatisticas Fluminense - Principal;2024051420;3;3;1;46.666666666666664;0;0
Estatisticas Fluminense - Principal;2024051423;3;3;1;10.333333333333334;0;0
Estatisticas Fluminense - Principal;2024051508;3;3;0;4;0;0
Estatisticas Fluminense - Principal;2024051509;3;3;0;6.333333333333333;0;0
Estatisticas Fluminense - Principal;2024051523;3;2;0;3.3333333333333335;0;0
Estatisticas Fluminense - Principal;2024051608;3;3;2;52.666666666666664;0;0
Estatisticas Fluminense - Principal;2024051707;3;3;0;5.333333333333333;0;0
Estatisticas Fluminense - Principal;2024051708;3;3;1;47.333333333333336;0;0
Estatisticas Fluminense - Principal;2024051713;3;3;0;6;0;0
Estatisticas Fluminense - Principal;2024051714;3;3;0;4.666666666666667;0;0
Estatisticas Fluminense - Principal;2024051715;3;3;2;22;0;0
Estatisticas Fluminense - Principal;2024051718;3;3;1;4;0;0
Estatisticas Fluminense - Principal;2024051723;3;3;1;5;0;0
Estatisticas Fluminense - Principal;2024051810;3;3;2;14.333333333333334;0;0
Estatisticas Fluminense - Principal;2024051812;3;3;0;19.666666666666668;0;0
Estatisticas Fluminense - Principal;2024051814;3;2;0;1;0;0
Estatisticas Fluminense - Principal;2024051819;3;3;1;15;0;0
Estatisticas Fluminense - Principal;2024051820;3;3;0;7.666666666666667;0;0
Estatisticas Fluminense - Principal;2024051912;3;3;0;4.666666666666667;0;0
Estatisticas Fluminense - Principal;2024051913;3;3;1;12;0;0
Estatisticas Fluminense - Principal;2024051914;3;3;1;8.333333333333334;0;0
Estatisticas Fluminense - Principal;2024051918;3;3;1;8.333333333333334;0;0
Estatisticas Fluminense - Principal;2024051920;3;3;2;11.333333333333334;0;0
Estatisticas Fluminense - Principal;2024051923;3;3;0;7.333333333333333;0;0
Fluminense 2 X 1 Cerro Portenho;2024051621;3;3;0;39.333333333333336;0;0
Fluminense 2 X 3 ABC;2024051521;3;3;3;69.33333333333333;0;0
Fluminense x Cerro Portenho-Paraguai;2024051613;3;3;0;62;0;0
Fluminense x Cerro Portenho-Paraguai;2024051617;3;3;0;12;0;0
Fluminense x Cerro Portenho-Paraguai;2024051622;3;3;0;20.666666666666668;0;0
Fluminense x Sao Paulo-SP;2024051310;3;3;0;36.333333333333336;0;0
Fluminense x Sao Paulo-SP;2024051319;3;3;0;25;0;0
Informacoes Gerais;2024051409;3;3;0;27.666666666666668;0;0
Jogador;2024051317;3;3;0;16.333333333333332;0;0
Jogador;2024051319;3;3;0;15.666666666666666;0;0
Jogador;2024051322;3;3;1;8.333333333333334;0;0
Jogador;2024051413;3;3;0;80.66666666666667;0;0
Jogador;2024051414;3;3;0;12.333333333333334;0;0
Jogador;2024051416;3;3;0;13.333333333333334;0;0
Jogador;2024051510;3;3;0;22;0;0
Jogador;2024051514;3;3;0;21.666666666666668;0;0
Jogador;2024051515;3;3;0;57.666666666666664;0;0
Jogador;2024051520;3;3;0;12.666666666666666;0;0
Jogador;2024051616;3;3;0;9.333333333333334;0;0
Jogador;2024051620;3;3;0;36.333333333333336;0;0
Jogador;2024051622;3;3;0;4.333333333333333;0;0
Jogador;2024051712;3;3;0;29.666666666666668;0;0
Jogador;2024051719;3;3;0;36.666666666666664;0;0
Jogador;2024051720;3;3;0;9.333333333333334;0;0
Jogador;2024051818;3;3;0;54.666666666666664;0;0
Jogador;2024051913;3;3;0;45.666666666666664;0;0
Jogador;2024051918;3;3;2;5;0;0
Jogador;2024051923;3;2;0;11;0;0
Jogo;2024051410;3;3;0;16.333333333333332;0;0
Jogo;2024051421;3;3;0;58.666666666666664;0;0
Jogo;2024051514;3;3;0;23.666666666666668;0;0
Jogo;2024051516;3;3;0;120.66666666666667;0;0
Jogo;2024051517;3;3;1;46.333333333333336;0;0
Jogo;2024051617;3;3;0;51.333333333333336;0;0
Jogo;2024051911;3;3;0;45.666666666666664;0;0
Lista de Adversario do mesmo estado;2024051621;3;3;0;33.333333333333336;0;0
Parraro 1980;2024051621;3;3;3;54;0;0
Tec - Fernando Diniz;2024051623;3;2;0;8;0;0
(not set);2024051813;2;2;0;10;0;0
30 Adversarios que mais jogamos;2024051621;2;2;0;29;0;0
40 Maiores idolos;2024051503;2;2;0;37;0;0
40 Maiores idolos;2024051917;2;2;1;31;0;0
Adversarios;2024051316;2;2;0;31;0;0
Adversarios;2024051400;2;2;0;10.5;0;0
Adversarios;2024051416;2;2;0;85.5;0;0
Adversarios;2024051421;2;2;0;2.5;0;0
Adversarios;2024051513;2;2;0;17.5;0;0
Adversarios;2024051514;2;2;0;155;0;0
Adversarios;2024051515;2;2;0;13.5;0;0
Adversarios;2024051521;2;2;0;22;0;0
Adversarios;2024051609;2;2;0;10.5;0;0
Adversarios;2024051616;2;2;0;19.5;0;0
Adversarios;2024051617;2;2;0;47.5;0;0
Adversarios;2024051618;2;2;0;11;0;0
Adversarios;2024051709;2;2;0;20.5;0;0
Adversarios;2024051711;2;2;0;8;0;0
Adversarios;2024051800;2;2;1;42.5;0;0
Adversarios;2024051915;2;2;0;34;0;0
Anderson Daronco;2024051319;2;2;0;88.5;0;0
Anderson Daronco;2024051320;2;2;0;0;0;0
Artilheiros dos Seculos;2024051420;2;1;0;0;0;0
Artilheiros no(a) Libertadores da America;2024051800;2;2;0;25;0;0
Arturzinho 1979;2024051317;2;1;0;12.5;0;0
Atletico MG 2 X 0 Fluminense;2024051516;2;2;0;24.5;0;0
Bonsucesso 1 X 4 Fluminense;2024051922;2;1;0;4.5;0;0
Campeonatos;2024051416;2;2;0;3.5;0;0
Campeonatos;2024051421;2;2;0;18.5;0;0
Campeonatos;2024051518;2;2;0;85.5;0;0
Campeonatos;2024051519;2;2;0;77.5;0;0
Campeonatos;2024051614;2;2;0;13;0;0
Campeonatos;2024051616;2;2;0;40;0;0
Campeonatos;2024051617;2;2;0;9.5;0;0
Campeonatos;2024051622;2;2;0;35.5;0;0
Campeonatos;2024051623;2;2;0;6.5;0;0
Campeonatos;2024051709;2;2;0;24;0;0
Campeonatos;2024051711;2;2;0;4;0;0
Campeonatos;2024051810;2;2;0;6;0;0
Cartoes Vermelhos contra Flamengo;2024051711;2;2;0;20;0;0
Cartoes por Adversario;2024051711;2;2;0;81;0;0
Colo Colo 0 X 1 Fluminense;2024051316;2;2;0;11.5;0;0
Consulta Dias da Semana;2024051317;2;2;0;2.5;0;0
Contusoes em 2024;2024051611;2;2;0;82;0;0
Contusoes por Ano;2024051611;2;2;0;4;0;0
Coritiba 1 X 0 Fluminense;2024051918;2;2;0;2.5;0;0
Curiosidades e Titulos;2024051421;2;2;0;15.5;0;0
Curiosidades e Titulos;2024051916;2;2;0;141.5;0;0
Cesar 2003;2024051912;2;2;1;26.5;0;0
Especiais Adversarios;2024051316;2;2;0;14.5;0;0
Especiais Adversarios;2024051400;2;2;0;32.5;0;0
Especiais Adversarios;2024051520;2;2;0;16;0;0
Especiais Adversarios;2024051622;2;2;0;10.5;0;0
Especiais Adversarios;2024051711;2;2;0;18.5;0;0
Especiais Adversarios;2024051723;2;2;0;9;0;0
Especiais Adversarios;2024051808;2;2;0;4.5;0;0
Especiais Brasileirao;2024051716;2;2;0;20;0;0
Especiais Jogadores;2024051314;2;2;0;20;0;0
Especiais Jogadores;2024051317;2;2;0;3;0;0
Especiais Jogadores;2024051318;2;2;0;33;0;0
Especiais Jogadores;2024051321;2;2;0;4;0;0
Especiais Jogadores;2024051414;2;2;0;6.5;0;0
Especiais Jogadores;2024051416;2;2;0;4.5;0;0
Especiais Jogadores;2024051516;2;2;0;13.5;0;0
Especiais Jogadores;2024051613;2;2;0;91;0;0
Especiais Jogadores;2024051621;2;2;0;10.5;0;0
Especiais Jogadores;2024051712;2;2;0;25;0;0
Especiais Jogadores;2024051719;2;2;0;20.5;0;0
Especiais Jogadores;2024051800;2;2;0;25.5;0;0
Especiais Jogadores;2024051813;2;2;0;7;0;0
Especiais Jogadores;2024051821;2;2;0;42.5;0;0
Especiais Jogos;2024051317;2;2;0;5;0;0
Especiais Jogos;2024051416;2;2;0;39.5;0;0
Estatisticas Fluminense - Principal;2024051300;2;2;0;6.5;0;0
Estatisticas Fluminense - Principal;2024051302;2;2;2;27.5;0;0
Estatisticas Fluminense - Principal;2024051308;2;2;1;37;0;0
Estatisticas Fluminense - Principal;2024051403;2;2;1;5;0;0
Estatisticas Fluminense - Principal;2024051405;2;2;0;8.5;0;0
Estatisticas Fluminense - Principal;2024051407;2;2;1;8;0;0
Estatisticas Fluminense - Principal;2024051411;2;2;1;3;0;0
Estatisticas Fluminense - Principal;2024051418;2;2;0;1.5;0;0
Estatisticas Fluminense - Principal;2024051503;2;2;1;23;0;0
Estatisticas Fluminense - Principal;2024051504;2;2;1;43.5;0;0
Estatisticas Fluminense - Principal;2024051512;2;2;0;69.5;0;0
Estatisticas Fluminense - Principal;2024051519;2;2;0;15.5;0;0
Estatisticas Fluminense - Principal;2024051522;2;2;0;17;0;0
Estatisticas Fluminense - Principal;2024051602;2;2;0;24;0;0
Estatisticas Fluminense - Principal;2024051604;2;2;1;4;0;0
Estatisticas Fluminense - Principal;2024051702;2;2;1;38.5;0;0
Estatisticas Fluminense - Principal;2024051706;2;2;0;6.5;0;0
Estatisticas Fluminense - Principal;2024051719;2;2;1;29;0;0
Estatisticas Fluminense - Principal;2024051802;2;2;2;2;0;0
Estatisticas Fluminense - Principal;2024051809;2;2;0;2.5;0;0
Estatisticas Fluminense - Principal;2024051811;2;2;2;7;0;0
Estatisticas Fluminense - Principal;2024051815;2;1;0;1;0;0
Estatisticas Fluminense - Principal;2024051821;2;2;0;9.5;0;0
Estatisticas Fluminense - Principal;2024051823;2;2;0;53.5;0;0
Estatisticas Fluminense - Principal;2024051902;2;2;0;57.5;0;0
Estatisticas Fluminense - Principal;2024051909;2;2;0;13.5;0;0
Estatisticas Fluminense - Principal;2024051917;2;2;0;52;0;0
Estatisticas Fluminense - Principal;2024051919;2;2;0;5.5;0;0
Estadios;2024051414;2;2;0;40;0;0
Estadios;2024051423;2;2;0;5.5;0;0
Estadios;2024051614;2;2;0;4;0;0
Fluminense 1 X 0 Botafogo;2024051918;2;2;0;4.5;0;0
Fluminense 1 X 1 Flamengo;2024051617;2;2;0;130;0;0
Fluminense 1 X 2 Vasco;2024051519;2;2;0;11.5;0;0
Fluminense 1 X 4 Chapecoense;2024051918;2;2;0;18;0;0
Fluminense 2 X 1 Athletico PR;2024051918;2;2;0;9.5;0;0
Fluminense 2 X 1 Cerro Portenho;2024051719;2;2;0;35.5;0;0
Fluminense 2 X 2 Atletico MG;2024051609;2;2;0;36;0;0
Fluminense 4 X 2 Criciuma;2024051918;2;2;0;6;0;0
Fluminense x Arsenal-Inglaterra;2024051416;2;2;0;5;0;0
Fluminense x Bayern de Munique-Alemanha;2024051416;2;2;0;22;0;0
Fluminense x CSA-AL;2024051513;2;2;0;58;0;0
Fluminense x Cerro Portenho-Paraguai;2024051612;2;2;0;28;0;0
Fluminense x Cerro Portenho-Paraguai;2024051616;2;2;0;4.5;0;0
Fluminense x Cerro Portenho-Paraguai;2024051621;2;2;0;10.5;0;0
Fluminense x Cerro Portenho-Paraguai;2024051623;2;2;0;44.5;0;0
Fluminense x Cerro Portenho-Paraguai;2024051707;2;2;0;30.5;0;0
Fluminense x Cerro Portenho-Paraguai;2024051710;2;2;0;16.5;0;0
Fluminense x Chapecoense-SC;2024051918;2;2;0;9.5;0;0
Fluminense x San Lorenzo-Argentina;2024051618;2;2;2;3;0;0
Fluminense x San Lorenzo-Argentina;2024051619;2;2;2;2.5;0;0
Fluminense x San Lorenzo-Argentina;2024051620;2;2;2;7;0;0
Fluminense x San Lorenzo-Argentina;2024051622;2;2;2;24.5;0;0
Fluminense x Sao Paulo-SP;2024051315;2;2;0;46.5;0;0
Fluminense x Sao Paulo-SP;2024051321;2;2;0;0;0;0
German Cano 2024;2024051320;2;2;2;10.5;0;0
German Cano 2024;2024051621;2;1;1;21;0;0
German Cano 2024;2024051708;2;2;1;13;0;0
German Cano em 2024;2024051901;2;1;0;13;0;0
Goias 0 X 2 Fluminense;2024051918;2;2;0;11.5;0;0
Graficos;2024051414;2;2;0;7;0;0
Guga 2024;2024051620;2;1;0;0;0;0
Informacoes Gerais;2024051322;2;2;0;9.5;0;0
Informacoes Gerais;2024051421;2;2;0;10;0;0
Informacoes Gerais;2024051621;2;2;0;9;0;0
Internacional 1 X 0 Fluminense;2024051519;2;2;0;5;0;0
Jair Francisco 1962;2024051719;2;2;0;22.5;0;0
Jogador;2024051307;2;2;0;15.5;0;0
Jogador;2024051309;2;2;0;23.5;0;0
Jogador;2024051312;2;1;0;8.5;0;0
Jogador;2024051313;2;2;0;3.5;0;0
Jogador;2024051318;2;2;0;23.5;0;0
Jogador;2024051320;2;2;0;32.5;0;0
Jogador;2024051410;2;2;0;97.5;0;0
Jogador;2024051420;2;2;0;82;0;0
Jogador;2024051508;2;2;0;16.5;0;0
Jogador;2024051516;2;2;0;14;0;0
Jogador;2024051523;2;2;0;12.5;0;0
Jogador;2024051609;2;2;0;168.5;0;0
Jogador;2024051610;2;1;0;10;0;0
Jogador;2024051611;2;2;0;11;0;0
Jogador;2024051612;2;1;0;31.5;0;0
Jogador;2024051613;2;2;0;24.5;0;0
Jogador;2024051614;2;1;0;9;0;0
Jogador;2024051615;2;2;0;32;0;0
Jogador;2024051619;2;2;0;28.5;0;0
Jogador;2024051701;2;2;0;0;0;0
Jogador;2024051709;2;2;0;34.5;0;0
Jogador;2024051711;2;2;0;35.5;0;0
Jogador;2024051714;2;2;0;74;0;0
Jogador;2024051717;2;2;0;16;0;0
Jogador;2024051718;2;2;0;3;0;0
Jogador;2024051800;2;2;0;0.5;0;0
Jogador;2024051817;2;1;0;3.5;0;0
Jogador;2024051819;2;2;0;55;0;0
Jogador;2024051820;2;2;0;22;0;0
Jogador;2024051909;2;2;0;17.5;0;0
Jogador;2024051910;2;1;0;8;0;0
Jogo;2024051308;2;2;0;81;0;0
Jogo;2024051313;2;2;0;14;0;0
Jogo;2024051316;2;2;0;78;0;0
Jogo;2024051322;2;2;0;42;0;0
Jogo;2024051405;2;2;0;10;0;0
Jogo;2024051413;2;2;0;33.5;0;0
Jogo;2024051416;2;2;0;22.5;0;0
Jogo;2024051419;2;2;0;65.5;0;0
Jogo;2024051504;2;2;0;53;0;0
Jogo;2024051609;2;2;0;58.5;0;0
Jogo;2024051610;2;1;0;45.5;0;0
Jogo;2024051615;2;2;0;91.5;0;0
Jogo;2024051616;2;2;0;164;0;0
Jogo;2024051705;2;2;0;76.5;0;0
Jogo;2024051811;2;2;0;8;0;0
Jogo;2024051812;2;2;0;40;0;0
Jogo;2024051813;2;2;0;58;0;0
Jogo;2024051815;2;2;1;89;0;0
Jogo;2024051823;2;2;0;30.5;0;0
Jogo;2024051902;2;2;0;194;0;0
Jogo;2024051912;2;2;0;128.5;0;0
Jogo;2024051914;2;2;0;89.5;0;0
Jogo;2024051922;2;2;0;9.5;0;0
Jogo;2024051923;2;2;0;295;0;0
Kaua Elias 2024;2024051320;2;2;0;44.5;0;0
Keno 2024;2024051313;2;2;0;7;0;0
Leo Fernandez 2023;2024051508;2;2;0;13;0;0
Libertadores da America;2024051709;2;2;0;40;0;0
Libertadores da America;2024051711;2;2;0;33.5;0;0
Libertadores da America;2024051810;2;2;0;22;0;0
Maiores Artilheiros;2024051414;2;2;0;35;0;0
Mais jogos no elenco atual;2024051800;2;2;0;41.5;0;0
Maracana;2024051614;2;2;0;51;0;0
Marcelo 2024;2024051613;2;1;0;0;0;0
Marcelo 2024;2024051714;2;2;0;25;0;0
Martinelli 2024;2024051623;2;2;0;35;0;0
Mascotes;2024051421;2;2;1;16.5;0;0
Mascotes;2024051721;2;2;1;15.5;0;0
Michel Araujo 2023;2024051519;2;1;0;0;0;0
Morumbi;2024051315;2;2;0;16;0;0
Passagem de Tecnico;2024051322;2;2;0;32;0;0
Paulo Henrique Ganso 2024;2024051720;2;2;0;48.5;0;0
Penalties contra o Fluminense;2024051621;2;2;0;8.5;0;0
Pontos rodada a rodada em 2022;2024051819;2;1;0;44.5;0;0
Pontos rodada a rodada em 2023;2024051819;2;2;0;2.5;0;0
Ranking de Campanhas;2024051716;2;2;0;190.5;0;0
Rivelino 1978;2024051712;2;1;0;0;0;0
Santos 0 X 1 Fluminense;2024051918;2;2;0;4.5;0;0
Segunda Feira;2024051317;2;2;0;27.5;0;0
Selecao Argelia 1 X 1 Fluminense;2024051610;2;1;0;0;0;0
Suspensoes por Ano;2024051414;2;1;0;3;0;0
Sao Paulo 2 X 1 Fluminense;2024051409;2;2;0;22;0;0
Tec - Fernando Diniz;2024051320;2;2;0;30;0;0
Tec - Fernando Diniz;2024051321;2;2;0;0;0;0
Tec - Fernando Diniz;2024051621;2;2;0;28;0;0
Tec - Marcao;2024051322;2;2;0;76.5;0;0
Tecnico;2024051320;2;2;0;6.5;0;0
Vinicius 2001;2024051801;2;1;0;0;0;0
Vitoria nos 2 turnos;2024051911;2;1;0;0;0;0
Vitoria nos 2 turnos;2024051915;2;1;0;0;0;0
Waldo 1961;2024051713;2;1;1;39.5;0;0
Arbitros;2024051307;2;2;1;13;0;0
Arbitros;2024051319;2;2;0;6.5;0;0
Arbitros;2024051320;2;2;0;15;0;0
Arbitros;2024051414;2;2;0;14;0;0
Arbitros;2024051420;2;2;0;55;0;0
Arbitros;2024051517;2;2;0;3.5;0;0
Arbitros;2024051600;2;2;0;4.5;0;0
(not set);2024051302;1;1;0;2;0;0
(not set);2024051314;1;1;0;0;0;0
(not set);2024051318;1;1;0;5;0;0
(not set);2024051503;1;1;0;5;0;0
(not set);2024051518;1;1;0;7;0;0
(not set);2024051523;1;1;0;41;0;0
(not set);2024051600;1;1;0;35;0;0
(not set);2024051714;1;1;0;26;0;0
(not set);2024051715;1;1;0;4;0;0
(not set);2024051721;1;1;0;12;0;0
(not set);2024051817;1;1;0;0;0;0
(not set);2024051818;1;1;0;3;0;0
(not set);2024051918;1;1;0;6;0;0
(not set);2024051919;1;1;0;12;0;0
1001 Turismo;2024051916;1;1;0;3;0;0
12º Jogador;2024051503;1;1;0;4;0;0
12º Jogador;2024051709;1;1;0;16;0;0
12º Jogador em 1996;2024051523;1;1;0;4;0;0
12º Jogador em 2007;2024051523;1;1;0;5;0;0
12º Jogador em 2012;2024051523;1;1;0;11;0;0
12º Jogador em 2017;2024051523;1;1;0;5;0;0
12º Jogador em 2018;2024051523;1;1;0;27;0;0
12º Jogador em 2019;2024051523;1;1;0;4;0;0
12º Jogador em 2020;2024051523;1;1;0;4;0;0
12º Jogador em 2021;2024051523;1;1;0;17;0;0
12º Jogador em 2022;2024051523;1;1;0;13;0;0
12º Jogador em 2023;2024051523;1;1;0;21;0;0
12º Jogador em 2024;2024051503;1;1;0;10;0;0
12º Jogador em 2024;2024051523;1;1;0;13;0;0
12º Jogador em 2024;2024051917;1;1;0;0;0;0
12º Jogador em 2024;2024051918;1;1;0;0;0;0
12º Jogador em Ano;2024051503;1;1;0;5;0;0
12º Jogador em Ano;2024051523;1;1;0;40;0;0
12º Jogador em Ano;2024051917;1;1;0;4;0;0
13º lugar;2024051714;1;1;0;1;0;0
20 Maiores Artilheiros Anuais;2024051314;1;1;0;14;0;0
20º lugar;2024051310;1;1;0;25;0;0
20º lugar;2024051714;1;1;0;5;0;0
30 Adversarios que mais jogamos;2024051313;1;1;0;17;0;0
30 Adversarios que mais jogamos;2024051316;1;1;0;44;0;0
30 Adversarios que mais jogamos;2024051421;1;1;0;5;0;0
30 Adversarios que mais jogamos;2024051423;1;1;0;31;0;0
30 Adversarios que mais jogamos;2024051615;1;1;0;345;0;0
30 Adversarios que mais jogamos;2024051616;1;1;0;18;0;0
30 Adversarios que mais jogamos;2024051709;1;1;0;8;0;0
30 Adversarios que mais jogamos;2024051710;1;1;0;1;0;0
30 Adversarios que mais jogamos;2024051721;1;1;0;9;0;0
30 Adversarios que mais jogamos;2024051801;1;1;0;85;0;0
30 Estadios onde mais jogamos;2024051423;1;1;0;45;0;0
30 Arbitros que mais apitaram;2024051600;1;1;0;14;0;0
30 Arbitros que mais apitaram;2024051616;1;1;0;235;0;0
30 Arbitros que mais apitaram;2024051709;1;1;0;57;0;0
40 Maiores idolos;2024051322;1;1;0;104;0;0
40 Maiores idolos;2024051614;1;1;0;402;0;0
40 Maiores idolos;2024051623;1;1;0;190;0;0
40 Maiores idolos;2024051800;1;1;0;12;0;0
40 Maiores idolos;2024051921;1;1;0;250;0;0
