# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240109
# Data de termino: 20240114
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Fluminense 1 X 0 Bayern de Munique;2024010916;8;8;8;150.625;0;0
Estatisticas Fluminense - Principal;2024011114;7;7;2;2.5714285714285716;0;0
Estatisticas Fluminense - Principal;2024011120;7;7;2;3.142857142857143;0;0
Estatisticas Fluminense - Principal;2024010912;6;6;1;4.5;0;0
Estatisticas Fluminense - Principal;2024011011;6;6;1;16.333333333333332;0;0
Estatisticas Fluminense - Principal;2024011015;6;6;4;15.666666666666666;0;0
Estatisticas Fluminense - Principal;2024011115;6;6;2;3;0;0
Estatisticas Fluminense - Principal;2024011215;6;6;2;5.333333333333333;0;0
Estatisticas Fluminense - Principal;2024011312;6;6;0;10;0;0
Estatisticas Fluminense - Principal;2024011313;6;5;1;11.666666666666666;0;0
Estatisticas Fluminense - Principal;2024011410;6;6;1;3.5;0;0
Fluminense 1 X 0 Bayern de Munique;2024010910;6;6;4;40.5;0;0
Estatisticas Fluminense - Principal;2024010918;5;5;0;4;0;0
Estatisticas Fluminense - Principal;2024011018;5;5;1;2.2;0;0
Estatisticas Fluminense - Principal;2024011110;5;4;1;6.2;0;0
Estatisticas Fluminense - Principal;2024011111;5;5;3;2.8;0;0
Estatisticas Fluminense - Principal;2024011119;5;4;2;3.8;0;0
Estatisticas Fluminense - Principal;2024011219;5;5;0;2.8;0;0
Estatisticas Fluminense - Principal;2024011319;5;5;2;3.2;0;0
Estatisticas Fluminense - Principal;2024011322;5;5;1;5;0;0
Estatisticas Fluminense - Principal;2024011408;5;5;1;7.6;0;0
Fluminense 1 X 0 Bayern de Munique;2024010907;5;5;3;46;0;0
Fluminense 1 X 0 Bayern de Munique;2024010909;5;5;4;23.8;0;0
Jogador;2024011120;5;5;0;44.8;0;0
Estatisticas Fluminense - Principal;2024010909;4;4;1;4.5;0;0
Estatisticas Fluminense - Principal;2024010916;4;4;2;10.5;0;0
Estatisticas Fluminense - Principal;2024011014;4;4;0;2.25;0;0
Estatisticas Fluminense - Principal;2024011019;4;4;0;1.75;0;0
Estatisticas Fluminense - Principal;2024011107;4;4;0;6.75;0;0
Estatisticas Fluminense - Principal;2024011123;4;4;1;0.25;0;0
Estatisticas Fluminense - Principal;2024011210;4;4;2;7.5;0;0
Estatisticas Fluminense - Principal;2024011311;4;3;2;2.5;0;0
Estatisticas Fluminense - Principal;2024011315;4;4;2;2.25;0;0
Estatisticas Fluminense - Principal;2024011318;4;3;1;2.25;0;0
Estatisticas Fluminense - Principal;2024011321;4;4;0;1.5;0;0
Estatisticas Fluminense - Principal;2024011416;4;4;0;44.75;0;0
Estatisticas Fluminense - Principal;2024011420;4;4;1;5.25;0;0
Fluminense 1 X 0 Bayern de Munique;2024010900;4;3;3;25.75;0;0
Fluminense 1 X 0 Bayern de Munique;2024010919;4;4;4;18.75;0;0
Jogador;2024010918;4;4;0;11.75;0;0
Jogador;2024011013;4;4;0;38.75;0;0
Jogador;2024011111;4;4;0;97.5;0;0
Jogador;2024011112;4;4;0;22.25;0;0
Jogador;2024011115;4;4;0;23.5;0;0
Jogador;2024011220;4;4;0;24;0;0
Jogador;2024011314;4;4;0;28.75;0;0
Jogador;2024011410;4;4;0;14;0;0
Jogador;2024011412;4;4;0;49.75;0;0
Jogo;2024011220;4;4;0;43.75;0;0
Adversarios;2024010909;3;3;0;8.666666666666666;0;0
Adversarios;2024011111;3;3;0;23.666666666666668;0;0
Adversarios;2024011123;3;3;0;16.666666666666668;0;0
Adversarios;2024011312;3;3;0;15;0;0
Estatisticas Fluminense - Principal;2024010911;3;3;1;2.6666666666666665;0;0
Estatisticas Fluminense - Principal;2024010913;3;3;0;3;0;0
Estatisticas Fluminense - Principal;2024010914;3;3;0;3.3333333333333335;0;0
Estatisticas Fluminense - Principal;2024010920;3;3;1;22.666666666666668;0;0
Estatisticas Fluminense - Principal;2024010922;3;3;0;34.333333333333336;0;0
Estatisticas Fluminense - Principal;2024011010;3;3;1;1;0;0
Estatisticas Fluminense - Principal;2024011021;3;3;2;4;0;0
Estatisticas Fluminense - Principal;2024011108;3;3;0;4;0;0
Estatisticas Fluminense - Principal;2024011109;3;3;0;1.3333333333333333;0;0
Estatisticas Fluminense - Principal;2024011112;3;3;1;1.3333333333333333;0;0
Estatisticas Fluminense - Principal;2024011113;3;3;2;1.3333333333333333;0;0
Estatisticas Fluminense - Principal;2024011116;3;3;1;1.3333333333333333;0;0
Estatisticas Fluminense - Principal;2024011216;3;3;0;5.333333333333333;0;0
Estatisticas Fluminense - Principal;2024011218;3;3;0;1.3333333333333333;0;0
Estatisticas Fluminense - Principal;2024011220;3;3;0;4;0;0
Estatisticas Fluminense - Principal;2024011222;3;3;1;9;0;0
Estatisticas Fluminense - Principal;2024011308;3;3;0;2.3333333333333335;0;0
Estatisticas Fluminense - Principal;2024011310;3;3;1;1.6666666666666667;0;0
Estatisticas Fluminense - Principal;2024011314;3;3;0;4.666666666666667;0;0
Estatisticas Fluminense - Principal;2024011323;3;3;0;4.666666666666667;0;0
Estatisticas Fluminense - Principal;2024011412;3;3;0;4.333333333333333;0;0
Estatisticas Fluminense - Principal;2024011413;3;3;1;5;0;0
Estatisticas Fluminense - Principal;2024011417;3;3;1;4.666666666666667;0;0
Estatisticas Fluminense - Principal;2024011418;3;3;0;21;0;0
Fluminense 1 X 0 Bayern de Munique;2024010902;3;3;3;20;0;0
Fluminense 1 X 0 Bayern de Munique;2024010913;3;3;3;18.666666666666668;0;0
Fluminense 1 X 0 Bayern de Munique;2024010920;3;3;3;10.333333333333334;0;0
Fluminense 2 X 1 Sao Cristovao;2024011118;3;2;0;11.333333333333334;0;0
Jogador;2024010912;3;3;0;14.666666666666666;0;0
Jogador;2024010916;3;3;0;18.333333333333332;0;0
Jogador;2024011011;3;3;0;28;0;0
Jogador;2024011012;3;3;0;4;0;0
Jogador;2024011119;3;3;0;8.666666666666666;0;0
Jogador;2024011213;3;3;0;11;0;0
Jogador;2024011313;3;3;0;184;0;0
Jogador;2024011315;3;3;0;94;0;0
Jogador;2024011418;3;3;0;60;0;0
Jogo;2024011014;3;3;0;113.66666666666667;0;0
Jogo;2024011110;3;3;0;13.666666666666666;0;0
Jogo;2024011114;3;3;0;73.33333333333333;0;0
Jogo;2024011120;3;3;0;27.333333333333332;0;0
Jogo;2024011215;3;3;0;81.66666666666667;0;0
Adversarios;2024010920;2;2;0;14.5;0;0
Adversarios;2024010923;2;2;0;46;0;0
Adversarios;2024011107;2;2;0;14.5;0;0
Adversarios;2024011110;2;2;0;15;0;0
Adversarios;2024011115;2;2;0;29.5;0;0
Adversarios;2024011219;2;2;0;6.5;0;0
Adversarios;2024011313;2;1;0;19.5;0;0
Adversarios;2024011322;2;2;0;102;0;0
Boca Juniors 1 X 2 Fluminense;2024011310;2;2;0;3;0;0
Botafogo 2 X 2 Fluminense;2024011107;2;2;0;2;0;0
Calazans 1964;2024011410;2;1;0;0;0;0
Camisa;2024011418;2;2;0;1.5;0;0
Camisa;2024011420;2;2;0;1.5;0;0
Campeonatos;2024011210;2;2;0;50;0;0
Campeonatos;2024011312;2;2;0;10.5;0;0
Campeonatos;2024011322;2;2;0;24.5;0;0
Campeonatos;2024011420;2;2;0;9.5;0;0
Carioca 1995;2024011322;2;2;2;22;0;0
Carioca 2018;2024011210;2;2;0;32.5;0;0
Carioca 2018;2024011220;2;1;0;0;0;0
Consultas Especiais;2024010914;2;2;0;1;0;0
Consultas Especiais;2024010915;2;1;0;3.5;0;0
Consultas Especiais;2024010916;2;2;0;3.5;0;0
Consultas Especiais;2024010920;2;2;0;13;0;0
Consultas Especiais;2024011011;2;2;0;3;0;0
Consultas Especiais;2024011015;2;2;0;3;0;0
Consultas Especiais;2024011100;2;2;0;2;0;0
Consultas Especiais;2024011110;2;2;0;3;0;0
Consultas Especiais;2024011111;2;2;0;4.5;0;0
Consultas Especiais;2024011120;2;2;0;23;0;0
Consultas Especiais;2024011213;2;2;0;4;0;0
Consultas Especiais;2024011218;2;2;0;1;0;0
Consultas Especiais;2024011222;2;2;0;6.5;0;0
Consultas Especiais;2024011322;2;2;0;1;0;0
Consultas Especiais;2024011416;2;2;0;2.5;0;0
Consultas Especiais;2024011417;2;2;0;17.5;0;0
Consultas Especiais;2024011418;2;2;0;5.5;0;0
Consultas Especiais;2024011420;2;2;0;2.5;0;0
Curiosidades e Titulos;2024011114;2;1;0;1;0;0
Danielzinho 2023;2024011121;2;2;0;7;0;0
Danielzinho 2023;2024011213;2;1;0;20;0;0
Diogo 2001;2024011221;2;2;0;49.5;0;0
Edinho 1989;2024011408;2;1;0;10;0;0
Especiais Jogadores;2024010916;2;2;0;15;0;0
Especiais Jogadores;2024010920;2;2;0;39;0;0
Especiais Jogadores;2024011213;2;2;0;58;0;0
Especiais Jogadores;2024011420;2;2;0;9.5;0;0
Estatisticas Fluminense - Principal;2024010900;2;2;2;0;0;0
Estatisticas Fluminense - Principal;2024010904;2;2;1;2.5;0;0
Estatisticas Fluminense - Principal;2024010908;2;2;0;15.5;0;0
Estatisticas Fluminense - Principal;2024010910;2;2;1;3.5;0;0
Estatisticas Fluminense - Principal;2024010915;2;1;0;1;0;0
Estatisticas Fluminense - Principal;2024010923;2;2;0;1.5;0;0
Estatisticas Fluminense - Principal;2024011007;2;2;0;2;0;0
Estatisticas Fluminense - Principal;2024011008;2;2;0;2;0;0
Estatisticas Fluminense - Principal;2024011009;2;2;0;2.5;0;0
Estatisticas Fluminense - Principal;2024011012;2;2;0;1.5;0;0
Estatisticas Fluminense - Principal;2024011013;2;2;0;2.5;0;0
Estatisticas Fluminense - Principal;2024011016;2;2;0;3.5;0;0
Estatisticas Fluminense - Principal;2024011017;2;2;1;9;0;0
Estatisticas Fluminense - Principal;2024011020;2;2;0;1;0;0
Estatisticas Fluminense - Principal;2024011023;2;2;0;5.5;0;0
Estatisticas Fluminense - Principal;2024011100;2;2;0;6.5;0;0
