# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240624
# Data de termino: 20240630
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Estatisticas Fluminense - Principal;2024062412;29;28;25;26.20689655172414;0;0;0
Estatisticas Fluminense - Principal;2024062414;25;25;11;17.2;0;0;0
Estatisticas Fluminense - Principal;2024062413;19;18;6;17.210526315789473;0;0;0
Estatisticas Fluminense - Principal;2024062411;17;17;13;12.352941176470589;0;0;0
Estatisticas Fluminense - Principal;2024062415;15;15;8;7.133333333333334;0;0;0
Estatisticas Fluminense - Principal;2024062416;13;12;5;10.23076923076923;0;0;0
Tecnico;2024062414;13;13;0;21;0;0;0
Estatisticas Fluminense - Principal;2024062418;11;10;5;18.09090909090909;0;0;0
Estatisticas Fluminense - Principal;2024062715;11;10;4;38.63636363636363;0;0;0
Estatisticas Fluminense - Principal;2024062514;9;8;2;10.666666666666666;0;0;0
Estatisticas Fluminense - Principal;2024062714;9;8;3;12.333333333333334;0;0;0
Tec - Fernando Diniz;2024062414;9;9;0;30.77777777777778;0;0;0
Estatisticas Fluminense - Principal;2024062417;8;8;4;31.875;0;0;0
Estatisticas Fluminense - Principal;2024062513;8;8;3;13.875;0;0;0
Estatisticas Fluminense - Principal;2024062518;8;8;2;8.875;0;0;0
Estatisticas Fluminense - Principal;2024062721;8;8;4;25.875;0;0;0
Estatisticas Fluminense - Principal;2024063016;8;7;3;23.625;0;0;0
Estatisticas Fluminense - Principal;2024063017;8;8;3;12.25;0;0;0
Estatisticas Fluminense - Principal;2024062510;7;7;3;28.142857142857142;0;0;0
Estatisticas Fluminense - Principal;2024062710;7;7;2;7.571428571428571;0;0;0
Estatisticas Fluminense - Principal;2024062711;7;7;3;10.428571428571429;0;0;0
Estatisticas Fluminense - Principal;2024062713;7;7;4;25.857142857142858;0;0;0
Estatisticas Fluminense - Principal;2024062716;7;6;3;27.714285714285715;0;0;0
Estatisticas Fluminense - Principal;2024062718;7;7;3;7.571428571428571;0;0;0
Passagem de Tecnico;2024062414;7;7;0;9.428571428571429;0;0;0
Especiais Tecnico;2024062414;6;6;0;12.333333333333334;0;0;0
Estatisticas Fluminense - Principal;2024062421;6;6;3;45.5;0;0;0
Estatisticas Fluminense - Principal;2024062422;6;6;1;5.333333333333333;0;0;0
Estatisticas Fluminense - Principal;2024062521;6;6;3;24.666666666666668;0;0;0
Estatisticas Fluminense - Principal;2024062810;6;6;3;10.166666666666666;0;0;0
Estatisticas Fluminense - Principal;2024062813;6;6;2;26.5;0;0;0
Estatisticas Fluminense - Principal;2024062920;6;5;2;5.5;0;0;0
Tecnico;2024062415;6;6;0;12;0;0;0
Estatisticas Fluminense - Principal;2024062408;5;5;4;9.4;0;0;0
Estatisticas Fluminense - Principal;2024062515;5;5;2;6;0;0;0
Estatisticas Fluminense - Principal;2024062516;5;5;1;13.8;0;0;0
Estatisticas Fluminense - Principal;2024062702;5;5;1;12.8;0;0;0
Estatisticas Fluminense - Principal;2024062814;5;5;2;14;0;0;0
Estatisticas Fluminense - Principal;2024062815;5;3;0;8;0;0;0
Estatisticas Fluminense - Principal;2024062816;5;5;1;15.4;0;0;0
Estatisticas Fluminense - Principal;2024062914;5;5;0;16.4;0;0;0
Estatisticas Fluminense - Principal;2024062915;5;5;0;8.8;0;0;0
Estatisticas Fluminense - Principal;2024063013;5;5;2;11;0;0;0
Estatisticas Fluminense - Principal;2024063015;5;5;2;11.2;0;0;0
Estatisticas Fluminense - Principal;2024063018;5;5;0;18.8;0;0;0
Passagem de Tecnico;2024062415;5;5;0;10;0;0;0
Tec - Marcao;2024062414;5;5;0;30.4;0;0;0
Tec - Marcao;2024062418;5;4;0;27;0;0;0
Tecnico;2024062416;5;5;0;9.4;0;0;0
Brasileiro Serie B 1998;2024062408;4;4;4;0;0;0;0
Estatisticas Fluminense - Principal;2024062420;4;4;1;19.5;0;0;0
Estatisticas Fluminense - Principal;2024062517;4;4;2;19;0;0;0
Estatisticas Fluminense - Principal;2024062519;4;4;0;3.25;0;0;0
Estatisticas Fluminense - Principal;2024062609;4;4;1;26.25;0;0;0
Estatisticas Fluminense - Principal;2024062618;4;2;1;0;0;0;0
Estatisticas Fluminense - Principal;2024062709;4;4;1;50.5;0;0;0
Estatisticas Fluminense - Principal;2024062712;4;4;2;19.5;0;0;0
Estatisticas Fluminense - Principal;2024062717;4;4;1;8;0;0;0
Estatisticas Fluminense - Principal;2024062719;4;4;3;12.75;0;0;0
Estatisticas Fluminense - Principal;2024062720;4;4;1;107;0;0;0
Estatisticas Fluminense - Principal;2024062811;4;4;1;7.5;0;0;0
Estatisticas Fluminense - Principal;2024062820;4;4;0;27.25;0;0;0
Estatisticas Fluminense - Principal;2024062900;4;4;0;11;0;0;0
Estatisticas Fluminense - Principal;2024062922;4;4;2;2;0;0;0
Estatisticas Fluminense - Principal;2024063022;4;4;3;10.75;0;0;0
Jogador;2024062422;4;4;0;20;0;0;0
Tec - Marcao;2024062416;4;4;0;72.75;0;0;0
Adversarios;2024062711;3;3;0;12;0;0;0
Adversarios;2024062713;3;3;0;13.666666666666666;0;0;0
Campeonatos;2024062412;3;3;0;8.666666666666666;0;0;0
Estatisticas Fluminense - Principal;2024062410;3;3;2;32;0;0;0
Estatisticas Fluminense - Principal;2024062419;3;3;1;58.666666666666664;0;0;0
Estatisticas Fluminense - Principal;2024062423;3;3;2;12.666666666666666;0;0;0
Estatisticas Fluminense - Principal;2024062508;3;1;1;2.3333333333333335;0;0;0
Estatisticas Fluminense - Principal;2024062511;3;3;1;14;0;0;0
Estatisticas Fluminense - Principal;2024062522;3;3;1;33;0;0;0
Estatisticas Fluminense - Principal;2024062610;3;3;2;3;0;0;0
Estatisticas Fluminense - Principal;2024062611;3;3;0;15.666666666666666;0;0;0
Estatisticas Fluminense - Principal;2024062613;3;2;2;3.6666666666666665;0;0;0
