# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240311
# Data de termino: 20240317
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;20240311;50;34;15;12.36;0;0
Estatisticas Fluminense - Principal;20240313;43;38;12;19.046511627906977;0;0
Estatisticas Fluminense - Principal;20240314;43;34;9;17.976744186046513;0;0
Estatisticas Fluminense - Principal;20240315;40;35;8;14.975;0;0
Estatisticas Fluminense - Principal;20240316;39;33;16;36.48717948717949;0;0
Estatisticas Fluminense - Principal;20240317;38;32;13;19.36842105263158;0;0
Estatisticas Fluminense - Principal;20240312;32;27;6;32.375;0;0
Jogador;20240311;17;14;0;52.470588235294116;0;0
Jogo;20240311;15;9;0;52.6;0;0
Jogo;20240312;15;12;0;21.2;0;0
Jogo;20240313;15;10;0;31.466666666666665;0;0
Jogo;20240316;15;12;1;23.8;0;0
Jogador;20240315;14;12;0;31.285714285714285;0;0
Jogo;20240314;12;9;0;27.5;0;0
Adversarios;20240314;11;10;1;33.09090909090909;0;0
Jogador;20240312;11;10;1;65.72727272727273;0;0
Jogador;20240313;11;9;0;46.18181818181818;0;0
Jogo;20240315;11;9;1;81;0;0
Adversarios;20240317;10;6;0;59.1;0;0
Especiais Classicos;20240316;9;7;0;23;0;0
Fluminense x Flamengo-RJ;20240315;9;7;0;4.444444444444445;0;0
Adversarios;20240312;8;8;0;111;0;0
Adversarios;20240315;8;6;0;10;0;0
German Cano 2024;20240311;8;8;7;19.375;0;0
Informacoes Gerais;20240313;8;7;0;14.125;0;0
Jogador;20240314;8;7;0;184.75;0;0
Jogador;20240317;8;8;0;12.875;0;0
Todas as camisas;20240312;8;5;1;14.5;0;0
Arbitros;20240314;8;8;0;6.125;0;0
Arbitros;20240315;8;7;1;7.625;0;0
Jogo;20240317;7;6;0;44.285714285714285;0;0
Wagner do Nascimento Magalhaes;20240314;7;7;0;47.285714285714285;0;0
Wagner do Nascimento Magalhaes;20240315;7;5;0;8.285714285714286;0;0
Camisa;20240312;6;4;0;17;0;0
Jogador;20240316;6;6;0;79.83333333333333;0;0
Adversarios;20240313;5;5;0;47;0;0
Campeonatos;20240311;5;5;0;72.4;0;0
Campeonatos;20240314;5;4;0;58.8;0;0
Campeonatos;20240316;5;5;0;16.6;0;0
Especiais Adversarios;20240316;5;4;0;24.4;0;0
Especiais Jogadores;20240312;5;4;0;7.4;0;0
