# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231211
# Data de termino: 20231217
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
State of Rio de Janeiro;20231215;43;31;76;71
State of Rio de Janeiro;20231211;32;51;79;78
State of Rio de Janeiro;20231213;28;17;47;45
State of Rio de Janeiro;20231214;24;19;42;41
State of Rio de Janeiro;20231217;23;22;43;42
State of Rio de Janeiro;20231212;19;34;56;54
State of Rio de Janeiro;20231216;17;23;41;38
Federal District;20231215;3;6;10;9
Federal District;20231217;3;0;3;3
Makkah Province;20231217;3;1;4;4
State of Minas Gerais;20231213;3;4;7;7
State of Para;20231212;3;1;3;3
State of Sao Paulo;20231211;3;11;17;16
State of Sao Paulo;20231212;3;8;12;11
State of Sao Paulo;20231213;3;9;11;11
State of Sao Paulo;20231214;3;9;13;11
State of Sao Paulo;20231215;3;15;17;16
Buenos Aires;20231211;2;0;2;2
Federal District;20231213;2;1;3;3
Federal District;20231214;2;3;6;5
Makkah Province;20231216;2;0;2;2
State of Espirito Santo;20231217;2;1;3;3
State of Rio Grande do Norte;20231212;2;0;2;2
State of Rio Grande do Sul;20231215;2;3;5;5
Buenos Aires;20231212;1;0;1;1
Buenos Aires;20231213;1;0;1;1
Buenos Aires Province;20231211;1;0;1;1
Buenos Aires Province;20231212;1;0;1;1
Buenos Aires Province;20231213;1;0;1;1
California;20231217;1;0;1;1
Delhi;20231215;1;0;1;1
Federal District;20231211;1;2;3;3
Federal District;20231212;1;1;2;2
Hessen;20231211;1;0;1;1
Klaipeda County;20231217;1;0;1;1
Lisbon;20231216;1;0;1;1
Makkah Province;20231214;1;0;1;1
Mexico City;20231212;1;1;2;2
Mexico City;20231216;1;0;1;1
Porto District;20231213;1;0;1;1
Puebla;20231211;1;1;1;1
Puebla;20231212;1;0;1;1
Puebla;20231213;1;1;2;2
Setubal;20231213;1;0;1;1
State of Alagoas;20231216;1;1;1;1
State of Alagoas;20231217;1;1;2;2
State of Bahia;20231211;1;4;5;5
State of Bahia;20231215;1;0;1;1
State of Bahia;20231216;1;2;3;3
State of Ceara;20231211;1;3;4;4
State of Ceara;20231216;1;2;3;3
State of Espirito Santo;20231211;1;0;2;2
State of Espirito Santo;20231212;1;2;4;4
State of Espirito Santo;20231213;1;2;3;3
State of Espirito Santo;20231214;1;2;3;3
State of Goias;20231211;1;2;4;3
State of Goias;20231214;1;0;1;1
State of Goias;20231216;1;1;2;2
State of Mato Grosso do Sul;20231213;1;0;1;1
State of Minas Gerais;20231212;1;1;3;3
State of Minas Gerais;20231214;1;2;3;3
State of Minas Gerais;20231216;1;2;3;3
State of Para;20231217;1;0;1;1
State of Paraiba;20231216;1;2;3;3
State of Pernambuco;20231212;1;2;3;3
State of Piaui;20231213;1;0;1;1
State of Piaui;20231217;1;2;3;3
State of Rio Grande do Norte;20231213;1;0;1;1
State of Rio Grande do Sul;20231211;1;2;3;3
State of Rio Grande do Sul;20231212;1;1;2;2
State of Rio Grande do Sul;20231213;1;2;4;4
State of Rio Grande do Sul;20231216;1;2;3;3
State of Santa Catarina;20231215;1;0;1;1
State of Sao Paulo;20231216;1;3;4;4
State of Sao Paulo;20231217;1;6;9;8
State of Sergipe;20231214;1;0;1;1
State of Sergipe;20231216;1;0;1;1
(not set);20231215;0;1;1;1
Bavaria;20231211;0;1;1;1
California;20231214;0;1;1;1
Federal District;20231216;0;6;7;6
Florida;20231211;0;2;2;2
Florida;20231216;0;1;1;1
Giza Governorate;20231216;0;1;1;1
Hessen;20231215;0;1;1;1
Ile-de-France;20231214;0;2;2;2
Ile-de-France;20231216;0;1;1;1
Ile-de-France;20231217;0;1;1;1
Kentucky;20231217;0;1;1;1
Klaipeda County;20231214;0;1;1;1
Kurgan Oblast;20231217;0;1;1;1
Lisbon;20231215;0;1;1;1
North Holland;20231214;0;1;1;1
North Sumatra;20231213;0;1;1;1
North Sumatra;20231216;0;1;1;1
Puebla;20231217;0;0;1;0
Saxony;20231212;0;1;1;1
Sicily;20231213;0;1;1;1
State of Amazonas;20231211;0;3;4;4
State of Amazonas;20231212;0;0;1;1
State of Amazonas;20231213;0;0;1;1
State of Amazonas;20231214;0;1;2;2
State of Amazonas;20231215;0;4;4;4
State of Amazonas;20231216;0;1;1;1
State of Amazonas;20231217;0;1;1;1
State of Bahia;20231212;0;1;1;1
State of Bahia;20231217;0;2;2;2
