# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240226
# Data de termino: 20240303
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;20240302;117;106;69;9.547008547008547;0;0
Estatisticas Fluminense - Principal;20240229;115;106;68;19.434782608695652;0;0
Estatisticas Fluminense - Principal;20240303;114;94;56;18.763157894736842;0;0
Estatisticas Fluminense - Principal;20240301;106;82;34;19.632075471698112;0;0
Estatisticas Fluminense - Principal;20240228;59;45;18;34.6271186440678;0;0
Estatisticas Fluminense - Principal;20240227;45;32;8;64.15555555555555;0;0
Estatisticas Fluminense - Principal;20240226;42;35;8;59.095238095238095;0;0
Jogador;20240301;35;26;0;21.82857142857143;0;0
Consultas Especiais;20240301;33;24;0;7.363636363636363;0;0
Jogador;20240302;28;24;1;48.07142857142857;0;0
Adversarios;20240301;27;24;1;25.62962962962963;0;0
Consultas Especiais;20240303;26;20;0;9.346153846153847;0;0
Consultas Especiais;20240302;22;15;0;8.136363636363637;0;0
Especiais Jogadores;20240301;22;17;0;23.181818181818183;0;0
Fluminense x LDU-Equador;20240301;21;18;2;31.047619047619047;0;0
Adversarios;20240227;20;14;2;56.1;0;0
Adversarios;20240228;20;19;1;30.4;0;0
Jogador;20240227;20;12;1;51.25;0;0
Adversarios;20240303;19;17;0;42.31578947368421;0;0
Jogador;20240303;18;17;1;30.055555555555557;0;0
Fluminense 2 X 0 LDU;20240301;17;14;0;31.11764705882353;0;0
Jogador;20240229;17;16;1;28.294117647058822;0;0
Jogo;20240229;17;16;0;17.176470588235293;0;0
Curiosidades e Titulos;20240301;15;13;0;75.06666666666666;0;0
Especiais Jogadores;20240302;15;13;0;38;0;0
Especiais Jogadores;20240303;15;11;0;91.86666666666666;0;0
Jogo;20240303;15;14;0;123.53333333333333;0;0
Consultas Especiais;20240229;14;13;1;7.285714285714286;0;0
Tec - Fernando Diniz;20240301;14;13;0;23.5;0;0
Fluminense x LDU-Equador;20240229;13;8;0;29.615384615384617;0;0
Jhon Arias 2024;20240301;13;13;0;23;0;0
Adversarios;20240229;12;11;0;16.333333333333332;0;0
Adversarios;20240302;12;10;0;89.16666666666667;0;0
Consultas Especiais;20240227;12;11;0;8.416666666666666;0;0
German Cano 2024;20240229;12;12;9;14.166666666666666;0;0
Informacoes Gerais;20240301;12;11;1;7.833333333333333;0;0
Jogador;20240226;12;10;0;101.66666666666667;0;0
Jogo;20240228;12;9;0;49.666666666666664;0;0
Jogo;20240301;12;10;0;37.333333333333336;0;0
Fluminense x Botafogo-RJ;20240303;11;9;0;34.90909090909091;0;0
Fluminense x LDU-Equador;20240228;11;8;0;16.181818181818183;0;0
Informacoes Gerais;20240303;11;9;0;11.909090909090908;0;0
Tecnico;20240301;11;11;0;9.363636363636363;0;0
Adversarios;20240226;10;9;0;37.1;0;0
Campeonatos;20240301;10;9;0;22;0;0
Campeonatos;20240303;10;8;0;56.2;0;0
Consultas Especiais;20240226;10;7;0;79.9;0;0
Consultas Especiais;20240228;10;8;0;12.3;0;0
Jhon Arias 2024;20240302;10;7;0;19.8;0;0
Jogo;20240227;10;8;0;48.2;0;0
Arbitros;20240229;10;9;0;10.1;0;0
Andre 2024;20240301;9;4;0;1.4444444444444444;0;0
Jogador;20240228;9;7;0;7.888888888888889;0;0
Jogo;20240302;9;7;0;78.88888888888889;0;0
Especiais Gerais;20240303;8;5;0;34.75;0;0
Especiais Tecnico;20240301;8;8;0;30.5;0;0
Informacoes Gerais;20240229;8;4;0;1.5;0;0
Informacoes Gerais;20240302;8;7;1;13;0;0
Jogo;20240226;8;7;0;36.875;0;0
Mais jogos no elenco atual;20240301;8;7;0;53.75;0;0
Tecnico;20240302;8;7;0;14.375;0;0
Arbitros;20240301;8;7;0;30.125;0;0
Campeonatos;20240229;7;7;1;13.571428571428571;0;0
Campeonatos;20240302;7;6;0;24.142857142857142;0;0
Especiais Tecnico;20240303;7;7;0;10.142857142857142;0;0
Facundo Tello;20240229;7;7;0;11.285714285714286;0;0
Fluminense x Botafogo-RJ;20240301;7;7;0;17.428571428571427;0;0
Arbitros;20240226;7;5;0;10.571428571428571;0;0
Arbitros;20240227;7;4;1;6.142857142857143;0;0
Arbitros;20240228;7;3;0;3.142857142857143;0;0
Campeonatos;20240228;6;6;0;41.666666666666664;0;0
Especiais Adversarios;20240227;6;3;0;66;0;0
Especiais Adversarios;20240228;6;4;0;211.16666666666666;0;0
Especiais Adversarios;20240303;6;6;0;13;0;0
Especiais Jogadores;20240229;6;5;0;37.333333333333336;0;0
Estadios;20240301;6;5;0;6.5;0;0
Fluminense 1 X 1 Flamengo;20240301;6;3;0;17.666666666666668;0;0
Fluminense 2 X 0 LDU;20240302;6;6;0;36.833333333333336;0;0
German Cano 2024;20240301;6;6;3;12.166666666666666;0;0
German Cano 2024;20240302;6;5;3;12.5;0;0
German Cano 2024;20240303;6;6;3;45;0;0
Informacoes Gerais;20240226;6;4;0;17.166666666666668;0;0
Mascotes;20240229;6;6;6;23;0;0
Paulo Henrique Ganso 2024;20240301;6;5;0;5.666666666666667;0;0
Samuel Xavier 2024;20240301;6;5;1;13.5;0;0
Tec - Fernando Diniz;20240302;6;6;0;38.666666666666664;0;0
Treinador com mais jogos;20240301;6;6;0;10.166666666666666;0;0
(not set);20240302;5;4;0;10.6;0;0
Artilheiros Estrangeiros;20240301;5;5;0;68;0;0
Artilheiros Estrangeiros;20240302;5;4;0;44.8;0;0
Campeonatos;20240227;5;5;0;15;0;0
Curiosidades e Titulos;20240302;5;4;0;6.4;0;0
Especiais Adversarios;20240229;5;3;0;120;0;0
Especiais Adversarios;20240301;5;3;0;97.4;0;0
Especiais Adversarios;20240302;5;5;0;6.4;0;0
Especiais Campeonatos;20240301;5;5;0;13;0;0
Especiais Gerais;20240301;5;5;0;15.4;0;0
Especiais Jogadores;20240228;5;4;0;138.4;0;0
Especiais Jogos;20240229;5;5;0;3;0;0
Especiais Tecnico;20240302;5;5;0;30.4;0;0
Felipe da Silva Goncalves Paludo;20240303;5;5;0;13.4;0;0
Fluminense x Botafogo-RJ;20240302;5;5;0;42.6;0;0
Fluminense x Vasco-RJ;20240303;5;5;1;33;0;0
German Cano 2024;20240227;5;5;5;5;0;0
Tecnico;20240227;5;5;0;11.6;0;0
Welfare 1924;20240228;5;5;5;9.8;0;0
Arbitros;20240303;5;5;0;10.6;0;0
America RN 1 X 2 Fluminense;20240228;4;2;0;1.25;0;0
Brasileiro Serie B 1998;20240226;4;4;3;19.75;0;0
Brasileiro Serie B 1998;20240229;4;2;2;30.75;0;0
Camisa;20240229;4;4;0;5.25;0;0
Curiosidades e Titulos;20240228;4;4;0;68.25;0;0
Cesar 1998;20240227;4;4;2;25.5;0;0
Especiais Adversarios;20240226;4;3;0;24.25;0;0
Especiais Estadios;20240302;4;3;0;9.75;0;0
Especiais Gerais;20240228;4;4;0;52;0;0
Especiais Gerais;20240302;4;4;0;37.5;0;0
Especiais Jogadores;20240226;4;4;0;49;0;0
Especiais Jogos;20240303;4;3;0;35.5;0;0
Estadios;20240303;4;4;0;34.25;0;0
Facundo Tello;20240226;4;3;0;97;0;0
Felipe Melo 2024;20240301;4;4;0;10.25;0;0
Fluminense 1 X 0 Bayern de Munique;20240228;4;4;4;36;0;0
Fluminense 1 X 0 Bayern de Munique;20240301;4;4;4;26;0;0
