# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240205
# Data de termino: 20240211
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
Rio de Janeiro;20240209;44;12;61;0.7530864197530864;1.3863636363636365;271.70454545454544;1914;0;0
Rio de Janeiro;20240208;42;19;54;0.8181818181818182;1.2857142857142858;247.04761904761904;2198;0;0
Rio de Janeiro;20240206;37;8;45;0.7377049180327869;1.2162162162162162;137.8918918918919;1257;0;0
Rio de Janeiro;20240205;36;17;37;0.6607142857142857;1.0277777777777777;224.86111111111111;1124;0;0
Rio de Janeiro;20240207;31;17;35;0.7446808510638298;1.1290322580645162;148.74193548387098;753;0;0
Rio de Janeiro;20240210;30;12;34;0.7083333333333334;1.1333333333333333;108;654;0;0
Rio de Janeiro;20240211;23;7;24;0.7058823529411765;1.0434782608695652;152.34782608695653;614;0;0
(not set);20240207;6;5;5;0.625;0.8333333333333334;45;45;0;0
Sao Paulo;20240207;6;4;6;1;1;101.83333333333333;80;0;0
(not set);20240209;5;4;5;1;1;124.8;65;0;0
Brasilia;20240207;5;1;6;0.8571428571428571;1.2;407.4;234;0;0
Niteroi;20240209;5;2;4;0.8;0.8;111.8;129;0;0
Sao Paulo;20240206;5;3;4;0.8;0.8;168.6;65;0;0
(not set);20240206;4;3;4;1;1;99;44;0;0
(not set);20240208;4;4;3;0.75;0.75;12;20;0;0
Brasilia;20240208;4;1;5;1;1.25;203;227;0;0
Brasilia;20240209;4;0;4;0.8;1;217.75;292;0;0
Niteroi;20240205;4;0;6;0.8571428571428571;1.5;123;54;0;0
Niteroi;20240207;4;2;6;0.75;1.5;268.25;154;0;0
Niteroi;20240210;4;1;5;0.8333333333333334;1.25;52;43;0;0
Petropolis;20240209;4;0;4;1;1;81;60;0;0
Sao Paulo;20240208;4;1;4;1;1;87;37;0;0
Sao Paulo;20240209;4;3;3;0.6;0.75;121;51;0;0
Brasilia;20240205;3;1;6;0.8571428571428571;2;447;244;0;0
Brasilia;20240210;3;1;4;0.5714285714285714;1.3333333333333333;340;180;0;0
Brasilia;20240211;3;2;3;0.6;1;23.333333333333332;24;0;0
Juiz de Fora;20240209;3;1;2;0.6666666666666666;0.6666666666666666;99.66666666666667;67;0;0
Niteroi;20240208;3;1;4;0.8;1.3333333333333333;82.33333333333333;50;0;0
Nova Iguacu;20240210;3;3;1;0.3333333333333333;0.3333333333333333;5.333333333333333;11;0;0
Sao Paulo;20240205;3;1;2;0.6666666666666666;0.6666666666666666;24.333333333333332;16;0;0
(not set);20240205;2;2;2;1;1;91.5;28;0;0
(not set);20240210;2;2;1;0.3333333333333333;0.5;0;9;0;0
(not set);20240211;2;1;3;0.6;1.5;1032.5;224;0;0
Belem;20240206;2;1;2;1;1;501;130;0;0
Belem;20240210;2;1;1;0.5;0.5;6.5;8;0;0
Belo Horizonte;20240209;2;2;2;1;1;138.5;17;0;0
Campo Grande;20240208;2;2;2;1;1;47.5;16;0;0
Campo Grande;20240210;2;0;5;0.625;2.5;198;58;0;0
Cataguases;20240207;2;0;2;1;1;253;65;0;0
Curitiba;20240210;2;2;2;1;1;20;17;0;0
Duque de Caxias;20240208;2;0;3;1;1.5;485;297;0;0
Goiania;20240206;2;1;1;0.5;0.5;13.5;15;0;0
Goiania;20240207;2;2;1;0.5;0.5;24.5;10;0;0
Goiania;20240208;2;1;1;0.3333333333333333;0.5;514.5;84;0;0
Goiania;20240209;2;1;3;1;1.5;98;18;0;0
Joao Pessoa;20240208;2;2;2;1;1;83.5;27;0;0
Lisbon;20240207;2;1;2;1;1;13.5;13;0;0
Maceio;20240211;2;1;5;0.625;2.5;85;62;0;0
Manaus;20240207;2;1;2;1;1;260.5;16;0;0
Niteroi;20240206;2;0;2;0.5;1;781.5;189;0;0
Nova Friburgo;20240210;2;1;1;0.5;0.5;77;55;0;0
Nova Iguacu;20240206;2;2;2;1;1;47.5;11;0;0
Salvador;20240205;2;1;3;0.75;1.5;152.5;70;0;0
Salvador;20240206;2;1;2;0.6666666666666666;1;78.5;57;0;0
Salvador;20240208;2;1;2;1;1;132.5;53;0;0
72170;20240210;1;1;1;1;1;49;5;0;0
89032;20240205;1;1;1;1;1;12;4;0;0
Amadora;20240205;1;0;1;1;1;496;11;0;0
Amadora;20240209;1;0;1;1;1;133;23;0;0
Anapolis;20240206;1;1;1;1;1;23;5;0;0
Angra dos Reis;20240207;1;1;1;1;1;103;7;0;0
Aparecida de Goiania;20240209;1;1;0;0;0;7;5;0;0
Aracaju;20240207;1;0;1;1;1;97;4;0;0
Aracaju;20240209;1;0;1;1;1;25;10;0;0
Araraquara;20240211;1;0;0;0;0;0;9;0;0
Areal;20240205;1;0;1;0.5;1;67;15;0;0
Areal;20240207;1;0;0;0;0;6;3;0;0
Areal;20240209;1;0;1;1;1;11;2;0;0
Ariquemes;20240206;1;1;1;1;1;204;25;0;0
Atlanta;20240208;1;1;1;1;1;24;4;0;0
Baltimore;20240211;1;1;1;1;1;11;4;0;0
Barra Mansa;20240205;1;1;0;0;0;0;3;0;0
Barra Mansa;20240209;1;1;1;1;1;101;23;0;0
Barra do Pirai;20240207;1;0;0;0;0;0;2;0;0
Belem;20240205;1;1;0;0;0;3;4;0;0
Belem;20240207;1;1;0;0;0;0;4;0;0
Belem;20240209;1;0;1;1;1;47;13;0;0
Belo Horizonte;20240208;1;1;1;1;1;15;4;0;0
Berwyn;20240209;1;1;1;1;1;24;5;0;0
Blumenau;20240206;1;1;1;1;1;18;5;0;0
Blumenau;20240208;1;1;0;0;0;2;5;0;0
Boa Vista;20240209;1;1;0;0;0;0;4;0;0
Bom Jesus do Itabapoana;20240205;1;1;1;1;1;1855;171;0;0
Braganca Paulista;20240208;1;0;1;1;1;65;3;0;0
Brasilia;20240206;1;0;2;1;2;200;10;0;0
Buenos Aires;20240211;1;1;0;0;0;9;5;0;0
Cabo Frio;20240205;1;1;1;1;1;9;4;0;0
Camacari;20240208;1;0;1;1;1;400;45;0;0
Camboriu;20240207;1;0;1;1;1;269;29;0;0
Campina Grande;20240205;1;1;1;0.5;1;55;6;0;0
Campinas;20240207;1;1;1;1;1;9;5;0;0
Campinas;20240208;1;0;0;0;0;0;2;0;0
Campinas;20240209;1;0;1;1;1;126;16;0;0
Campo Grande;20240209;1;1;0;0;0;9;5;0;0
Campo Grande;20240211;1;0;1;0.5;1;28;10;0;0
Campos dos Goytacazes;20240207;1;1;0;0;0;0;3;0;0
Caraguatatuba;20240207;1;0;2;1;2;124;15;0;0
Carapicuiba;20240207;1;0;1;1;1;26;7;0;0
Cary;20240210;1;1;1;1;1;107;5;0;0
Cascavel;20240205;1;1;1;1;1;47;8;0;0
Cataguases;20240206;1;1;2;1;2;395;61;0;0
Cataguases;20240209;1;1;1;1;1;775;106;0;0
Caxias do Sul;20240209;1;0;1;1;1;39;13;0;0
Concordia;20240206;1;1;1;1;1;251;15;0;0
Concordia;20240208;1;0;1;1;1;52;8;0;0
Coromandel;20240211;1;1;0;0;0;4;4;0;0
Cuiaba;20240205;1;1;0;0;0;0;3;0;0
Cuiaba;20240207;1;1;0;0;0;0;3;0;0
Curitiba;20240205;1;1;1;1;1;371;68;0;0
Curitiba;20240206;1;1;0;0;0;7;5;0;0
Curitiba;20240211;1;1;1;1;1;32;4;0;0
Duque de Caxias;20240205;1;0;1;1;1;105;14;0;0
Duque de Caxias;20240210;1;0;1;1;1;152;26;0;0
Edinburgh;20240207;1;0;1;1;1;72;1;0;0
Esteio;20240210;1;0;1;1;1;161;4;0;0
Eunapolis;20240209;1;1;0;0;0;9;5;0;0
Faro;20240207;1;0;1;1;1;16;2;0;0
Farroupilha;20240210;1;0;1;1;1;551;14;0;0
Farroupilha;20240211;1;0;0;0;0;155;1;0;0
Feira de Santana;20240205;1;1;1;1;1;592;32;0;0
Florianopolis;20240205;1;1;0;0;0;5;5;0;0
Florianopolis;20240206;1;0;1;1;1;33;11;0;0
Fortaleza;20240207;1;0;1;1;1;194;4;0;0
Fortaleza;20240208;1;1;1;1;1;13;6;0;0
Fortaleza;20240209;1;1;0;0;0;0;3;0;0
Goiania;20240210;1;0;1;1;1;145;22;0;0
Governador Valadares;20240206;1;1;1;1;1;10;6;0;0
Guapimirim;20240206;1;1;1;1;1;137;23;0;0
Guarapari;20240208;1;1;1;1;1;19;5;0;0
Guarapari;20240211;1;0;1;1;1;168;12;0;0
Ilheus;20240208;1;1;1;1;1;55;5;0;0
Imbituba;20240205;1;1;1;1;1;95;9;0;0
Itabaiana;20240210;1;1;1;1;1;16;7;0;0
Itabira;20240211;1;1;1;1;1;143;12;0;0
Itaguai;20240206;1;0;1;1;1;260;40;0;0
Itajai;20240206;1;1;1;1;1;8;5;0;0
Itanhaem;20240206;1;1;1;1;1;59;15;0;0
Itaperuna;20240209;1;0;2;1;2;154;33;0;0
Jaguariaiva;20240205;1;0;1;1;1;37;8;0;0
Jau;20240205;1;1;0;0;0;3;4;0;0
Joanopolis;20240210;1;0;1;1;1;8;12;0;0
Joinville;20240211;1;1;0;0;0;0;4;0;0
Juiz de Fora;20240207;1;0;2;1;2;93;41;0;0
Jundiai;20240209;1;0;1;1;1;29;10;0;0
Linhares;20240205;1;1;1;1;1;12;4;0;0
Lisbon;20240208;1;1;1;1;1;379;70;0;0
Macae;20240206;1;1;1;0.5;1;40;8;0;0
Macae;20240211;1;1;1;1;1;131;28;0;0
Maceio;20240207;1;1;1;1;1;57;5;0;0
Maceio;20240210;1;0;1;1;1;12;12;0;0
Mafra;20240209;1;1;1;1;1;12;7;0;0
Mage;20240207;1;1;2;1;2;276;31;0;0
Manaus;20240205;1;0;1;1;1;870;48;0;0
Manaus;20240210;1;0;1;1;1;108;10;0;0
Maraba;20240209;1;1;1;1;1;10;5;0;0
Marechal Deodoro;20240206;1;0;1;1;1;151;62;0;0
Marechal Deodoro;20240207;1;0;1;1;1;100;10;0;0
Marica;20240208;1;1;0;0;0;0;3;0;0
Marica;20240210;1;0;3;0.75;3;409;87;0;0
Marica;20240211;1;0;1;1;1;290;34;0;0
Maua;20240205;1;0;1;1;1;28;9;0;0
Mexico City;20240208;1;0;1;0.5;1;24;10;0;0
Mexico City;20240209;1;0;1;1;1;31;9;0;0
Mexico City;20240210;1;0;1;1;1;1;3;0;0
Mossoro;20240207;1;0;1;1;1;297;21;0;0
Natal;20240207;1;1;1;1;1;54;11;0;0
Natal;20240210;1;1;0;0;0;7;5;0;0
Niteroi;20240211;1;0;3;0.6;3;205;33;0;0
Nova Friburgo;20240207;1;1;0;0;0;2;4;0;0
Nova Iguacu;20240211;1;1;1;0.5;1;115;14;0;0
Oeiras;20240205;1;1;1;1;1;49;10;0;0
Orlando;20240208;1;1;1;1;1;23;5;0;0
Palmeira dos Indios;20240205;1;1;1;1;1;59;4;0;0
Paranavai;20240208;1;1;1;1;1;12;4;0;0
Parnamirim;20240206;1;0;2;1;2;321;18;0;0
Parnamirim;20240210;1;0;2;1;2;35;11;0;0
Paty do Alferes;20240210;1;1;1;1;1;84;10;0;0
