# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240122
# Data de termino: 20240128
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;20240125;83;63;21;6.9879518072289155;0;0
Estatisticas Fluminense - Principal;20240124;59;47;20;4.1525423728813555;0;0
Estatisticas Fluminense - Principal;20240126;57;48;14;5.350877192982456;0;0
Estatisticas Fluminense - Principal;20240122;53;40;9;6.132075471698113;0;0
Estatisticas Fluminense - Principal;20240123;48;39;18;12.729166666666666;0;0
Estatisticas Fluminense - Principal;20240127;36;29;9;11.833333333333334;0;0
Jogador;20240125;29;23;0;45.37931034482759;0;0
Jogador;20240126;27;20;0;51.074074074074076;0;0
Jogador;20240124;26;22;0;65.42307692307692;0;0
Adversarios;20240125;20;19;0;22.3;0;0
Adversarios;20240126;20;16;0;68.4;0;0
Estatisticas Fluminense - Principal;20240128;20;15;2;5.45;0;0
Jogador;20240123;18;16;1;49.888888888888886;0;0
Jogador;20240127;17;11;0;33.88235294117647;0;0
Jogo;20240122;17;14;0;71.6470588235294;0;0
Jogador;20240122;16;11;0;27.3125;0;0
Fluminense x Audax-RJ;20240125;15;13;0;14.066666666666666;0;0
Jogo;20240124;15;9;0;55.4;0;0
Jogo;20240125;15;15;0;19;0;0
Adversarios;20240124;14;14;0;23.571428571428573;0;0
Campeonatos;20240125;13;10;0;41.92307692307692;0;0
Consultas Especiais;20240122;13;10;0;26.76923076923077;0;0
Fluminense x Audax-RJ;20240126;13;12;0;92.23076923076923;0;0
Jogo;20240126;13;9;0;17.923076923076923;0;0
Adversarios;20240122;12;11;1;83.41666666666667;0;0
Jogo;20240123;12;9;0;26;0;0
Jogador;20240128;11;7;1;45;0;0
Ranking de anos;20240123;10;9;4;48.4;0;0
Consultas Especiais;20240123;9;7;0;4.222222222222222;0;0
Consultas Especiais;20240125;9;8;0;6.444444444444445;0;0
