# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231218
# Data de termino: 20231231
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
State of Rio de Janeiro;20231219;32;38;69;66
State of Rio de Janeiro;20231220;27;21;53;46
State of Rio de Janeiro;20231218;23;41;67;61
State of Rio de Janeiro;20231221;22;36;58;58
State of Rio de Janeiro;20231222;21;46;65;62
State of Rio de Janeiro;20231223;19;18;38;34
State of Rio de Janeiro;20231227;19;20;42;39
State of Rio de Janeiro;20231228;18;23;42;39
State of Rio de Janeiro;20231231;18;25;41;39
State of Rio de Janeiro;20231226;16;19;34;34
State of Rio de Janeiro;20231230;16;20;36;34
State of Rio de Janeiro;20231225;15;14;31;30
State of Rio de Janeiro;20231229;13;17;32;27
State of Rio de Janeiro;20231224;12;13;25;25
State of Minas Gerais;20231222;6;22;27;27
Federal District;20231219;5;1;7;6
State of Minas Gerais;20231226;4;2;6;6
State of Rio Grande do Sul;20231220;4;6;9;9
State of Sao Paulo;20231228;4;9;13;13
State of Sao Paulo;20231229;4;10;13;12
Federal District;20231221;3;1;4;4
Federal District;20231226;3;2;5;5
Federal District;20231227;3;1;3;3
State of Bahia;20231225;3;3;5;4
State of Espirito Santo;20231218;3;4;7;7
State of Espirito Santo;20231219;3;0;4;4
State of Espirito Santo;20231221;3;3;6;6
State of Espirito Santo;20231223;3;0;3;3
State of Minas Gerais;20231223;3;6;10;10
State of Sao Paulo;20231222;3;42;46;45
State of Sao Paulo;20231225;3;11;13;13
State of Sao Paulo;20231226;3;12;13;13
Makkah Province;20231220;2;0;2;2
Makkah Province;20231221;2;0;2;2
State of Espirito Santo;20231224;2;3;5;5
State of Goias;20231218;2;2;4;4
State of Goias;20231219;2;2;5;5
State of Mato Grosso do Sul;20231218;2;2;3;3
State of Minas Gerais;20231219;2;7;9;9
State of Minas Gerais;20231220;2;5;7;7
State of Minas Gerais;20231224;2;5;7;7
State of Minas Gerais;20231225;2;3;5;5
State of Minas Gerais;20231228;2;4;7;6
State of Minas Gerais;20231229;2;2;5;4
State of Para;20231219;2;2;4;4
State of Paraiba;20231221;2;2;3;3
State of Parana;20231227;2;1;3;3
State of Rio Grande do Sul;20231223;2;7;9;9
State of Rio Grande do Sul;20231224;2;5;8;8
State of Sao Paulo;20231220;2;8;10;10
State of Sao Paulo;20231221;2;7;9;9
State of Sao Paulo;20231224;2;6;8;8
State of Sao Paulo;20231230;2;1;4;3
Andalusia;20231222;1;0;1;1
Emilia-Romagna;20231229;1;0;1;1
England;20231220;1;0;1;1
England;20231222;1;1;2;2
Federal District;20231220;1;1;2;2
Federal District;20231224;1;1;2;2
Federal District;20231225;1;3;5;4
Federal District;20231228;1;1;2;2
Federal District;20231229;1;2;4;3
Federal District;20231230;1;1;2;2
Federal District;20231231;1;0;1;1
Klaipeda County;20231218;1;0;1;1
Klaipeda County;20231221;1;0;1;1
Klaipeda County;20231222;1;0;1;1
Klaipeda County;20231224;1;0;1;1
Klaipeda County;20231225;1;0;1;1
Klaipeda County;20231226;1;0;1;1
Kurgan Oblast;20231219;1;0;1;1
Lisbon;20231222;1;1;2;2
Makkah Province;20231218;1;0;1;1
Makkah Province;20231222;1;0;1;1
Massachusetts;20231218;1;0;1;1
North Sumatra;20231218;1;0;1;1
North Sumatra;20231227;1;0;1;1
State of Alagoas;20231218;1;0;1;1
State of Alagoas;20231230;1;0;1;1
State of Amazonas;20231220;1;0;1;1
State of Bahia;20231218;1;4;5;5
State of Bahia;20231219;1;2;3;3
State of Bahia;20231220;1;2;3;3
State of Bahia;20231223;1;1;2;2
State of Bahia;20231227;1;1;2;2
State of Ceara;20231218;1;5;6;6
State of Ceara;20231220;1;0;1;1
State of Ceara;20231221;1;1;2;2
State of Ceara;20231222;1;5;6;6
State of Espirito Santo;20231220;1;1;2;2
State of Espirito Santo;20231228;1;0;1;1
State of Espirito Santo;20231229;1;2;3;3
State of Goias;20231220;1;1;2;2
State of Goias;20231221;1;1;3;2
State of Goias;20231222;1;11;13;12
State of Goias;20231223;1;1;2;2
State of Goias;20231225;1;2;4;3
State of Goias;20231226;1;1;3;2
State of Goias;20231227;1;1;3;2
State of Goias;20231228;1;2;3;3
State of Mato Grosso;20231220;1;0;1;1
State of Mato Grosso;20231227;1;0;1;1
State of Mato Grosso do Sul;20231223;1;1;2;2
State of Mato Grosso do Sul;20231225;1;2;2;2
State of Minas Gerais;20231218;1;9;10;10
State of Minas Gerais;20231221;1;5;6;6
State of Minas Gerais;20231230;1;2;3;3
State of Para;20231218;1;1;3;3
State of Para;20231229;1;0;1;1
State of Para;20231231;1;0;1;1
State of Paraiba;20231219;1;0;1;1
State of Parana;20231220;1;1;2;2
State of Parana;20231222;1;20;21;21
State of Parana;20231224;1;2;3;3
State of Parana;20231228;1;1;1;1
State of Pernambuco;20231219;1;1;2;2
State of Piaui;20231220;1;0;1;1
State of Piaui;20231230;1;0;1;1
State of Rio Grande do Norte;20231227;1;1;2;2
State of Rio Grande do Norte;20231230;1;0;1;1
State of Rio Grande do Norte;20231231;1;1;2;2
State of Rio Grande do Sul;20231221;1;3;4;4
State of Rio Grande do Sul;20231222;1;15;15;15
State of Rio Grande do Sul;20231225;1;2;2;2
State of Rio Grande do Sul;20231226;1;3;4;4
