# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240101
# Data de termino: 20240108
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Fluminense 1 X 0 Bayern de Munique;20240108;144;137;128;25.208333333333332;0;0
Estatisticas Fluminense - Principal;20240102;57;43;20;5.649122807017544;0;0
Estatisticas Fluminense - Principal;20240104;55;41;12;4.345454545454546;0;0
Estatisticas Fluminense - Principal;20240106;46;33;12;4.739130434782608;0;0
Estatisticas Fluminense - Principal;20240105;45;30;8;6.377777777777778;0;0
Estatisticas Fluminense - Principal;20240108;42;26;5;4.095238095238095;0;0
Estatisticas Fluminense - Principal;20240107;41;31;11;5.2439024390243905;0;0
Estatisticas Fluminense - Principal;20240101;38;28;10;4.947368421052632;0;0
Jogador;20240104;38;28;3;42.13157894736842;0;0
Estatisticas Fluminense - Principal;20240103;34;25;7;4.235294117647059;0;0
Fluminense x Sao Raimundo-AM;20240103;32;31;30;13.15625;0;0
Jogador;20240102;27;18;0;56.7037037037037;0;0
Jogador;20240106;25;15;0;88.4;0;0
Jogador;20240107;21;12;0;66.71428571428571;0;0
Jogador;20240103;20;14;0;39.9;0;0
Jogador;20240105;19;14;0;99.21052631578948;0;0
Jogador;20240108;19;12;0;42;0;0
Consultas Especiais;20240101;16;11;0;2.8125;0;0
Consultas Especiais;20240102;15;9;0;5.333333333333333;0;0
Jogador;20240101;15;15;1;46.93333333333333;0;0
Adversarios;20240108;14;13;1;19.857142857142858;0;0
Consultas Especiais;20240104;13;8;0;6;0;0
Jogo;20240103;13;12;0;59.69230769230769;0;0
Jogo;20240104;13;12;0;15.846153846153847;0;0
Jogo;20240105;13;11;0;19.23076923076923;0;0
Jogo;20240106;13;10;0;32.07692307692308;0;0
Adversarios;20240104;12;12;0;14;0;0
Adversarios;20240107;12;8;0;27.916666666666668;0;0
Consultas Especiais;20240108;12;5;0;5.083333333333333;0;0
Tec - Zagalo;20240106;11;10;0;29.181818181818183;0;0
Adversarios;20240102;10;10;0;80.2;0;0
Especiais Jogadores;20240104;10;6;0;20.3;0;0
Jogo;20240102;10;8;0;27;0;0
Tecnico;20240106;10;10;0;11.7;0;0
Adversarios;20240106;9;9;1;10;0;0
Brasileiro Serie B 1998;20240104;9;8;6;16.88888888888889;0;0
Campeonatos;20240105;8;6;0;15.625;0;0
Consultas Especiais;20240103;8;7;0;4.75;0;0
Especiais Jogadores;20240101;8;7;0;22;0;0
Especiais Jogadores;20240102;8;5;0;10.875;0;0
Especiais Jogadores;20240108;8;5;0;9.375;0;0
Jogo;20240107;8;7;0;29.5;0;0
Olaria 0 X 1 Fluminense;20240108;8;8;0;5.75;0;0
Tecnico;20240107;8;7;0;81.75;0;0
Campeonatos;20240103;7;3;0;30.428571428571427;0;0
Campeonatos;20240104;7;7;0;14.285714285714286;0;0
Consultas Especiais;20240106;7;7;0;4;0;0
Consultas Especiais;20240107;7;5;0;5;0;0
Fluminense x Sao Raimundo-AM;20240102;7;6;6;27;0;0
Nino 2023;20240104;7;6;0;11;0;0
Campeonatos;20240108;6;6;0;48.833333333333336;0;0
Especiais Jogos;20240101;6;2;0;2.8333333333333335;0;0
Fluminense 2 X 3 ABC;20240104;6;5;5;12.5;0;0
Fluminense 2 X 3 ABC;20240107;6;4;4;6.333333333333333;0;0
Fluminense x Flamengo-RJ;20240108;6;6;0;38.333333333333336;0;0
Jogos em mm/aaaa;20240108;6;2;0;6.5;0;0
Curiosidades e Titulos;20240104;5;5;0;60.4;0;0
Fluminense 0 X 3 Paulistano;20240104;5;2;0;139.2;0;0
Fluminense 1 X 0 Bayern de Munique;20240101;5;5;5;30.8;0;0
Fluminense 2 X 3 ABC;20240103;5;5;4;20.6;0;0
Fluminense 4 X 1 Madureira;20240104;5;4;0;30.2;0;0
Fluminense x Bayern de Munique-Alemanha;20240108;5;5;0;11.8;0;0
Fluminense x Flamengo-RJ;20240107;5;4;0;27.2;0;0
Fluminense x Lagartense-SE;20240106;5;4;0;14.6;0;0
Graficos;20240102;5;5;0;23.8;0;0
Informacoes Gerais;20240102;5;5;0;11.8;0;0
Informacoes Gerais;20240104;5;4;0;31.2;0;0
Jogo;20240108;5;5;1;43.8;0;0
Jogos em mm/aaaa;20240101;5;1;0;7.4;0;0
Jogos em mm/aaaa;20240102;5;3;0;9.2;0;0
Rio Football Club 0 X 8 Fluminense;20240104;5;2;0;65.2;0;0
