# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240311
# Data de termino: 20240317
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
Rio de Janeiro;20240314;41;22;51;0.8793103448275862;1.2439024390243902;237.41463414634146;2388;0;0
Rio de Janeiro;20240317;40;28;36;0.782608695652174;0.9;184.45;524;0;0
Rio de Janeiro;20240315;30;10;30;0.7692307692307693;1;171.6;1067;0;0
Rio de Janeiro;20240313;29;13;35;0.7777777777777778;1.206896551724138;168.89655172413794;1613;0;0
Rio de Janeiro;20240312;26;7;35;0.7954545454545454;1.3461538461538463;235.07692307692307;1473;0;0
Rio de Janeiro;20240316;24;13;24;0.7058823529411765;1;123.33333333333333;586;0;0
Rio de Janeiro;20240311;23;8;27;0.6923076923076923;1.173913043478261;266.5652173913044;1216;0;0
(not set);20240316;10;10;5;0.5;0.5;12.2;64;0;0
(not set);20240311;7;6;5;0.7142857142857143;0.7142857142857143;50;48;0;0
Sao Paulo;20240315;7;5;6;0.75;0.8571428571428571;33.857142857142854;49;0;0
(not set);20240317;6;5;3;0.42857142857142855;0.5;111.16666666666667;65;0;0
Sao Paulo;20240313;5;5;4;0.8;0.8;66.2;51;0;0
(not set);20240312;4;4;3;0.75;0.75;24;17;0;0
Sao Paulo;20240312;4;3;3;0.6;0.75;43;26;0;0
Sao Paulo;20240317;4;3;4;1;1;72.75;28;0;0
(not set);20240314;3;3;2;0.6666666666666666;0.6666666666666666;23.666666666666668;12;0;0
Brasilia;20240311;3;1;4;0.8;1.3333333333333333;58.666666666666664;39;0;0
Brasilia;20240313;3;0;3;1;1;13;27;0;0
Brasilia;20240314;3;2;3;0.6;1;480.6666666666667;41;0;0
Cuiaba;20240312;3;3;3;0.6;1;20.333333333333332;26;0;0
Duque de Caxias;20240316;3;2;4;1;1.3333333333333333;223.33333333333334;100;0;0
Manaus;20240315;3;3;3;1;1;127.66666666666667;19;0;0
Niteroi;20240311;3;2;2;0.6666666666666666;0.6666666666666666;19;13;0;0
Niteroi;20240313;3;1;3;0.6;1;55.666666666666664;30;0;0
Sao Goncalo;20240317;3;3;0;0;0;0;9;0;0
Sao Paulo;20240311;3;3;2;0.6666666666666666;0.6666666666666666;70.66666666666667;51;0;0
Sao Paulo;20240314;3;3;1;0.3333333333333333;0.3333333333333333;29.666666666666668;19;0;0
(not set);20240315;2;1;2;1;1;78;20;0;0
Barueri;20240313;2;2;2;1;1;46;13;0;0
Brasilia;20240312;2;1;1;0.3333333333333333;0.5;17.5;19;0;0
Brasilia;20240315;2;0;3;1;1.5;157.5;53;0;0
Campo Grande;20240317;2;0;4;0.6666666666666666;2;292.5;164;0;0
Duque de Caxias;20240313;2;2;2;1;1;32.5;13;0;0
Goiania;20240311;2;2;2;1;1;125.5;23;0;0
Itaborai;20240312;2;2;1;0.5;0.5;14;9;0;0
Joao Pessoa;20240314;2;1;2;0.6666666666666666;1;116.5;50;0;0
Juiz de Fora;20240316;2;2;2;1;1;19.5;9;0;0
Manaus;20240311;2;1;2;1;1;277;39;0;0
