# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231113
# Data de termino: 20231119
Regiao;Data;Usuarios recorrentes;Primeiras visitas;Total de usuarios;Usuarios
State of Rio de Janeiro;20231116;33;28;61;59
State of Rio de Janeiro;20231115;25;35;61;58
State of Rio de Janeiro;20231117;25;27;53;49
State of Rio de Janeiro;20231114;23;35;60;56
State of Rio de Janeiro;20231118;23;17;43;38
State of Rio de Janeiro;20231113;22;35;55;53
State of Rio de Janeiro;20231119;20;14;33;31
State of Minas Gerais;20231117;4;2;6;6
State of Sao Paulo;20231113;4;4;9;8
State of Sao Paulo;20231119;4;11;15;15
Federal District;20231115;3;1;4;3
State of Ceara;20231115;3;0;3;3
State of Espirito Santo;20231113;3;2;4;4
State of Goias;20231116;3;1;4;4
State of Minas Gerais;20231113;3;1;4;4
State of Minas Gerais;20231115;3;7;10;10
State of Minas Gerais;20231116;3;2;5;5
State of Minas Gerais;20231118;3;5;8;8
State of Minas Gerais;20231119;3;5;9;8
Federal District;20231116;2;3;6;4
Lisbon;20231113;2;0;2;2
South Carolina;20231118;2;2;2;2
State of Espirito Santo;20231116;2;2;4;4
State of Espirito Santo;20231119;2;4;6;6
State of Goias;20231119;2;2;4;4
State of Minas Gerais;20231114;2;3;5;5
State of Paraiba;20231115;2;0;2;2
State of Paraiba;20231117;2;0;2;2
State of Parana;20231114;2;3;5;5
State of Rio Grande do Sul;20231113;2;2;4;4
State of Rio Grande do Sul;20231116;2;1;3;3
State of Sao Paulo;20231115;2;6;9;9
Atyrau Region;20231113;1;1;1;1
California;20231113;1;0;1;1
California;20231119;1;1;2;2
Federal District;20231113;1;0;1;1
Federal District;20231114;1;2;3;3
Federal District;20231117;1;2;3;3
Federal District;20231119;1;1;2;2
Ile-de-France;20231114;1;1;1;1
Lisbon;20231117;1;0;1;1
Lombardy;20231118;1;1;1;1
Mexico City;20231114;1;0;1;1
Mexico City;20231115;1;0;1;1
Mexico City;20231118;1;0;1;1
Moscow;20231115;1;0;1;1
Moscow;20231116;1;0;1;1
Porto District;20231116;1;0;1;1
Puebla;20231119;1;1;2;2
State of Alagoas;20231114;1;1;2;2
State of Alagoas;20231115;1;1;2;2
State of Alagoas;20231117;1;1;1;1
State of Bahia;20231113;1;0;1;1
State of Bahia;20231114;1;2;3;3
State of Bahia;20231115;1;1;3;3
State of Bahia;20231116;1;4;5;5
State of Bahia;20231117;1;0;2;1
State of Ceara;20231117;1;1;2;2
State of Ceara;20231119;1;0;1;1
State of Espirito Santo;20231114;1;4;5;5
State of Espirito Santo;20231115;1;3;4;4
State of Espirito Santo;20231117;1;0;1;1
State of Espirito Santo;20231118;1;1;1;1
State of Goias;20231113;1;0;1;1
State of Goias;20231114;1;0;1;1
State of Goias;20231115;1;2;3;3
State of Goias;20231117;1;0;1;1
State of Goias;20231118;1;0;1;1
State of Mato Grosso do Sul;20231114;1;0;1;1
State of Mato Grosso do Sul;20231115;1;0;1;1
State of Mato Grosso do Sul;20231119;1;0;1;1
State of Paraiba;20231113;1;0;1;1
State of Paraiba;20231114;1;0;1;1
State of Paraiba;20231118;1;1;2;2
State of Parana;20231113;1;2;2;2
State of Parana;20231115;1;2;4;4
State of Parana;20231116;1;1;2;2
State of Piaui;20231114;1;0;1;1
State of Piaui;20231119;1;0;1;1
State of Rio Grande do Norte;20231117;1;0;1;1
State of Rio Grande do Sul;20231115;1;3;4;4
State of Santa Catarina;20231115;1;3;4;4
State of Santa Catarina;20231117;1;4;6;6
State of Santa Catarina;20231118;1;1;2;2
State of Santa Catarina;20231119;1;3;3;3
State of Sao Paulo;20231114;1;9;10;10
State of Sao Paulo;20231116;1;4;6;6
State of Sao Paulo;20231117;1;7;10;8
State of Sao Paulo;20231118;1;4;5;5
(not set);20231113;0;1;1;1
(not set);20231118;0;2;2;2
Braga;20231119;0;1;1;1
Florida;20231118;0;1;1;1
Lombardy;20231114;0;1;1;1
Mexico City;20231119;0;0;1;0
Moscow;20231114;0;1;1;1
New York;20231116;0;1;1;1
Occitanie;20231113;0;1;1;1
Porto District;20231117;0;2;2;2
Puebla;20231118;0;1;1;1
San Luis Province;20231113;0;1;1;1
Saxony;20231114;0;1;1;1
Saxony;20231118;0;1;1;1
Setubal;20231113;0;1;1;1
State of Alagoas;20231119;0;1;1;1
State of Amazonas;20231114;0;1;1;1
State of Amazonas;20231115;0;2;2;2
State of Amazonas;20231119;0;1;1;1
State of Bahia;20231118;0;1;1;1
State of Bahia;20231119;0;1;1;1
State of Ceara;20231114;0;2;2;2
State of Ceara;20231116;0;1;1;1
State of Ceara;20231118;0;3;3;3
State of Maranhao;20231114;0;1;1;1
State of Maranhao;20231117;0;1;1;1
State of Mato Grosso;20231115;0;1;1;1
State of Mato Grosso do Sul;20231118;0;1;1;1
State of Para;20231113;0;1;1;1
State of Para;20231114;0;2;2;2
State of Para;20231115;0;0;1;1
State of Para;20231116;0;2;2;2
State of Para;20231117;0;1;1;1
State of Paraiba;20231116;0;1;1;1
State of Parana;20231117;0;3;3;3
State of Parana;20231119;0;2;2;2
State of Pernambuco;20231114;0;2;2;2
State of Pernambuco;20231115;0;1;1;1
State of Pernambuco;20231116;0;1;1;1
State of Pernambuco;20231118;0;1;1;1
State of Pernambuco;20231119;0;2;2;2
State of Piaui;20231116;0;1;1;1
State of Rio Grande do Norte;20231119;0;1;1;1
State of Rio Grande do Sul;20231114;0;2;2;2
State of Rio Grande do Sul;20231117;0;3;3;3
State of Rio Grande do Sul;20231118;0;1;1;1
State of Rio Grande do Sul;20231119;0;1;1;1
State of Rondonia;20231114;0;1;1;1
State of Santa Catarina;20231113;0;1;1;1
State of Santa Catarina;20231114;0;2;2;2
State of Santa Catarina;20231116;0;2;2;2
State of Sergipe;20231113;0;2;2;2
State of Sergipe;20231114;0;1;1;1
State of Sergipe;20231115;0;3;3;3
State of Sergipe;20231116;0;1;1;1
