# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240401
# Data de termino: 20240407
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
Rio de Janeiro;20240403;33;17;38;0.76;1.1515151515151516;284.75757575757575;1678;0;0
Rio de Janeiro;20240404;32;18;29;0.7073170731707317;0.90625;151.25;704;0;0
Rio de Janeiro;20240402;30;11;30;0.7142857142857143;1;219.66666666666666;1331;0;0
Rio de Janeiro;20240407;26;18;27;0.7714285714285715;1.0384615384615385;141.1153846153846;564;0;0
Rio de Janeiro;20240405;25;8;35;0.8333333333333334;1.4;409.48;3306;0;0
Rio de Janeiro;20240406;20;7;28;0.8;1.4;141.95;544;0;0
Rio de Janeiro;20240401;19;6;18;0.72;0.9473684210526315;245.52631578947367;853;0;0
(not set);20240403;15;12;13;0.65;0.8666666666666667;41.06666666666667;155;0;0
(not set);20240402;11;10;8;0.5714285714285714;0.7272727272727273;66.9090909090909;181;0;0
(not set);20240407;7;6;5;0.7142857142857143;0.7142857142857143;80.85714285714286;71;0;0
Niteroi;20240406;7;3;7;0.875;1;44.42857142857143;97;0;0
(not set);20240401;6;6;4;0.5;0.6666666666666666;10.5;37;0;0
(not set);20240406;6;5;4;0.5714285714285714;0.6666666666666666;63.333333333333336;101;0;0
Niteroi;20240402;6;4;5;0.8333333333333334;0.8333333333333334;183.66666666666666;190;0;0
(not set);20240405;4;2;1;0.25;0.25;46.5;20;0;0
Brasilia;20240404;4;3;4;1;1;97.75;39;0;0
Niteroi;20240403;4;1;5;0.7142857142857143;1.25;95.5;51;0;0
Niteroi;20240404;4;1;3;0.6;0.75;72.75;62;0;0
Niteroi;20240407;4;2;3;0.6;0.75;91;77;0;0
(not set);20240404;3;1;3;0.75;1;64.66666666666667;25;0;0
Brasilia;20240402;3;3;1;0.3333333333333333;0.3333333333333333;43;25;0;0
Brasilia;20240403;3;2;3;1;1;91.66666666666667;20;0;0
Campinas;20240402;3;2;3;1;1;22.333333333333332;13;0;0
Campo Grande;20240403;3;1;2;0.6666666666666666;0.6666666666666666;105.66666666666667;72;0;0
Duque de Caxias;20240406;3;2;2;0.5;0.6666666666666666;17.666666666666668;23;0;0
Niteroi;20240405;3;1;2;0.6666666666666666;0.6666666666666666;129.66666666666666;34;0;0
Sao Paulo;20240401;3;3;3;0.75;1;53.666666666666664;30;0;0
Sao Paulo;20240402;3;3;2;0.6666666666666666;0.6666666666666666;36;34;0;0
Belem;20240406;2;1;2;1;1;127;15;0;0
Belo Horizonte;20240402;2;2;1;0.5;0.5;18;10;0;0
Belo Horizonte;20240403;2;2;2;1;1;32;19;0;0
Belo Horizonte;20240406;2;2;1;0.5;0.5;12;16;0;0
Brasilia;20240405;2;1;4;1;2;22;33;0;0
Brasilia;20240407;2;0;2;0.5;1;487.5;14;0;0
Cuiaba;20240403;2;2;2;1;1;10;11;0;0
Cuiaba;20240404;2;2;0;0;0;0;6;0;0
Duque de Caxias;20240402;2;1;2;1;1;7;11;0;0
Fortaleza;20240403;2;2;2;1;1;22;8;0;0
Itajai;20240405;2;0;2;1;1;447;170;0;0
Juiz de Fora;20240405;2;1;1;0.5;0.5;34;13;0;0
Leopoldina;20240406;2;1;5;0.5555555555555556;2.5;1751.5;325;0;0
Leopoldina;20240407;2;0;4;0.8;2;587;120;0;0
Maceio;20240407;2;0;5;1;2.5;1085;364;0;0
