# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240109
# Data de termino: 20240114
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;20240111;62;49;21;3.8548387096774195;0;0
Estatisticas Fluminense - Principal;20240113;57;38;13;5.175438596491228;0;0
Fluminense 1 X 0 Bayern de Munique;20240109;56;55;51;45.75;0;0
Estatisticas Fluminense - Principal;20240109;49;38;11;7.775510204081633;0;0
Estatisticas Fluminense - Principal;20240110;46;33;10;6.434782608695652;0;0
Estatisticas Fluminense - Principal;20240114;44;35;13;10.386363636363637;0;0
Estatisticas Fluminense - Principal;20240112;38;31;9;4.7631578947368425;0;0
Jogador;20240111;29;20;0;71.27586206896552;0;0
Jogador;20240109;25;21;0;65;0;0
Jogador;20240113;25;14;0;70.12;0;0
Jogador;20240114;23;16;0;65.69565217391305;0;0
Jogador;20240112;22;18;1;52.04545454545455;0;0
Jogador;20240110;20;13;0;25.65;0;0
Jogo;20240111;20;16;1;45.7;0;0
Adversarios;20240111;17;17;0;18.11764705882353;0;0
Fluminense 1 X 0 Bayern de Munique;20240110;16;15;12;48.3125;0;0
Jogo;20240112;15;10;0;61;0;0
Jogo;20240110;14;8;0;107.07142857142857;0;0
Consultas Especiais;20240111;13;12;0;6.538461538461538;0;0
Jogo;20240113;13;9;0;186.53846153846155;0;0
Adversarios;20240109;12;10;0;21.833333333333332;0;0
Adversarios;20240113;12;9;0;33.75;0;0
Consultas Especiais;20240109;12;8;0;4.416666666666667;0;0
Consultas Especiais;20240114;11;10;0;7.363636363636363;0;0
Consultas Especiais;20240112;10;7;0;3;0;0
Jogo;20240114;10;10;1;23.4;0;0
Consultas Especiais;20240110;9;6;0;4.888888888888889;0;0
Fluminense 1 X 0 Bayern de Munique;20240113;9;8;6;53.888888888888886;0;0
Adversarios;20240110;8;7;0;48.25;0;0
Campeonatos;20240113;8;6;0;20.625;0;0
Campeonatos;20240114;8;8;0;14;0;0
Carioca 2018;20240112;7;2;0;20.285714285714285;0;0
Especiais Jogadores;20240111;7;6;0;18.142857142857142;0;0
Especiais Jogadores;20240112;7;5;0;34.57142857142857;0;0
Fluminense 1 X 0 Bayern de Munique;20240111;7;7;6;16.571428571428573;0;0
Jogos em mm/aaaa;20240110;7;3;0;19.142857142857142;0;0
Adversarios;20240112;6;6;0;8.666666666666666;0;0
Especiais Jogadores;20240109;6;6;0;26.333333333333332;0;0
Especiais Jogos;20240110;6;3;0;3.6666666666666665;0;0
Fluminense 2 X 1 Bangu;20240114;6;3;0;23.166666666666668;0;0
Fluminense 2 X 3 ABC;20240112;6;5;5;26.833333333333332;0;0
Jogo;20240109;6;6;0;42;0;0
Paysandu Cricket 3 X 1 Fluminense;20240110;6;2;0;23.833333333333332;0;0
Tec - Fernando Diniz;20240114;6;5;0;13.5;0;0
Botafogo 1 X 0 Fluminense;20240111;5;4;0;24.6;0;0
Camisa;20240114;5;4;0;4.8;0;0
Campeonatos;20240109;5;5;0;27.2;0;0
Campeonatos;20240112;5;5;0;78;0;0
Consultas Especiais;20240113;5;3;0;2.6;0;0
Especiais Jogadores;20240114;5;5;0;19.8;0;0
Estadios;20240111;5;4;0;9.8;0;0
Fluminense 0 X 0 Botafogo;20240112;5;3;0;2.8;0;0
Fluminense 0 X 1 Vasco;20240113;5;4;0;87.4;0;0
Fluminense 2 X 1 Sao Paulo;20240112;5;2;0;7;0;0
Fluminense 3 X 1 Toluca;20240109;5;5;3;29;0;0
Fluminense 3 X 1 Toluca;20240110;5;4;3;17.4;0;0
Maiores Publicos - Classicos;20240114;5;3;2;20.8;0;0
