# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240325
# Data de termino: 20240331
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;2024033019;9;9;2;17;0;0
Estatisticas Fluminense - Principal;2024033115;9;9;4;26.77777777777778;0;0
Estatisticas Fluminense - Principal;2024032814;8;8;3;2.875;0;0
Estatisticas Fluminense - Principal;2024032914;8;8;2;6.5;0;0
Estatisticas Fluminense - Principal;2024032513;7;7;3;9.571428571428571;0;0
Estatisticas Fluminense - Principal;2024032522;7;6;1;18;0;0
Estatisticas Fluminense - Principal;2024033116;7;7;3;19;0;0
Estatisticas Fluminense - Principal;2024032521;6;6;1;21.833333333333332;0;0
Estatisticas Fluminense - Principal;2024032717;6;6;0;9.833333333333334;0;0
Estatisticas Fluminense - Principal;2024032809;6;6;1;15.833333333333334;0;0
Estatisticas Fluminense - Principal;2024033020;6;6;1;16.666666666666668;0;0
Estatisticas Fluminense - Principal;2024033120;6;6;0;5.333333333333333;0;0
Estatisticas Fluminense - Principal;2024032514;5;5;1;20.2;0;0
Estatisticas Fluminense - Principal;2024032613;5;5;1;12;0;0
Estatisticas Fluminense - Principal;2024032615;5;5;2;10.2;0;0
Estatisticas Fluminense - Principal;2024032715;5;5;1;18.4;0;0
Estatisticas Fluminense - Principal;2024032720;5;5;3;7.4;0;0
Estatisticas Fluminense - Principal;2024032811;5;5;1;11.6;0;0
Estatisticas Fluminense - Principal;2024032911;5;5;4;11.4;0;0
Estatisticas Fluminense - Principal;2024032918;5;5;0;19.2;0;0
Estatisticas Fluminense - Principal;2024032920;5;4;0;2.8;0;0
Estatisticas Fluminense - Principal;2024033021;5;4;2;4.8;0;0
Jogador;2024032912;5;5;0;44.4;0;0
Jogador;2024033116;5;5;0;165.4;0;0
Adversarios;2024033120;4;4;0;27.25;0;0
Estatisticas Fluminense - Principal;2024032710;4;4;1;31.75;0;0
Estatisticas Fluminense - Principal;2024032711;4;4;1;20.75;0;0
Estatisticas Fluminense - Principal;2024032714;4;4;1;6.75;0;0
Estatisticas Fluminense - Principal;2024032719;4;4;0;5;0;0
Estatisticas Fluminense - Principal;2024032815;4;4;2;6.75;0;0
Estatisticas Fluminense - Principal;2024032818;4;4;2;27.25;0;0
Estatisticas Fluminense - Principal;2024032819;4;3;0;10.5;0;0
Estatisticas Fluminense - Principal;2024032820;4;3;1;5.75;0;0
Estatisticas Fluminense - Principal;2024032913;4;4;2;20.75;0;0
Estatisticas Fluminense - Principal;2024032915;4;4;1;49;0;0
Estatisticas Fluminense - Principal;2024033012;4;4;1;3.5;0;0
Estatisticas Fluminense - Principal;2024033014;4;4;1;34.25;0;0
Estatisticas Fluminense - Principal;2024033017;4;4;1;10;0;0
Estatisticas Fluminense - Principal;2024033114;4;4;3;32.75;0;0
Estatisticas Fluminense - Principal;2024033118;4;3;0;4.25;0;0
Informacoes Gerais;2024033020;4;3;0;28.5;0;0
