# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240415
# Data de termino: 20240421
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
Rio de Janeiro;20240420;55;30;47;0.7833333333333333;0.8545454545454545;91;825;0;0
Rio de Janeiro;20240419;44;17;46;0.7419354838709677;1.0454545454545454;237.4318181818182;1576;0;0
Rio de Janeiro;20240416;41;22;47;0.7230769230769231;1.146341463414634;153.53658536585365;921;0;0
Rio de Janeiro;20240415;38;16;39;0.7959183673469388;1.0263157894736843;104.92105263157895;932;0;0
Rio de Janeiro;20240421;38;18;42;0.7;1.105263157894737;291.6842105263158;2261;0;0
Rio de Janeiro;20240417;34;10;34;0.7083333333333334;1;91.3529411764706;630;0;0
Rio de Janeiro;20240418;26;10;30;0.8823529411764706;1.1538461538461537;129.53846153846155;519;0;0
Sao Paulo;20240420;13;9;11;0.6875;0.8461538461538461;25.53846153846154;70;0;0
(not set);20240417;10;9;9;0.8181818181818182;0.9;109.2;109;0;0
(not set);20240421;10;7;8;0.47058823529411764;0.8;183.3;181;0;0
(not set);20240416;8;7;6;0.75;0.75;14.125;31;0;0
(not set);20240418;8;6;8;1;1;41.375;50;0;0
Niteroi;20240418;8;4;10;0.8333333333333334;1.25;355.875;501;0;0
Niteroi;20240419;7;4;6;0.8571428571428571;0.8571428571428571;114.71428571428571;77;0;0
Sao Paulo;20240421;7;3;6;0.8571428571428571;0.8571428571428571;49.142857142857146;44;0;0
(not set);20240415;6;6;1;0.16666666666666666;0.16666666666666666;6.333333333333333;24;0;0
Brasilia;20240421;6;5;5;0.8333333333333334;0.8333333333333334;31.833333333333332;38;0;0
(not set);20240419;5;4;5;0.8333333333333334;1;36.8;41;0;0
(not set);20240420;5;5;3;0.6;0.6;87.6;20;0;0
Niteroi;20240416;5;1;5;0.8333333333333334;1;410;209;0;0
Niteroi;20240421;5;2;6;0.8571428571428571;1.2;121.8;145;0;0
Sao Paulo;20240419;5;2;5;0.7142857142857143;1;137.2;60;0;0
Brasilia;20240419;4;2;4;1;1;280.75;192;0;0
Clifton;20240416;4;4;0;0;0;0;12;0;0
Goiania;20240417;4;2;4;0.6666666666666666;1;94;73;0;0
Niteroi;20240417;4;1;2;0.5;0.5;34.25;36;0;0
Niteroi;20240420;4;0;5;0.7142857142857143;1.25;53;38;0;0
Sao Luis;20240417;4;4;4;0.8;1;18.25;21;0;0
Sao Paulo;20240417;4;3;3;0.6;0.75;41.25;18;0;0
Belo Horizonte;20240420;3;3;3;0.75;1;44.333333333333336;23;0;0
Brasilia;20240417;3;2;3;1;1;80;35;0;0
Brasilia;20240418;3;2;3;0.75;1;390.3333333333333;42;0;0
