# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240226
# Data de termino: 20240303
Cidade;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
Rio de Janeiro;20240301;65;26;73;0.7849462365591398;1.123076923076923;169.3230769230769;2171;0;0
Rio de Janeiro;20240303;58;25;57;0.7037037037037037;0.9827586206896551;345.67241379310343;2455;0;0
Rio de Janeiro;20240229;53;26;51;0.75;0.9622641509433962;86.90566037735849;1098;0;0
Warsaw;20240302;51;51;0;0;0;0;204;0;0
Rio de Janeiro;20240302;49;23;49;0.7424242424242424;1;299.42857142857144;1655;0;0
Rio de Janeiro;20240228;45;21;50;0.7352941176470589;1.1111111111111112;255.44444444444446;2763;0;0
Rio de Janeiro;20240226;38;19;41;0.803921568627451;1.0789473684210527;170.47368421052633;846;0;0
Rio de Janeiro;20240227;35;16;36;0.6545454545454545;1.0285714285714285;223.34285714285716;1290;0;0
Warsaw;20240303;23;23;0;0;0;0;92;0;0
(not set);20240229;12;10;8;0.6153846153846154;0.6666666666666666;35.916666666666664;60;0;0
Sao Paulo;20240229;11;11;7;0.4666666666666667;0.6363636363636364;35.63636363636363;89;0;0
(not set);20240301;8;7;9;0.75;1.125;103.375;201;0;0
(not set);20240228;7;7;3;0.42857142857142855;0.42857142857142855;12.142857142857142;31;0;0
Niteroi;20240229;7;5;7;1;1;80.28571428571429;70;0;0
(not set);20240226;6;4;2;0.3333333333333333;0.3333333333333333;22;47;0;0
(not set);20240302;6;4;5;0.8333333333333334;0.8333333333333334;53.833333333333336;54;0;0
Brasilia;20240227;6;3;9;0.6428571428571429;1.5;289.1666666666667;227;0;0
Sao Paulo;20240301;6;6;3;0.42857142857142855;0.5;23.666666666666668;48;0;0
Sao Paulo;20240303;6;5;3;0.5;0.5;34;37;0;0
(not set);20240303;5;3;1;0.14285714285714285;0.2;21.6;34;0;0
Brasilia;20240229;5;3;5;1;1;17;31;0;0
Niteroi;20240301;5;1;8;1;1.6;131.8;103;0;0
Niteroi;20240303;5;3;6;0.8571428571428571;1.2;41.8;69;0;0
(not set);20240227;4;3;2;0.4;0.5;13;18;0;0
Belo Horizonte;20240301;4;3;4;1;1;48.75;35;0;0
Duque de Caxias;20240303;4;3;3;0.75;0.75;46;83;0;0
Niteroi;20240226;4;1;2;0.4;0.5;118.5;78;0;0
Sao Goncalo;20240229;4;4;2;0.5;0.5;15.25;19;0;0
Belo Horizonte;20240229;3;2;3;0.75;1;23.333333333333332;26;0;0
Brasilia;20240228;3;1;4;0.8;1.3333333333333333;89.33333333333333;63;0;0
Campo Grande;20240229;3;1;3;1;1;36.333333333333336;41;0;0
Curitiba;20240229;3;3;2;0.6666666666666666;0.6666666666666666;7.666666666666667;15;0;0
Juiz de Fora;20240229;3;2;3;1;1;50;34;0;0
Manaus;20240228;3;2;3;0.75;1;175;39;0;0
Niteroi;20240228;3;1;3;0.75;1;149.33333333333334;79;0;0
Niteroi;20240302;3;1;6;0.6666666666666666;2;280.3333333333333;241;0;0
Nova Iguacu;20240228;3;3;2;0.6666666666666666;0.6666666666666666;22;16;0;0
Nova Iguacu;20240229;3;2;3;1;1;54.333333333333336;33;0;0
Nova Iguacu;20240302;3;2;2;0.6666666666666666;0.6666666666666666;125.33333333333333;56;0;0
Nova Iguacu;20240303;3;2;4;1;1.3333333333333333;163;85;0;0
Petropolis;20240228;3;3;3;1;1;65.66666666666667;28;0;0
Petropolis;20240302;3;1;3;1;1;23;24;0;0
