# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de início: 20230728
# Data de término: 20230824
Nº dia;Usuários
0000;0
0001;0
0002;0
0003;0
0004;0
0005;48
0006;70
0007;84
0008;99
0009;99
0010;105
0011;119
0012;132
0013;142
0014;103
0015;68
0016;104
0017;67
0018;73
0019;62
0020;67
0021;70
0022;100
0023;104
0024;85
0025;93
0026;103
0027;133

# Data de início: 20230728
# Data de término: 20230824
Nº dia;Novos usuários
0000;0
0001;0
0002;0
0003;0
0004;0
0005;48
0006;61
0007;69
0008;87
0009;72
0010;67
0011;92
0012;90
0013;104
0014;62
0015;44
0016;73
0017;36
0018;46
0019;37
0020;39
0021;35
0022;64
0023;65
0024;50
0025;64
0026;60
0027;85

# Quanta receita você está gerando?
# Data de início: 20230728
# Data de término: 20230824
Nº dia;Receita total


# Data de início: 20230728
# Data de término: 20230824
Nº dia;Receita de compra


# Data de início: 20230728
# Data de término: 20230824
Nº dia;Total de compradores


# Qual é a qualidade das suas tendências de receita?
# Data de início: 20220824
# Data de término: 20230824
Nº mês;Receita diária máxima;Receita média diária;Receita diária mínima


# Data de início: 20210825
# Data de término: 20220825
Nº mês;Receita diária máxima;Receita média diária;Receita diária mínima


# Qual é a qualidade das suas tendências de compradores?
# Data de início: 20220824
# Data de término: 20230824
Nº mês;Máximo diário de compradores;Média diária de compradores;Mínimo diário de compradores


# Data de início: 20210825
# Data de término: 20220825
Nº mês;Máximo diário de compradores;Média diária de compradores;Mínimo diário de compradores


# Quanto seus usuários estão gastando?
# Data de início: 20230728
# Data de término: 20230824
Nº dia;ARPU


# Data de início: 20230728
# Data de término: 20230824
Nº dia;Conversão de compradores


# Data de início: 20230728
# Data de término: 20230824
Nº dia;ARPPU


#  
# Data de início: 20230728
# Data de término: 20230824
Nº dia;Tempo médio de engajamento
0000;0
0001;0
0002;0
0003;0
0004;0
0005;134.6875
0006;228.11428571428573
0007;208.4404761904762
0008;105.13131313131314
0009;215.36363636363637
0010;263.7809523809524
0011;167.42857142857142
0012;136.8560606060606
0013;129.6338028169014
0014;167.20388349514562
0015;180.30882352941177
0016;207.8846153846154
0017;179.92537313432837
0018;112.10958904109589
0019;136.38709677419354
0020;108.1044776119403
0021;148.64285714285714
0022;121.2
0023;193.81730769230768
0024;154.95294117647057
0025;106.83870967741936
0026;146.9126213592233
0027;115.97744360902256

# Data de início: 20230728
# Data de término: 20230824
Nº dia;Sessões engajadas por usuário
0000;0
0001;0
0002;0
0003;0
0004;0
0005;0.9166666666666666
0006;1
0007;1.0833333333333333
0008;0.98989898989899
0009;1.0303030303030303
0010;1.0952380952380953
0011;0.865546218487395
0012;0.9924242424242424
0013;1
0014;1.087378640776699
0015;1.0588235294117647
0016;0.9615384615384616
0017;1.2238805970149254
0018;1.082191780821918
0019;1.0806451612903225
0020;1.1044776119402986
0021;1.1142857142857143
0022;1.07
0023;1.0769230769230769
0024;1.0588235294117647
0025;0.9139784946236559
0026;1.0194174757281553
0027;0.924812030075188

# Data de início: 20230728
# Data de término: 20230824
Nº dia;Tempo de engajamento médio por sessão
0000;0
0001;0
0002;0
0003;0
0004;0
0005;113.42105263157895
0006;175.47252747252747
0007;143.51639344262296
0008;82.60317460317461
0009;157.93333333333334
0010;193.6853146853147
0011;123.75155279503106
0012;107.5297619047619
0013;100.04347826086956
0014;120.43356643356644
0015;121.39603960396039
0016;155.53956834532374
0017;112.66355140186916
0018;77.94285714285714
0019;103.1219512195122
0020;75.44791666666667
0021;105.1010101010101
0022;82.44897959183673
0023;137.12244897959184
0024;104.53174603174604
0025;83.49579831932773
0026;112.92537313432835
0027;98.2484076433121

#  
# Data de início: 20230728
# Data de término: 20230824
Coorte;Dia 1;Dia 7
0;0;0
1;0;0
2;0;0
3;0;0
4;0;0
5;0.1875;0.20833333333333334
6;0.11475409836065574;0.13114754098360656
7;0.043478260869565216;0.07246376811594203
8;0.11494252873563218;0.034482758620689655
9;0.07042253521126761;0.04225352112676056
10;0.04477611940298507;0.014925373134328358
11;0;0.03260869565217391
12;0.044444444444444446;0
13;0.019230769230769232;0.019230769230769232
14;0.03225806451612903;0.016129032258064516
15;0.045454545454545456;0.022727272727272728
16;0.06944444444444445;0.013888888888888888
17;0.02857142857142857;0
18;0.043478260869565216;0.021739130434782608
19;0;0
20;0.02564102564102564;0.05128205128205128
21;0.02857142857142857;0
22;0.0625;0
23;0.03076923076923077;0
24;0.02;0
25;0.046875;0
26;0.016666666666666666;0
27;0.011764705882352941;0

# De onde vêm seus visitantes?
# Data de início: 20230728
# Data de término: 20230824
ID do país;Usuários
AR;3
AW;1
AZ;2
BR;1373
BY;1
CA;7
CH;1
CO;1
DE;4
ES;3
FR;4
GB;1
ID;1
IT;8
JP;1
LT;1
LV;1
MX;4
MZ;1
NL;1
PE;1
PT;6
RU;2
SV;1
US;13

# Data de início: 20230728
# Data de término: 20230824
País;Usuários
Brazil;1373
United States;13
Italy;8
Canada;7
Portugal;6
France;4
Germany;4
Mexico;4
Argentina;3
Spain;3
Azerbaijan;2
Russia;2
Aruba;1
Belarus;1
Colombia;1
El Salvador;1
Indonesia;1
Japan;1
Latvia;1
Lithuania;1
Mozambique;1
Netherlands;1
Peru;1
Switzerland;1
United Kingdom;1
